"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedTotalQuantity","EnactedType","PBtotal","PBtype","QuantActualTotal","QuantEnactedType","QuantPBtotal","QuantPBtype"
"4401",2017,"0300D","Procurement, Defense-Wide","DISA","01","Major Equipment","05","Major Equipment, DISA","15 ","96","Joint Regional Security Stacks (JRSS)","A","Weapon System Cost","15 ","Add","U",2016,"Total",NA,0,0,NA,NA,NA,NA,NA,NA,NA
"4402",2017,"0300D","Procurement, Defense-Wide","DISA","01","Major Equipment","05","Major Equipment, DISA","16 ","DISN","Defense Information Systems Network","A","Weapon System Cost","16 ","Add","U",2016,"Total",NA,0,0,NA,NA,NA,NA,NA,NA,NA
"4403",2017,"0300D","Procurement, Defense-Wide","DLA","01","Major Equipment","07","Major Equipment, DLA","17 ","500","Major Equipment","A","Weapon System Cost","17 ","Add","U",2016,"Total",NA,5644,0,NA,NA,NA,NA,NA,NA,NA
"4404",2017,"0300D","Procurement, Defense-Wide","DMACT","01","Major Equipment","55","Major Equipment, DMACT","18 ","30","Major Equipment","A","Weapon System Cost","18 ","Add","U",2016,"Total",NA,11208,4,NA,NA,NA,NA,NA,NA,NA
"4405",2017,"0300D","Procurement, Defense-Wide","DODEA","01","Major Equipment","26","Major Equipment, DODEA","19 ","30","Automation/Educational Support & Logistics","A","Weapon System Cost","19 ","Add","U",2016,"Total",NA,1298,0,NA,NA,NA,NA,NA,NA,NA
"4406",2017,"0300D","Procurement, Defense-Wide","DSS","01","Major Equipment","09","Major Equipment, DSS","20 ","20","Major Equipment","A","Weapon System Cost","20 ","Add","U",2016,"Total",NA,1048,0,NA,NA,NA,NA,NA,NA,NA
"4407",2017,"0300D","Procurement, Defense-Wide","DTRA","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","21 ","20","Vehicles","A","Weapon System Cost","21 ","Add","U",2016,"Total",NA,100,0,NA,NA,NA,NA,NA,NA,NA
"4408",2017,"0300D","Procurement, Defense-Wide","DTRA","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","22 ","30","Other Major Equipment","A","Weapon System Cost","22 ","Add","U",2016,"Total",NA,5474,0,NA,NA,NA,NA,NA,NA,NA
"4409",2017,"0300D","Procurement, Defense-Wide","MDA","01","Major Equipment","17","Major Equipment, Missile Defense Agency","23 ","MD07","THAAD","A","Weapon System Cost","23 ","Add","U",2016,"Total",NA,447971,34,NA,NA,NA,NA,NA,NA,NA
"4410",2017,"0300D","Procurement, Defense-Wide","MDA","01","Major Equipment","17","Major Equipment, Missile Defense Agency","24 ","MD09","Aegis BMD","A","Weapon System Cost","24 ","Add","U",2016,"Total",NA,566711,49,NA,NA,NA,NA,NA,NA,NA
"4411",2017,"0300D","Procurement, Defense-Wide","MDA","01","Major Equipment","17","Major Equipment, Missile Defense Agency","25 ","MD11","BMDS AN/TPY-2 Radars","A","Weapon System Cost","25 ","Add","U",2016,"Total",NA,78634,0,NA,NA,NA,NA,NA,NA,NA
"4412",2017,"0300D","Procurement, Defense-Wide","MDA","01","Major Equipment","17","Major Equipment, Missile Defense Agency","26 ","MD20","Arrow Upper Tier","A","Weapon System Cost","26 ","Add","U",2016,"Total",NA,15000,0,NA,NA,NA,NA,NA,NA,NA
"4413",2017,"0300D","Procurement, Defense-Wide","MDA","01","Major Equipment","17","Major Equipment, Missile Defense Agency","27 ","MD34","David's Sling","A","Weapon System Cost","27 ","Add","U",2016,"Total",NA,150000,0,NA,NA,NA,NA,NA,NA,NA
"4414",2017,"0300D","Procurement, Defense-Wide","MDA","01","Major Equipment","17","Major Equipment, Missile Defense Agency","28 ","MD73","Aegis Ashore Phase III","A","Weapon System Cost","28 ","Add","U",2016,"Total",NA,30587,0,NA,NA,NA,NA,NA,NA,NA
"4415",2017,"0300D","Procurement, Defense-Wide","MDA","01","Major Equipment","17","Major Equipment, Missile Defense Agency","29 ","MD83","Iron Dome","A","Weapon System Cost","29 ","Add","U",2016,"Total",NA,55000,1,NA,NA,NA,NA,NA,NA,NA
"4416",2017,"0300D","Procurement, Defense-Wide","MDA","01","Major Equipment","17","Major Equipment, Missile Defense Agency","30 ","MD90","Aegis BMD Hardware and Software","A","Weapon System Cost","30 ","Add","U",2016,"Total",NA,145300,26,NA,NA,NA,NA,NA,NA,NA
"4417",2017,"0300D","Procurement, Defense-Wide","NSA","01","Major Equipment","02","Major Equipment, NSA","36 ","60","Information Systems Security Program (ISSP)","A","Weapon System Cost","36 ","Add","U",2016,"Total",NA,37177,0,NA,NA,NA,NA,NA,NA,NA
"4418",2017,"0300D","Procurement, Defense-Wide","OSD","01","Major Equipment","01","Major Equipment, OSD","37 ","30","Major Equipment, OSD","A","Weapon System Cost","37 ","Add","U",2016,"Total",NA,44439,17,NA,NA,NA,NA,NA,NA,NA
"4419",2017,"0300D","Procurement, Defense-Wide","TJS","01","Major Equipment","15","Major Equipment, TJS","38 ","10","Major Equipment, TJS","A","Weapon System Cost","38 ","Add","U",2016,"Total",NA,13027,0,NA,NA,NA,NA,NA,NA,NA
"4420",2017,"0300D","Procurement, Defense-Wide","WHS","01","Major Equipment","01","Major Equipment, WHS","39 ","50","Indian Financing Act","A","Weapon System Cost","39 ","Add","U",2016,"Total",NA,0,0,NA,NA,NA,NA,NA,NA,NA
"4421",2017,"0300D","Procurement, Defense-Wide","WHS","01","Major Equipment","04","Major Equipment, WHS","40 ","31","Major Equipment, WHS","A","Weapon System Cost","40 ","Add","U",2016,"Total",NA,27859,0,NA,NA,NA,NA,NA,NA,NA
"4422",2017,"0300D","Procurement, Defense-Wide","","01","Major Equipment","99","Classified Programs","","9999999999","Classified Programs","","","","Add","U",2016,"Total",NA,634939,0,NA,NA,NA,NA,NA,NA,NA
"4423",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","41 ","0201MC12","MC-12","A","Weapon System Cost","41 ","Add","U",2016,"Total",NA,5000,0,NA,NA,NA,NA,NA,NA,NA
"4424",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","42 ","0201RWUPGR","Rotary Wing Upgrades and Sustainment","A","Weapon System Cost","42 ","Add","U",2016,"Total",NA,135985,0,NA,NA,NA,NA,NA,NA,NA
"4425",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","43 ","0201UMNISR","Unmanned ISR","A","Weapon System Cost","43 ","Add","U",2016,"Total",NA,0,0,NA,NA,NA,NA,NA,NA,NA
"4426",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","44 ","0205MH60SL","MH-60 Modernization Program","A","Weapon System Cost","44 ","Add","U",2016,"Total",NA,0,0,NA,NA,NA,NA,NA,NA,NA
"4427",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","45 ","0207NSAV","Non-Standard Aviation","A","Weapon System Cost","45 ","Add","U",2016,"Total",NA,48318,0,NA,NA,NA,NA,NA,NA,NA
"4428",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","46 ","0607U28","U-28","A","Weapon System Cost","46 ","Add","U",2016,"Total",NA,60600,0,NA,NA,NA,NA,NA,NA,NA
"4429",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","47 ","0610MH47","MH-47 Chinook","A","Weapon System Cost","47 ","Add","U",2016,"Total",NA,0,0,NA,NA,NA,NA,NA,NA,NA
"4430",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","48 ","0809RQ11","RQ-11 Unmanned Aerial Vehicle","A","Weapon System Cost","48 ","Add","U",2016,"Total",NA,15587,0,NA,NA,NA,NA,NA,NA,NA
"4431",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","49 ","1000CV2200","CV-22 Modification","A","Weapon System Cost","49 ","Add","U",2016,"Total",NA,33582,0,NA,NA,NA,NA,NA,NA,NA
"4432",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","50 ","1108MQ1","MQ-1 Unmanned Aerial Vehicle","A","Weapon System Cost","50 ","Add","U",2016,"Total",NA,1934,0,NA,NA,NA,NA,NA,NA,NA
"4433",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","51 ","1108MQ9","MQ-9 Unmanned Aerial Vehicle","A","Weapon System Cost","51 ","Add","U",2016,"Total",NA,17226,0,NA,NA,NA,NA,NA,NA,NA
"4434",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","52 ","1108STU","STUASL0","A","Weapon System Cost","52 ","Add","U",2016,"Total",NA,1514,0,NA,NA,NA,NA,NA,NA,NA
"4435",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","53 ","1202PSP","Precision Strike Package","A","Weapon System Cost","53 ","Add","U",2016,"Total",NA,204105,0,NA,NA,NA,NA,NA,NA,NA
"4436",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","54 ","2012C130J","AC/MC-130J","A","Weapon System Cost","54 ","Add","U",2016,"Total",NA,53368,0,NA,NA,NA,NA,NA,NA,NA
"4437",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","01","Aviation Programs","55 ","5000C13000","C-130 Modifications","A","Weapon System Cost","55 ","Add","U",2016,"Total",NA,26412,0,NA,NA,NA,NA,NA,NA,NA
"4438",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","02","Shipbuilding","56 ","2010US","Underwater Systems","A","Weapon System Cost","56 ","Add","U",2016,"Total",NA,29021,0,NA,NA,NA,NA,NA,NA,NA
"4439",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","03","Ammunition Programs","57 ","0203ORD","Ordnance Items <$5M","A","Weapon System Cost","57 ","Add","U",2016,"Total",NA,210033,0,NA,NA,NA,NA,NA,NA,NA
"4440",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","58 ","020400INTL","Intelligence Systems","A","Weapon System Cost","58 ","Add","U",2016,"Total",NA,93009,0,NA,NA,NA,NA,NA,NA,NA
"4441",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","59 ","020401INTL","Distributed Common Ground/Surface Systems","A","Weapon System Cost","59 ","Add","U",2016,"Total",NA,14964,0,NA,NA,NA,NA,NA,NA,NA
"4442",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","60 ","0204OTHER","Other Items <$5M","A","Weapon System Cost","60 ","Add","U",2016,"Total",NA,79149,0,NA,NA,NA,NA,NA,NA,NA
"4443",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","61 ","0204SCCS","Combatant Craft Systems","A","Weapon System Cost","61 ","Add","U",2016,"Total",NA,63362,0,NA,NA,NA,NA,NA,NA,NA
"4444",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","62 ","0204SPCPRG","Special Programs","A","Weapon System Cost","62 ","Add","U",2016,"Total",NA,132975,0,NA,NA,NA,NA,NA,NA,NA
"4445",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","63 ","0204TACVEH","Tactical Vehicles","A","Weapon System Cost","63 ","Add","U",2016,"Total",NA,73520,0,NA,NA,NA,NA,NA,NA,NA
"4446",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","64 ","0204WARSYS","Warrior Systems <$5M","A","Weapon System Cost","64 ","Add","U",2016,"Total",NA,205609,0,NA,NA,NA,NA,NA,NA,NA
"4447",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","65 ","0206CMR","Combat Mission Requirements","A","Weapon System Cost","65 ","Add","U",2016,"Total",NA,19693,0,NA,NA,NA,NA,NA,NA,NA
"4448",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","66 ","0607GVAS","Global Video Surveillance Activities","A","Weapon System Cost","66 ","Add","U",2016,"Total",NA,3967,0,NA,NA,NA,NA,NA,NA,NA
"4449",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","67 ","0607OEI","Operational Enhancements Intelligence","A","Weapon System Cost","67 ","Add","U",2016,"Total",NA,19225,0,NA,NA,NA,NA,NA,NA,NA
"4450",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","68 ","2000DRUGID","Drug Interdiction","A","Weapon System Cost","68 ","Add","U",2016,"Total",NA,0,0,NA,NA,NA,NA,NA,NA,NA
"4451",2017,"0300D","Procurement, Defense-Wide","SOCOM","02","Special Operations Command","04","Other Procurement Programs","69 ","2143369000","Operational Enhancements","A","Weapon System Cost","69 ","Add","U",2016,"Total",NA,279289,0,NA,NA,NA,NA,NA,NA,NA
"4452",2017,"0300D","Procurement, Defense-Wide","CBDP","03","Chemical/Biological Defense","01","CBDP","70 ","7001SA1000","Chemical Biological Situational Awareness","A","Weapon System Cost","70 ","Add","U",2016,"Total",NA,158223,0,NA,NA,NA,NA,NA,NA,NA
"4453",2017,"0300D","Procurement, Defense-Wide","CBDP","03","Chemical/Biological Defense","01","CBDP","71 ","8001PH1000","CB Protection & Hazard Mitigation","A","Weapon System Cost","71 ","Add","U",2016,"Total",NA,137487,0,NA,NA,NA,NA,NA,NA,NA
"4454",2017,"0350D","National Guard and Reserve Equipment","DEFW","01","Reserve Equipment","30","Army Reserve","1  ","013005","Miscellaneous Equipment","A","Weapon System Cost","1  ","Add","U",2016,"Total",NA,140000,0,NA,NA,NA,NA,NA,NA,NA
"4455",2017,"0350D","National Guard and Reserve Equipment","DEFW","01","Reserve Equipment","40","Navy Reserve","2  ","014005","Miscellaneous Equipment","A","Weapon System Cost","2  ","Add","U",2016,"Total",NA,50000,0,NA,NA,NA,NA,NA,NA,NA
"4456",2017,"0350D","National Guard and Reserve Equipment","DEFW","01","Reserve Equipment","50","Marine Corps Reserve","3  ","015005","Miscellaneous Equipment","A","Weapon System Cost","3  ","Add","U",2016,"Total",NA,10000,0,NA,NA,NA,NA,NA,NA,NA
"4457",2017,"0350D","National Guard and Reserve Equipment","DEFW","01","Reserve Equipment","60","Air Force Reserve","4  ","016005","Miscellaneous Equipment","A","Weapon System Cost","4  ","Add","U",2016,"Total",NA,140000,0,NA,NA,NA,NA,NA,NA,NA
"4458",2017,"0350D","National Guard and Reserve Equipment","DEFW","02","National Guard Equipment","10","Army National Guard","5  ","021005","Miscellaneous Equipment","A","Weapon System Cost","5  ","Add","U",2016,"Total",NA,330000,0,NA,NA,NA,NA,NA,NA,NA
"4459",2017,"0350D","National Guard and Reserve Equipment","DEFW","02","National Guard Equipment","20","Air National Guard","6  ","022005","Miscellaneous Equipment","A","Weapon System Cost","6  ","Add","U",2016,"Total",NA,330000,0,NA,NA,NA,NA,NA,NA,NA
"4460",2017,"0360D","Defense Production Act Purchases","OSD","01","Defense Production Act Purchases","10","Defense Production Act Purchases","1  ","TITLE3","Defense Production Act Purchases","A","Weapon System Cost","1  ","Add","U",2016,"Total",NA,76680,0,NA,NA,NA,NA,NA,NA,NA
"4461",2017,"0390D","Chem Agents & Munitions Destruction","ARMY","01","Operation And Maintenance","01","Operation & Maintenance","1  ","O&M","Chem Demilitarization - O&M","A","Weapon System Cost","1  ","Add","U",2016,"Total",NA,118198,0,NA,NA,NA,NA,NA,NA,NA
"4462",2017,"0390D","Chem Agents & Munitions Destruction","ARMY","02","Research, Development, Test, And Evaluation","01","RDT&E","2  ","RDT&E","Chem Demilitarization - RDT&E","A","Weapon System Cost","2  ","Add","U",2016,"Total",NA,579342,0,NA,NA,NA,NA,NA,NA,NA
"4463",2017,"0390D","Chem Agents & Munitions Destruction","ARMY","03","Procurement","01","Procurement","3  ","PROC","Chem Demilitarization - Proc","A","Weapon System Cost","3  ","Add","U",2016,"Total",NA,2281,0,NA,NA,NA,NA,NA,NA,NA
"4464",2017,"0303D","Joint Urgent Operational Needs Fund","DEFW","01","Joint Urgent Operational Needs Funds","10","Joint Urgent Operational Needs Fund","1  ","110","Joint Urgent Operational Needs Fund","A","Weapon System Cost","1  ","Add","U",2016,"Total",NA,0,0,NA,NA,NA,NA,NA,NA,NA
"4465",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","10","Fixed Wing","1  ","9440A11300","Utility F/W Aircraft","A","Weapon System Cost","1  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,57529,NA,NA,NA,3
"4466",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","10","Fixed Wing","2  ","9662A02005","Aerial Common Sensor (ACS) (MIP)","A","Weapon System Cost","2  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4467",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","10","Fixed Wing","3  ","9670A00005","MQ-1 UAV","A","Weapon System Cost","3  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,55388,NA,NA,NA,0
"4468",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","10","Fixed Wing","4  ","9675A00010","RQ-11 (RAVEN)","A","Weapon System Cost","4  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4469",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","5  ","4742A05001","Helicopter, Light Utility (LUH)","A","Weapon System Cost","5  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4470",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","6  ","5757A05111","AH-64 Apache Block IIIA Reman","A","Weapon System Cost","6  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,1013014,NA,NA,NA,48
"4471",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","6  ","5757A05111","AH-64 Apache Block IIIA Reman","B","Less: Advance Procurement (PY)","6  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,-209930,NA,NA,NA,0
"4472",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","7  ","5757A05111","AH-64 Apache Block IIIA Reman","C","Advance Procurement (CY)","7  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,185160,NA,NA,NA,0
"4473",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","7  ","5757A05111","AH-64 Apache Block IIIA Reman","C","C (FY 2015 for FY 2016) (M)","7  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4474",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","7  ","5757A05111","AH-64 Apache Block IIIA Reman","C","C (FY 2016 for FY 2017) (M)","7  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4475",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","7  ","5757A05111","AH-64 Apache Block IIIA Reman","C","C (FY 2017 for FY 2018) (M)","7  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,185160,NA,NA,NA,0
"4476",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","8  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","A","Weapon System Cost","8  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,882225,NA,NA,NA,36
"4477",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","8  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","B","Less: Advance Procurement (PY)","8  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,-127079,NA,NA,NA,0
"4478",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","9  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","Advance Procurement (CY)","9  ","Add","U",2017,"Base",NA,NA,NA,NA,NA,174107,NA,NA,NA,0
"4479",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","9  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2015 for FY 2016) (M)","9  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4480",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","9  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2016 for FY 2017) (M)","9  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4481",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","9  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2017 for FY 2018) (M)","9  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,171847,NA,NA,NA,0
"4482",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","9  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2017 for FY 2019) (M)","9  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,1823,NA,NA,NA,0
"4483",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","9  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2017 for FY 2020) (M)","9  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,286,NA,NA,NA,0
"4484",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","9  ","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2017 for FY 2021) (M)","9  ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,151,NA,NA,NA,0
"4485",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","10 ","6773A05009","UH-60 Black Hawk A and L Models","A","Weapon System Cost","10 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,46173,NA,NA,NA,38
"4486",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","11 ","6775A05101","CH-47 Helicopter","A","Weapon System Cost","11 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,655601,NA,NA,NA,22
"4487",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","11 ","6775A05101","CH-47 Helicopter","B","Less: Advance Procurement (PY)","11 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,-99344,NA,NA,NA,0
"4488",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","12 ","6775A05101","CH-47 Helicopter","C","Advance Procurement (CY)","12 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,8707,NA,NA,NA,0
"4489",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","12 ","6775A05101","CH-47 Helicopter","C","C (FY 2015 for FY 2016) (M)","12 ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4490",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","12 ","6775A05101","CH-47 Helicopter","C","C (FY 2016 for FY 2017) (M)","12 ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4491",2017,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","12 ","6775A05101","CH-47 Helicopter","C","C (FY 2017 for FY 2018) (M)","12 ","Non-Add","U",2017,"Base",NA,NA,NA,NA,NA,8707,NA,NA,NA,0
"4492",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","13 ","0023A01001","MQ-1 Payload (MIP)","A","Weapon System Cost","13 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,43735,NA,NA,NA,0
"4493",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","14 ","1032AZ2000","Guardrail Mods (MIP)","A","Weapon System Cost","14 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4494",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","15 ","1036AZ2001","Multi Sensor ABN Recon (MIP)","A","Weapon System Cost","15 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,94527,NA,NA,NA,0
"4495",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","16 ","2706AA6605","AH-64 Mods","A","Weapon System Cost","16 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,137883,NA,NA,NA,0
"4496",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","17 ","3264AA0252","CH-47 Cargo Helicopter Mods (MYP)","A","Weapon System Cost","17 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,102943,NA,NA,NA,0
"4497",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","18 ","3403A02111","GRCS SEMA Mods (MIP)","A","Weapon System Cost","18 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,4055,NA,NA,NA,0
"4498",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","19 ","3404A02110","ARL SEMA Mods (MIP)","A","Weapon System Cost","19 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,6793,NA,NA,NA,0
"4499",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","20 ","3405A02112","EMARSS SEMA Mods (MIP)","A","Weapon System Cost","20 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,13197,NA,NA,NA,0
"4500",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","21 ","4194AA0270","Utility/Cargo Airplane Mods","A","Weapon System Cost","21 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,17526,NA,NA,NA,0
"4501",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","22 ","6949AA0480","Utility Helicopter Mods","A","Weapon System Cost","22 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,10807,NA,NA,NA,0
"4502",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","23 ","8658AA0712","Network and Mission Plan","A","Weapon System Cost","23 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,74752,NA,NA,NA,0
"4503",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","24 ","8659AA0723","Comms, Nav Surveillance","A","Weapon System Cost","24 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,69960,NA,NA,NA,0
"4504",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","25 ","8859AA0711","GATM Rollup","A","Weapon System Cost","25 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,45302,NA,NA,NA,0
"4505",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","26 ","9555A00018","RQ-7 UAV MODS","A","Weapon System Cost","26 ","Add","U",2017,"Base",NA,NA,NA,NA,NA,71169,NA,NA,NA,0
