"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","Classified","FiscalYear","Project.Title","BudgetMetric","OriginType","EnactedType","PBtotal","PBtype","EnactedTotal"
"2548",2013,"051204D","051204","D","FY 2005 BRAC - DW","DECA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-109: COMMISSARY AGENCY CONSOLIDATION","AuthForAppnAmount","Base",NA,NA,53,NA
"2549",2013,"051204D","051204","D","FY 2005 BRAC - DW","DFAS","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-18: DEF FINANCE AND ACCOUNTING SVS","AuthForAppnAmount","Base",NA,NA,9370,NA
"2550",2013,"051204D","051204","D","FY 2005 BRAC - DW","DIA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-99: DEFENSE/MILDEP ADJUDICATION ACT","AuthForAppnAmount","Base",NA,NA,37,NA
"2551",2013,"051204D","051204","D","FY 2005 BRAC - DW","DIA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-108: MILDEP INVEST AGENCIES & CIS/DSS","AuthForAppnAmount","Base",NA,NA,21311,NA
"2552",2013,"051204D","051204","D","FY 2005 BRAC - DW","DIA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","INT-10: DEFENSE INTELLIGENCE AGENCY","AuthForAppnAmount","Base",NA,NA,4985,NA
"2553",2013,"051204D","051204","D","FY 2005 BRAC - DW","DISA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-45: CONS DISA/EST JNT C4ISR D&A","AuthForAppnAmount","Base",NA,NA,42914,NA
"2554",2013,"051204D","051204","D","FY 2005 BRAC - DW","DLA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","S&S-51: SUPPLY, STORAGE & DIST MGMT RECONF","AuthForAppnAmount","Base",NA,NA,16453,NA
"2555",2013,"051204D","051204","D","FY 2005 BRAC - DW","DMACT","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-71: NEW DEFENSE MEDIA AGENCY","AuthForAppnAmount","Base",NA,NA,33464,NA
"2556",2013,"051204D","051204","D","FY 2005 BRAC - DW","DSS","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-99: DEFENSE/MILDEP ADJUDICATION ACT","AuthForAppnAmount","Base",NA,NA,5661,NA
"2557",2013,"051204D","051204","D","FY 2005 BRAC - DW","DSS","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-108: MILDEP INVEST AGENCIES & CIS/DSS","AuthForAppnAmount","Base",NA,NA,6819,NA
"2558",2013,"051204D","051204","D","FY 2005 BRAC - DW","DTRA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","MED-28: JNT CTRS EXCEL CHEM/BIO & MED R&DA","AuthForAppnAmount","Base",NA,NA,2097,NA
"2559",2013,"051204D","051204","D","FY 2005 BRAC - DW","MDA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-47: MISSILE AND SPACE DEF AGENCIES","AuthForAppnAmount","Base",NA,NA,8679,NA
"2560",2013,"051204D","051204","D","FY 2005 BRAC - DW","NGA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","INT-4: NGA ACTIVITIES","AuthForAppnAmount","Base",NA,NA,134297,NA
"2561",2013,"051204D","051204","D","FY 2005 BRAC - DW","TMA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","MED-2: WALTER REED NMMC, BETHESDA, MD","AuthForAppnAmount","Base",NA,NA,171894,NA
"2562",2013,"051204D","051204","D","FY 2005 BRAC - DW","TMA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","MED-16: SAN ANTONIO REGIONAL MED CTR, TX","AuthForAppnAmount","Base",NA,NA,206177,NA
"2563",2013,"051204D","051204","D","FY 2005 BRAC - DW","TMA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","COMM ADD 5: JOINT MEDICAL COMMAND HQS","AuthForAppnAmount","Base",NA,NA,11965,NA
"2564",2013,"051204D","051204","D","FY 2005 BRAC - DW","WHS","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","H&SA-53: MISC DOD/DEF AGS/FOA LEASED LOCS","AuthForAppnAmount","Base",NA,NA,168123,NA
"2565",2013,"0804D","0804","D","NATO Sec. Invest Prog.","DEFW","01","NATO SEC INV PGM","ZU","WORLDWIDE UNSPECIFIED","NATO SECURITY INVESTMENT PROGRAM","NATO SECURITY INVESTMENT PROGRAM","U","2011","Nato Security Investment Program","AuthForAppnAmount","Base",NA,NA,334447,NA
"2566",2013,"0834D","0834","D","DoD Fam Hsg Imprv Fd","DEFW","01","FAM HSG IMP FUND","ZU","WORLDWIDE UNSPECIFIED","DOD FAMILY HOUSING IMPROVEMENT FUND","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","Family Housing Improvement Fund","AuthForAppnAmount","Base",NA,NA,60152,NA
"2567",2013,"0834D","0834","D","DoD Fam Hsg Imprv Fd","DEFW","02","FAM HSG IMP FUND","ZU","WORLDWIDE UNSPECIFIED","DOD FAMILY HOUSING IMPROVEMENT FUND","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","Family Housing Improvement Fund","AuthForAppnAmount","Base",NA,NA,9590,NA
"2568",2013,"0834D","0834","D","DoD Fam Hsg Imprv Fd","DEFW","05","FAM HSG IMP FUND","ZU","WORLDWIDE UNSPECIFIED","DOD FAMILY HOUSING IMPROVEMENT FUND","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","Family Housing Improvement Fund","AuthForAppnAmount","Base",NA,NA,11809,NA
"2569",2013,"0834D","0834","D","DoD Fam Hsg Imprv Fd","DEFW","06","FAM HSG IMP FUND","ZU","WORLDWIDE UNSPECIFIED","DOD FAMILY HOUSING IMPROVEMENT FUND","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","Family Housing Improvement Fund","AuthForAppnAmount","Base",NA,NA,1422,NA
"2570",2013,"0834D","0834","D","DoD Fam Hsg Imprv Fd","DEFW","10","FAM HSG IMP FUND","ZU","WORLDWIDE UNSPECIFIED","DOD FAMILY HOUSING IMPROVEMENT FUND","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","Family Housing Improvement Fund","AuthForAppnAmount","Base",NA,NA,2048,NA
"2571",2013,"0834D","0834","D","DoD Fam Hsg Imprv Fd","DEFW","11","FAM HSG IMP FUND","ZU","WORLDWIDE UNSPECIFIED","DOD FAMILY HOUSING IMPROVEMENT FUND","UNSPECIFIED WORLDWIDE LOCATIONS","U","2011","Family Housing Improvement Fund","AuthForAppnAmount","Base",NA,NA,695325,NA
"2572",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","MISC ITEMS & EQUIP RDT&E BUILDINGS","FORT RUCKER","U","2012","Combat Readiness Center","AuthForAppnAmount","Base",11600,NA,NA,NA
"2573",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","AIRCRAFT MAINTENANCE FACILITIES","FORT WAINWRIGHT","U","2012","Aviation Complex, Ph 3A Inc 1","AuthForAppnAmount","Base",57000,NA,NA,NA
"2574",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","PERSONNEL SUPPORT FACILITIES","Joint Base Elmendorf-Richardson","U","2012","Physical Fitness Facility","AuthForAppnAmount","Base",26000,NA,NA,NA
"2575",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","Joint Base Elmendorf-Richardson","U","2012","Brigade Complex, Ph 2","AuthForAppnAmount","Base",74000,NA,NA,NA
"2576",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","VEHICLE FACILITIES","Joint Base Elmendorf-Richardson","U","2012","Organizational Parking","AuthForAppnAmount","Base",3600,NA,NA,NA
"2577",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING RANGES","FORT IRWIN","U","2012","Qualification Training Range","AuthForAppnAmount","Base",15500,NA,NA,NA
"2578",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING RANGES","FORT IRWIN","U","2012","Infantry Squad Battle Course","AuthForAppnAmount","Base",7500,NA,NA,NA
"2579",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","PRESIDIO MONTEREY","U","2012","General Instruction Building","AuthForAppnAmount","Base",3000,NA,NA,NA
"2580",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","AIRFIELD OPERATIONAL BUILDINGS","FORT CARSON, COLORADO","U","2012","Brigade Headquarters","AuthForAppnAmount","Base",14400,NA,NA,NA
"2581",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT CARSON, COLORADO","U","2012","Barracks","AuthForAppnAmount","Base",113000,NA,NA,NA
"2582",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","AVIATION NAVIGATION & TRAFFIC AIDS BUILDING","FORT CARSON, COLORADO","U","2012","Control Tower","AuthForAppnAmount","Base",14200,NA,NA,NA
"2583",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","AIRCRAFT MAINTENANCE FACILITIES","FORT CARSON, COLORADO","U","2012","Aircraft Maintenance Hangar","AuthForAppnAmount","Base",63000,NA,NA,NA
"2584",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","AIRFIELD APRONS","FORT CARSON, COLORADO","U","2012","Aircraft Loading Area","AuthForAppnAmount","Base",34000,NA,NA,NA
"2585",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","RAILROAD TRACKS","FORT BENNING","U","2012","Rail Loading Facility","AuthForAppnAmount","Base",13600,NA,NA,NA
"2586",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT BENNING","U","2012","Trainee Barracks Complex, Ph 3","AuthForAppnAmount","Base",23000,NA,NA,NA
"2587",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING RANGES","FORT GORDON","U","2012","Hand Grenade Familiarization Range","AuthForAppnAmount","Base",1450,NA,NA,NA
"2588",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","AIRFIELD OPERATIONAL BUILDINGS","FORT STEWART, GEORGIA","U","2012","Dog Kennel","AuthForAppnAmount","Base",2600,NA,NA,NA
"2589",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","PERSONNEL SUPPORT FACILITIES","FORT SHAFTER","U","2012","Child Development Center","AuthForAppnAmount","Base",17500,NA,NA,NA
"2590",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","OPERATIONAL SUPPORT FACILITIES OTHER THAN BUILDINGS","SCHOFIELD BARRACKS","U","2012","Centralized Wash Facility","AuthForAppnAmount","Base",32000,NA,NA,NA
"2591",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","POTABLE WATER DISTRIBUTION SYSTEM","SCHOFIELD BARRACKS","U","2012","Combat Aviation Brigade Complex, Ph 1","AuthForAppnAmount","Base",73000,NA,NA,NA
"2592",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","PERSONNEL SUPPORT FACILITIES","FORT RILEY, KANSAS","U","2012","Physical Fitness Facility","AuthForAppnAmount","Base",13000,NA,NA,NA
"2593",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","RELIGIOUS FACILITIES","FORT RILEY, KANSAS","U","2012","Chapel","AuthForAppnAmount","Base",10400,NA,NA,NA
"2594",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","AIRCRAFT MAINTENANCE FACILITIES","FORT RILEY, KANSAS","U","2012","Unmanned Aerial Vehicle Maintenance Hangar","AuthForAppnAmount","Base",60000,NA,NA,NA
"2595",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","AIRFIELD OPERATIONAL BUILDINGS","FORBES AIR FIELD","U","2012","Deployment Support Facility","AuthForAppnAmount","Base",5300,NA,NA,NA
"2596",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT CAMPBELL, KENTUCKY","U","2012","Vehicle Maintenance Facility","AuthForAppnAmount","Base",56000,NA,NA,NA
"2597",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","PERSONNEL SUPPORT FACILITIES","FORT CAMPBELL, KENTUCKY","U","2012","Physical Fitness Facility","AuthForAppnAmount","Base",18500,NA,NA,NA
"2598",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","AIRCRAFT MAINTENANCE FACILITIES","FORT CAMPBELL, KENTUCKY","U","2012","Unmanned Aerial Vehicle Maintenance Hangar","AuthForAppnAmount","Base",67000,NA,NA,NA
"2599",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TRAINING RANGES","FORT CAMPBELL, KENTUCKY","U","2012","Scout/Recce Gunnery Range","AuthForAppnAmount","Base",18000,NA,NA,NA
"2600",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT CAMPBELL, KENTUCKY","U","2012","Barracks Complex","AuthForAppnAmount","Base",65000,NA,NA,NA
"2601",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT CAMPBELL, KENTUCKY","U","2012","Barracks","AuthForAppnAmount","Base",23000,NA,NA,NA
"2602",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TRAINING RANGES","FORT KNOX","U","2012","Automated Infantry Platoon Battle Course","AuthForAppnAmount","Base",7000,NA,NA,NA
"2603",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT KNOX","U","2012","Battalion Complex","AuthForAppnAmount","Base",48000,NA,NA,NA
"2604",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","SAFETY, DISP, & REHAB FAC","FORT POLK, LOUISIANA","U","2012","Fire Station","AuthForAppnAmount","Base",9200,NA,NA,NA
"2605",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","AIRFIELD OPERATIONAL BUILDINGS","FORT POLK, LOUISIANA","U","2012","Military Working Dog Facility","AuthForAppnAmount","Base",2600,NA,NA,NA
"2606",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","AIRFIELD OPERATIONAL BUILDINGS","FORT POLK, LOUISIANA","U","2012","Brigade Complex","AuthForAppnAmount","Base",23000,NA,NA,NA
"2607",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","TRAINING RANGES","FORT POLK, LOUISIANA","U","2012","Multipurpose Machine Gun Range","AuthForAppnAmount","Base",8300,NA,NA,NA
"2608",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","RDT&E FACILITIES OTHER THAN BUILDINGS","ABERDEEN PROVING GROUND","U","2012","Auto Technology Evaluation Fac, Ph 3","AuthForAppnAmount","Base",15500,NA,NA,NA
"2609",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","AIRFIELD OPERATIONAL BUILDINGS","ABERDEEN PROVING GROUND","U","2012","Command and Control Facility","AuthForAppnAmount","Base",63000,NA,NA,NA
"2610",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","ADMIN BLDGS","FORT MEADE","U","2012","Applied Instruction Facility","AuthForAppnAmount","Base",43000,NA,NA,NA
"2611",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","AIRFIELD OPERATIONAL BUILDINGS","FORT MEADE","U","2012","Brigade Complex","AuthForAppnAmount","Base",36000,NA,NA,NA
"2612",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT LEONARD WOOD","U","2012","Vehicle Maintenance Facility","AuthForAppnAmount","Base",49000,NA,NA,NA
"2613",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","INSTALL & READY-ISSUE AMMUNITION STORAGE","FORT DRUM, NEW YORK","U","2012","Ammunition Supply Point","AuthForAppnAmount","Base",5700,NA,NA,NA
"2614",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","RELIGIOUS FACILITIES","FORT DRUM, NEW YORK","U","2012","Chapel","AuthForAppnAmount","Base",7600,NA,NA,NA
"2615",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","TRAINING BUILDINGS","FORT BRAGG","U","2012","NCO Academy","AuthForAppnAmount","Base",42000,NA,NA,NA
"2616",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","ROADS","FORT BRAGG","U","2012","Access Roads, Ph 2","AuthForAppnAmount","Base",18000,NA,NA,NA
"2617",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","AIRCRAFT MAINTENANCE FACILITIES","FORT BRAGG","U","2012","Unmanned Aerial Vehicle Maintenance Hangar","AuthForAppnAmount","Base",54000,NA,NA,NA
"2618",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","SEWAGE & INDUSTRIAL WASTE COLLECTION LINES","FORT BRAGG","U","2012","Brigade Complex Facilities","AuthForAppnAmount","Base",49000,NA,NA,NA
"2619",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","SIMULATION FACILITIES","FORT BRAGG","U","2012","Battle Command Training Center","AuthForAppnAmount","Base",23000,NA,NA,NA
"2620",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","PERSONNEL SUPPORT FACILITIES","FORT SILL","U","2012","Physical Fitness Facility","AuthForAppnAmount","Base",25000,NA,NA,NA
"2621",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","RELIGIOUS FACILITIES","FORT SILL","U","2012","Chapel","AuthForAppnAmount","Base",13200,NA,NA,NA
"2622",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","ADMIN BLDGS","FORT SILL","U","2012","Reception Station, Ph 1","AuthForAppnAmount","Base",36000,NA,NA,NA
"2623",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","RAILROAD FAC OTHER THAN TRACKS","FORT SILL","U","2012","Rail Deployment Facility","AuthForAppnAmount","Base",3400,NA,NA,NA
"2624",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT SILL","U","2012","Vehicle Maintenance Facility","AuthForAppnAmount","Base",51000,NA,NA,NA
"2625",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","SIMULATION FACILITIES","FORT SILL","U","2012","Battle Command Training Center","AuthForAppnAmount","Base",23000,NA,NA,NA
"2626",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","TRAINING BUILDINGS","FORT SILL","U","2012","THAAD Instruction Facility","AuthForAppnAmount","Base",33000,NA,NA,NA
"2627",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","RAILROAD TRACKS","MCALESTER","U","2012","Railroad Tracks","AuthForAppnAmount","Base",6300,NA,NA,NA
"2628",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","INSTALL & READY-ISSUE AMMUNITION STORAGE","MCALESTER","U","2012","Ammunition Loading Pads","AuthForAppnAmount","Base",1700,NA,NA,NA
"2629",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT JACKSON","U","2012","Trainee Barracks Complex, Ph 2","AuthForAppnAmount","Base",59000,NA,NA,NA
"2630",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","TRAINING RANGES","FORT JACKSON","U","2012","Modified Record Fire Range","AuthForAppnAmount","Base",4900,NA,NA,NA
"2631",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT BLISS","U","2012","Electronics Maintenance Facility","AuthForAppnAmount","Base",14600,NA,NA,NA
"2632",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","ELECTRIC POWER TRANSMISSION & DIST LINES","FORT BLISS","U","2012","Infrastructure","AuthForAppnAmount","Base",11600,NA,NA,NA
"2633",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT BLISS","U","2012","Vehicle Maintenance Facility","AuthForAppnAmount","Base",33600,NA,NA,NA
"2634",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT BLISS","U","2012","Barracks Complex","AuthForAppnAmount","Base",13000,NA,NA,NA
"2635",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","FORT BLISS","U","2012","JLENS Tactical Training Facility","AuthForAppnAmount","Base",39000,NA,NA,NA
"2636",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","POTABLE WATER SUPPLY, TREATMENT & STORAGE","FORT BLISS","U","2012","Water Well, Potable","AuthForAppnAmount","Base",2400,NA,NA,NA
"2637",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","FORT BLISS","U","2012","Applied Instruction Building","AuthForAppnAmount","Base",8300,NA,NA,NA
"2638",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT HOOD, TEXAS","U","2012","Operational Readiness Training Complex","AuthForAppnAmount","Base",51000,NA,NA,NA
"2639",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRCRAFT MAINTENANCE FACILITIES","FORT HOOD, TEXAS","U","2012","Unmanned Aerial Vehicle Maintenance Hangar","AuthForAppnAmount","Base",47000,NA,NA,NA
"2640",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT HOOD, TEXAS","U","2012","Vehicle Maintenance Facility","AuthForAppnAmount","Base",34000,NA,NA,NA
"2641",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","RED RIVER ARMY DEPOT","U","2012","Maneuver Systems Sustainment Ctr, Ph 3","AuthForAppnAmount","Base",44000,NA,NA,NA
"2642",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","Joint Base San Antonio","U","2012","Vehicle Maintenance Facility","AuthForAppnAmount","Base",10400,NA,NA,NA
