"","FY","VendorSize","Place","Area","CrisisFunding","Amount","Actions"
"800",2010,"Medium","Domestic","R&D","Residual",12.5913982161114,23767
"801",2010,"Medium","Iraq","Products","Residual",0.358970503514187,1659
"802",2010,"Medium","Iraq","Services","Residual",1.03082192283235,1076
"803",2010,"Medium","Iraq","R&D","Residual",0.15970352008356,88
"804",2010,"Medium","Regional Support","Products","Residual",0.338869078860472,3267
"805",2010,"Medium","Regional Support","Services","Disaster",-0.000315554807115165,1
"806",2010,"Medium","Regional Support","Services","Residual",2.30144180600077,3619
"807",2010,"Medium","Regional Support","R&D","Residual",0.0583358735193426,84
"808",2010,"Medium","Rest of World","Products","ARRA",0.0222078746227743,47
"809",2010,"Medium","Rest of World","Products","Disaster",0.00385370914344567,27
"810",2010,"Medium","Rest of World","Products","Residual",4.63439170932363,120375
"811",2010,"Medium","Rest of World","Services","ARRA",0.0100478118826248,7
"812",2010,"Medium","Rest of World","Services","Disaster",0.0733157929994209,78
"813",2010,"Medium","Rest of World","Services","Residual",7.10502158180509,45288
"814",2010,"Medium","Rest of World","R&D","Disaster",3.28182618290388e-05,3
"815",2010,"Medium","Rest of World","R&D","Residual",0.389052680248596,854
"816",2010,"Small","Afghanistan","Products","Disaster",0.000114293590622473,1
"817",2010,"Small","Afghanistan","Products","Residual",0.132288148826617,881
"818",2010,"Small","Afghanistan","Services","Residual",0.32778708909405,484
"819",2010,"Small","Afghanistan","R&D","Residual",0.132113092719948,32
"820",2010,"Small","Domestic","Products","ARRA",0.466205982737079,2732
"821",2010,"Small","Domestic","Products","Disaster",0.00848494758723433,569
"822",2010,"Small","Domestic","Products","Residual",31.2787873137622,1613880
"823",2010,"Small","Domestic","Services","ARRA",5.6164166517774,17441
"824",2010,"Small","Domestic","Services","Disaster",-0.10818080657849,2046
"825",2010,"Small","Domestic","Services","Residual",63.0703839487265,583274
"826",2010,"Small","Domestic","R&D","ARRA",0.191978636763328,382
"827",2010,"Small","Domestic","R&D","Disaster",-0.0231262401037997,40
"828",2010,"Small","Domestic","R&D","Residual",6.75836502368872,32750
"829",2010,"Small","Iraq","Products","Residual",0.161601597402381,520
"830",2010,"Small","Iraq","Services","Residual",0.170889834233757,431
"831",2010,"Small","Iraq","R&D","Residual",0.00124615438543538,24
"832",2010,"Small","Regional Support","Products","Disaster",4.5020571899308e-06,1
"833",2010,"Small","Regional Support","Products","Residual",0.0329267105423143,389
"834",2010,"Small","Regional Support","Services","Disaster",7.04770189735829e-06,1
"835",2010,"Small","Regional Support","Services","Residual",0.0804425520250764,360
"836",2010,"Small","Regional Support","R&D","Residual",0.000154159314332329,11
"837",2010,"Small","Rest of World","Products","ARRA",0.00173363688542668,8
"838",2010,"Small","Rest of World","Products","Disaster",0.00584357969840003,28
"839",2010,"Small","Rest of World","Products","Residual",0.506638514802423,5551
"840",2010,"Small","Rest of World","Services","ARRA",0.000550354976081584,2
"841",2010,"Small","Rest of World","Services","Disaster",0.00394513077258203,52
"842",2010,"Small","Rest of World","Services","Residual",0.730071316763156,4529
"843",2010,"Small","Rest of World","R&D","Disaster",8.1593825231511e-05,5
"844",2010,"Small","Rest of World","R&D","Residual",0.0751571271685982,315
"845",2011,"Big Five","Afghanistan","Products","Disaster",4.87221912869894e-05,7
"846",2011,"Big Five","Afghanistan","Products","Residual",1.54411047176224,15997
"847",2011,"Big Five","Afghanistan","Services","ARRA",0.0260610195248226,20
"848",2011,"Big Five","Afghanistan","Services","Disaster",1.75492063446414e-05,1
"849",2011,"Big Five","Afghanistan","Services","Residual",1.98404632094732,10794
"850",2011,"Big Five","Afghanistan","R&D","Disaster",2.39508381681228e-05,2
"851",2011,"Big Five","Afghanistan","R&D","Residual",0.570410497162007,351
"852",2011,"Big Five","Domestic","Products","ARRA",0.295099743079087,50
"853",2011,"Big Five","Domestic","Products","Disaster",0.00381479821998592,20
"854",2011,"Big Five","Domestic","Products","Residual",78.6734711856295,87562
"855",2011,"Big Five","Domestic","Services","ARRA",0.415227508989211,198
"856",2011,"Big Five","Domestic","Services","Disaster",0.0103378259304412,35
"857",2011,"Big Five","Domestic","Services","Residual",25.0365714670559,38553
"858",2011,"Big Five","Domestic","R&D","ARRA",0.0100009627092564,15
"859",2011,"Big Five","Domestic","R&D","Disaster",0.00402551592106065,14
"860",2011,"Big Five","Domestic","R&D","Residual",25.83238745044,10443
"861",2011,"Big Five","Iraq","Products","Residual",0.0231125786092369,1569
"862",2011,"Big Five","Iraq","Services","ARRA",0.000187620160412956,1
"863",2011,"Big Five","Iraq","Services","Disaster",1.60601827760051e-05,1
"864",2011,"Big Five","Iraq","Services","Residual",0.405828122087008,3514
"865",2011,"Big Five","Iraq","R&D","Residual",0.282095474047878,231
"866",2011,"Big Five","Regional Support","Products","Residual",0.116462970811504,4001
"867",2011,"Big Five","Regional Support","Services","ARRA",0.0789190257700831,13
"868",2011,"Big Five","Regional Support","Services","Residual",0.332054279848381,1375
"869",2011,"Big Five","Regional Support","R&D","Residual",0.0359071819276095,100
"870",2011,"Big Five","Rest of World","Products","ARRA",0.0069170630313217,5
"871",2011,"Big Five","Rest of World","Products","Disaster",0.000286019464011948,15
"872",2011,"Big Five","Rest of World","Products","Residual",0.579406314542664,24637
"873",2011,"Big Five","Rest of World","Services","ARRA",0.00343996611412047,14
"874",2011,"Big Five","Rest of World","Services","Disaster",0.000925504513651086,23
"875",2011,"Big Five","Rest of World","Services","Residual",1.43655794100284,26984
"876",2011,"Big Five","Rest of World","R&D","ARRA",1.07445815663441e-05,2
"877",2011,"Big Five","Rest of World","R&D","Residual",0.138345885484819,1790
"878",2011,"Large","Afghanistan","Products","Residual",0.804580669188549,413
"879",2011,"Large","Afghanistan","Services","OCO",0.0180804686821655,4
"880",2011,"Large","Afghanistan","Services","Residual",6.64478569743225,805
"881",2011,"Large","Afghanistan","R&D","Residual",0.0490534384169032,13
"882",2011,"Large","Domestic","Products","ARRA",0.126687161928087,135
"883",2011,"Large","Domestic","Products","Disaster",0.0120988506989666,118
"884",2011,"Large","Domestic","Products","Residual",65.6755177942815,680302
"885",2011,"Large","Domestic","Services","ARRA",0.328580149933484,861
"886",2011,"Large","Domestic","Services","Disaster",0.452165376353435,776
"887",2011,"Large","Domestic","Services","Residual",77.3028869891481,9534678
"888",2011,"Large","Domestic","R&D","ARRA",0.0182799999273357,106
"889",2011,"Large","Domestic","R&D","Disaster",0.00543838289906888,21
"890",2011,"Large","Domestic","R&D","Residual",21.0131068944662,17879
"891",2011,"Large","Iraq","Products","Residual",0.425784182034348,96
"892",2011,"Large","Iraq","Services","Residual",3.40920178006684,789
"893",2011,"Large","Iraq","R&D","Residual",-0.00577576136388833,14
"894",2011,"Large","Regional Support","Products","Residual",1.83416421367672,1624
"895",2011,"Large","Regional Support","Services","Disaster",0,2
"896",2011,"Large","Regional Support","Services","Residual",2.19151592363549,972
"897",2011,"Large","Regional Support","R&D","Residual",0.0120025223783783,16
"898",2011,"Large","Rest of World","Products","ARRA",0.000945100468084237,4
"899",2011,"Large","Rest of World","Products","Disaster",0.00103496213629505,12
"900",2011,"Large","Rest of World","Products","Residual",4.47360008832516,4322
"901",2011,"Large","Rest of World","Services","ARRA",0.00883233500096067,5
"902",2011,"Large","Rest of World","Services","Disaster",0.00529807742116144,16
"903",2011,"Large","Rest of World","Services","Residual",2.69243347460569,12926
"904",2011,"Large","Rest of World","R&D","Residual",0.550605011613645,139
"905",2011,"Medium","Afghanistan","Products","Disaster",0,1
"906",2011,"Medium","Afghanistan","Products","Residual",1.49116505183872,3406
"907",2011,"Medium","Afghanistan","Services","Disaster",0.000539172760767723,2
"908",2011,"Medium","Afghanistan","Services","Residual",4.54961152586947,4603
"909",2011,"Medium","Afghanistan","R&D","Residual",0.0992797417361795,51
"910",2011,"Medium","Domestic","Products","ARRA",0.0753301103190228,1382
"911",2011,"Medium","Domestic","Products","Disaster",0.018283607148087,1315
"912",2011,"Medium","Domestic","Products","Residual",35.6756190297376,2166779
"913",2011,"Medium","Domestic","Services","ARRA",0.450933730290389,3108
"914",2011,"Medium","Domestic","Services","Disaster",0.109090969272011,912
"915",2011,"Medium","Domestic","Services","Residual",70.7836317467094,576213
"916",2011,"Medium","Domestic","R&D","ARRA",0.0324546484893491,153
"917",2011,"Medium","Domestic","R&D","Disaster",0.000133616466343309,14
"918",2011,"Medium","Domestic","R&D","Residual",12.6925508269096,26148
"919",2011,"Medium","Iraq","Products","Disaster",-4.46707070590871e-06,1
"920",2011,"Medium","Iraq","Products","Residual",0.378517382411136,500
"921",2011,"Medium","Iraq","Services","Disaster",0,1
"922",2011,"Medium","Iraq","Services","Residual",1.6666674382584,1028
"923",2011,"Medium","Iraq","R&D","Residual",0.146860096178649,78
"924",2011,"Medium","Regional Support","Products","Residual",0.494787323629559,2397
"925",2011,"Medium","Regional Support","Services","Residual",1.51480151537418,3159
"926",2011,"Medium","Regional Support","R&D","Residual",0.035818686128806,96
"927",2011,"Medium","Rest of World","Products","ARRA",0.000414773683855551,10
"928",2011,"Medium","Rest of World","Products","Disaster",0.0010035998683784,22
"929",2011,"Medium","Rest of World","Products","Residual",6.06686774701148,139302
"930",2011,"Medium","Rest of World","Services","ARRA",-0.0146032671769061,18
"931",2011,"Medium","Rest of World","Services","Disaster",0.126029166070255,123
"932",2011,"Medium","Rest of World","Services","Residual",7.39845736433145,53957
"933",2011,"Medium","Rest of World","R&D","Disaster",0.000157304704143785,1
"934",2011,"Medium","Rest of World","R&D","Residual",0.22081875887367,843
"935",2011,"Small","Afghanistan","Products","Residual",0.0620254917295329,673
"936",2011,"Small","Afghanistan","Services","Residual",0.355079953584562,536
"937",2011,"Small","Afghanistan","R&D","Residual",0.0841102214700375,22
"938",2011,"Small","Domestic","Products","ARRA",0.0516744962379867,671
"939",2011,"Small","Domestic","Products","Disaster",0.0160260743352111,1032
"940",2011,"Small","Domestic","Products","Residual",30.5173183285033,1615243
"941",2011,"Small","Domestic","Services","ARRA",0.29964993219577,6143
"942",2011,"Small","Domestic","Services","Disaster",0.0535566267125729,1710
"943",2011,"Small","Domestic","Services","Residual",61.8050009194424,1528584
"944",2011,"Small","Domestic","R&D","ARRA",0.0181178097621766,172
"945",2011,"Small","Domestic","R&D","Disaster",0.00164941563488084,54
"946",2011,"Small","Domestic","R&D","Residual",6.83513138009866,37961
"947",2011,"Small","Iraq","Products","Residual",0.113018120410889,218
"948",2011,"Small","Iraq","Services","Residual",0.136027178943734,318
"949",2011,"Small","Iraq","R&D","Residual",-6.10163469272354e-05,5
"950",2011,"Small","Regional Support","Products","ARRA",0.0001433514897174,1
"951",2011,"Small","Regional Support","Products","Residual",0.00772825240730786,252
"952",2011,"Small","Regional Support","Services","Residual",0.354278429221997,438
"953",2011,"Small","Regional Support","R&D","Residual",0.00017951855313741,5
"954",2011,"Small","Rest of World","Products","ARRA",0.000129274899052471,3
"955",2011,"Small","Rest of World","Products","Disaster",9.07703242099622e-05,5
"956",2011,"Small","Rest of World","Products","Residual",0.523301828722599,4580
"957",2011,"Small","Rest of World","Services","Disaster",0.025727265918345,16
"958",2011,"Small","Rest of World","Services","Residual",0.843011721908461,3822
"959",2011,"Small","Rest of World","R&D","Residual",0.0510970588180019,158
"960",2012,"Big Five","Afghanistan","Products","Disaster",5.38566820594903e-06,1
"961",2012,"Big Five","Afghanistan","Products","OCO",0.668323322958472,4830
"962",2012,"Big Five","Afghanistan","Products","Residual",0.14941777375479,2929
"963",2012,"Big Five","Afghanistan","Services","OCO",1.0512472481335,8384
"964",2012,"Big Five","Afghanistan","Services","Residual",0.677765873121042,2974
"965",2012,"Big Five","Afghanistan","R&D","OCO",0.01208046699568,32
"966",2012,"Big Five","Afghanistan","R&D","Residual",0.745442088853863,150
"967",2012,"Big Five","Domestic","Products","ARRA",0.00832729603994069,19
"968",2012,"Big Five","Domestic","Products","Disaster",4.32313269736006e-06,3
"969",2012,"Big Five","Domestic","Products","OCO",0.240718714169307,30
"970",2012,"Big Five","Domestic","Products","Residual",72.9161289542333,75083
"971",2012,"Big Five","Domestic","Services","ARRA",0.0130598034231313,14
"972",2012,"Big Five","Domestic","Services","Disaster",0.000722348946769185,89
"973",2012,"Big Five","Domestic","Services","OCO",0.0374741738627145,17
"974",2012,"Big Five","Domestic","Services","Residual",26.9205623085229,34092
"975",2012,"Big Five","Domestic","R&D","ARRA",0.0044408273472674,7
"976",2012,"Big Five","Domestic","R&D","Disaster",0,0
"977",2012,"Big Five","Domestic","R&D","OCO",0.00381365995503861,2
"978",2012,"Big Five","Domestic","R&D","Residual",21.1645138080589,9985
"979",2012,"Big Five","Iraq","Products","OCO",-1.72622918004814e-05,2
"980",2012,"Big Five","Iraq","Products","Residual",0.038958085890476,1648
"981",2012,"Big Five","Iraq","Services","OCO",4.54058855560229e-05,4
"982",2012,"Big Five","Iraq","Services","Residual",0.283624429087862,1025
"983",2012,"Big Five","Iraq","R&D","Residual",0.00200226885501141,73
"984",2012,"Big Five","Regional Support","Products","OCO",0.00856810472839636,48
"985",2012,"Big Five","Regional Support","Products","Residual",0.02744045735353,1689
"986",2012,"Big Five","Regional Support","Services","Disaster",4.0636612133455e-06,1
"987",2012,"Big Five","Regional Support","Services","OCO",0.0199251738804168,48
"988",2012,"Big Five","Regional Support","Services","Residual",0.183507153596222,1292
"989",2012,"Big Five","Regional Support","R&D","Residual",0.0630915736016684,70
"990",2012,"Big Five","Rest of World","Products","ARRA",-6.28645630104844e-06,3
"991",2012,"Big Five","Rest of World","Products","Disaster",1.16759827934439e-05,2
"992",2012,"Big Five","Rest of World","Products","OCO",0.00719881766637603,69
"993",2012,"Big Five","Rest of World","Products","Residual",0.551326460870347,28311
"994",2012,"Big Five","Rest of World","Services","ARRA",0.0615109417805586,2
"995",2012,"Big Five","Rest of World","Services","Disaster",0.0001595976089606,3
"996",2012,"Big Five","Rest of World","Services","OCO",0.00512689841444082,111
"997",2012,"Big Five","Rest of World","Services","Residual",1.80673494908645,27186
"998",2012,"Big Five","Rest of World","R&D","ARRA",0,2
"999",2012,"Big Five","Rest of World","R&D","Residual",0.127588850473104,556
"1000",2012,"Large","Afghanistan","Products","OCO",0.00130103496672663,20
"1001",2012,"Large","Afghanistan","Products","Residual",0.225649302687507,73
"1002",2012,"Large","Afghanistan","Services","OCO",2.72733085167676,482961
"1003",2012,"Large","Afghanistan","Services","Residual",5.76155200718687,42399
"1004",2012,"Large","Afghanistan","R&D","Residual",0.0498302282537007,15
"1005",2012,"Large","Domestic","Products","ARRA",0.393336595492522,58
"1006",2012,"Large","Domestic","Products","Disaster",0.00135223904619814,36
"1007",2012,"Large","Domestic","Products","OCO",0.163509503590782,172
"1008",2012,"Large","Domestic","Products","Residual",69.6935549319783,694442
"1009",2012,"Large","Domestic","Services","ARRA",0.0887302661182328,688
"1010",2012,"Large","Domestic","Services","Disaster",0.289450865119487,335
"1011",2012,"Large","Domestic","Services","OCO",0.0896419423276101,81
"1012",2012,"Large","Domestic","Services","Residual",69.6396667083551,9443769
"1013",2012,"Large","Domestic","R&D","ARRA",0.00487989484731517,36
"1014",2012,"Large","Domestic","R&D","Disaster",0.00201884711095547,12
"1015",2012,"Large","Domestic","R&D","OCO",0.0020471089079804,5
"1016",2012,"Large","Domestic","R&D","Residual",20.5821952471277,15837
"1017",2012,"Large","Iraq","Products","Residual",0.0709354913424299,74
"1018",2012,"Large","Iraq","Services","OCO",0.00141568000354459,10
"1019",2012,"Large","Iraq","Services","Residual",0.908064561033689,544
"1020",2012,"Large","Iraq","R&D","Residual",0.00178455106591691,5
"1021",2012,"Large","Regional Support","Products","Residual",2.07089266232143,137
"1022",2012,"Large","Regional Support","Services","Disaster",0,1
"1023",2012,"Large","Regional Support","Services","OCO",0.628495136529103,2120
"1024",2012,"Large","Regional Support","Services","Residual",1.63390882978363,9103
"1025",2012,"Large","Regional Support","R&D","Residual",0.00781228468811475,14
"1026",2012,"Large","Rest of World","Products","ARRA",-0.000302917508435398,5
"1027",2012,"Large","Rest of World","Products","OCO",0.0130401906934041,2
"1028",2012,"Large","Rest of World","Products","Residual",4.03594194021672,4155
"1029",2012,"Large","Rest of World","Services","ARRA",0.00782042817901602,2
"1030",2012,"Large","Rest of World","Services","OCO",0.222561935948268,1248
"1031",2012,"Large","Rest of World","Services","Residual",2.55099355938888,107564
"1032",2012,"Large","Rest of World","R&D","Residual",0.701532512892109,94
"1033",2012,"Medium","Afghanistan","Products","OCO",0.0235099404377108,185
"1034",2012,"Medium","Afghanistan","Products","Residual",1.81372331547589,804
"1035",2012,"Medium","Afghanistan","Services","ARRA",0,1
"1036",2012,"Medium","Afghanistan","Services","OCO",1.75132534653816,622154
"1037",2012,"Medium","Afghanistan","Services","Residual",3.3822877730671,32556
"1038",2012,"Medium","Afghanistan","R&D","OCO",0.0255094362095562,3
"1039",2012,"Medium","Afghanistan","R&D","Residual",0.00240833584726211,27
"1040",2012,"Medium","Domestic","Products","ARRA",0.0062407286843284,289
"1041",2012,"Medium","Domestic","Products","Disaster",0.0041618573583868,82
"1042",2012,"Medium","Domestic","Products","OCO",0.314444692289941,252
"1043",2012,"Medium","Domestic","Products","Residual",31.3914547680341,2481166
"1044",2012,"Medium","Domestic","Services","ARRA",0.240947561013815,1713
"1045",2012,"Medium","Domestic","Services","Disaster",0.0987896728403431,639
"1046",2012,"Medium","Domestic","Services","OCO",0.0940783706888233,109
"1047",2012,"Medium","Domestic","Services","Residual",63.425238381302,519550
"1048",2012,"Medium","Domestic","R&D","ARRA",0.00648554167048264,62
"1049",2012,"Medium","Domestic","R&D","Disaster",0.000161022097033781,14
"1050",2012,"Medium","Domestic","R&D","OCO",0.00170547897727981,10
"1051",2012,"Medium","Domestic","R&D","Residual",12.0582482328291,24277
"1052",2012,"Medium","Iraq","Products","Residual",-0.227443512226744,313
"1053",2012,"Medium","Iraq","Services","OCO",-0.00260359166250304,8
"1054",2012,"Medium","Iraq","Services","Residual",1.00982544484678,667
"1055",2012,"Medium","Iraq","R&D","Residual",0.0522047920782082,34
"1056",2012,"Medium","Regional Support","Products","ARRA",0,1
"1057",2012,"Medium","Regional Support","Products","OCO",0.000548648350508563,7
"1058",2012,"Medium","Regional Support","Products","Residual",0.122935119692639,1123
"1059",2012,"Medium","Regional Support","Services","ARRA",2.52925170421702e-06,1
"1060",2012,"Medium","Regional Support","Services","OCO",0.156557386515945,135
"1061",2012,"Medium","Regional Support","Services","Residual",1.08684032399844,3555
"1062",2012,"Medium","Regional Support","R&D","OCO",0.00306849556378339,39
"1063",2012,"Medium","Regional Support","R&D","Residual",0.0240473157601826,42
"1064",2012,"Medium","Rest of World","Products","ARRA",-0.000306842824814443,26
"1065",2012,"Medium","Rest of World","Products","OCO",0.023390627861335,53
"1066",2012,"Medium","Rest of World","Products","Residual",5.88533543049825,138282
"1067",2012,"Medium","Rest of World","Services","ARRA",0.0127087988323554,16
"1068",2012,"Medium","Rest of World","Services","Disaster",-3.11330203082871e-06,7
"1069",2012,"Medium","Rest of World","Services","OCO",0.181678755730941,3703
"1070",2012,"Medium","Rest of World","Services","Residual",9.13412692290281,232268
"1071",2012,"Medium","Rest of World","R&D","ARRA",-8.66113886895627e-05,2
"1072",2012,"Medium","Rest of World","R&D","Residual",0.241290541190032,642
"1073",2012,"Small","Afghanistan","Products","OCO",0.018796983787438,53
"1074",2012,"Small","Afghanistan","Products","Residual",0.0853501961216885,148
"1075",2012,"Small","Afghanistan","Services","OCO",0.79482193901984,99341
"1076",2012,"Small","Afghanistan","Services","Residual",0.338414550867914,816
"1077",2012,"Small","Afghanistan","R&D","OCO",0.134399757784447,4
"1078",2012,"Small","Afghanistan","R&D","Residual",0.0851596863193099,26
"1079",2012,"Small","Domestic","Products","ARRA",0.0164554631654689,613
"1080",2012,"Small","Domestic","Products","Disaster",0.00228925162728486,285
"1081",2012,"Small","Domestic","Products","OCO",0.267288870377032,552
"1082",2012,"Small","Domestic","Products","Residual",28.368400982012,1730640
"1083",2012,"Small","Domestic","Services","ARRA",0.0836156930529196,2384
"1084",2012,"Small","Domestic","Services","Disaster",0.0584400295662027,982
"1085",2012,"Small","Domestic","Services","OCO",0.0116909391458668,164
"1086",2012,"Small","Domestic","Services","Residual",58.9032166585255,576031
"1087",2012,"Small","Domestic","R&D","ARRA",-0.00160674019264319,54
"1088",2012,"Small","Domestic","R&D","Disaster",0.000257122905472838,23
"1089",2012,"Small","Domestic","R&D","OCO",0.149764661731816,40
"1090",2012,"Small","Domestic","R&D","Residual",6.20876969686539,28946
"1091",2012,"Small","Iraq","Products","Residual",0.0336693743571849,120
"1092",2012,"Small","Iraq","Services","Residual",0.0998233377409579,159
"1093",2012,"Small","Regional Support","Products","OCO",0.00155220644012198,22
"1094",2012,"Small","Regional Support","Products","Residual",0.00723049027631265,184
"1095",2012,"Small","Regional Support","Services","OCO",0.0100549573875139,24
"1096",2012,"Small","Regional Support","Services","Residual",0.071083888234578,262
"1097",2012,"Small","Regional Support","R&D","Residual",-7.96640950502432e-07,1
"1098",2012,"Small","Rest of World","Products","ARRA",9.48387398148268e-05,3
"1099",2012,"Small","Rest of World","Products","OCO",0.0226541286218086,15
"1100",2012,"Small","Rest of World","Products","Residual",1.53322515261751,5079
"1101",2012,"Small","Rest of World","Services","ARRA",1.04272375720214e-05,1
"1102",2012,"Small","Rest of World","Services","Disaster",0.00275147688707956,2
"1103",2012,"Small","Rest of World","Services","OCO",0.00684239989982011,390
"1104",2012,"Small","Rest of World","Services","Residual",0.872453789740028,7574
"1105",2012,"Small","Rest of World","R&D","Residual",0.0155923602503014,73
"1106",2013,"Big Five","Afghanistan","Products","OCO",0.494742260772213,2747
"1107",2013,"Big Five","Afghanistan","Products","Residual",0.00988866710926621,538
"1108",2013,"Big Five","Afghanistan","Services","OCO",0.529600837951345,7443
"1109",2013,"Big Five","Afghanistan","Services","Residual",0.713266509402357,888
"1110",2013,"Big Five","Afghanistan","R&D","OCO",0.000302235284417689,7
"1111",2013,"Big Five","Afghanistan","R&D","Residual",0.217130975493708,89
"1112",2013,"Big Five","Domestic","Products","ARRA",0.0119424001296864,15
"1113",2013,"Big Five","Domestic","Products","Disaster",0.00420320777931695,389
"1114",2013,"Big Five","Domestic","Products","OCO",0.145176943344573,NA
"1115",2013,"Big Five","Domestic","Products","Residual",69.1328154370047,NA
"1116",2013,"Big Five","Domestic","Services","ARRA",0.0334503516003553,31
"1117",2013,"Big Five","Domestic","Services","Disaster",0.00738569787030234,85
"1118",2013,"Big Five","Domestic","Services","OCO",0.0396612508501088,NA
"1119",2013,"Big Five","Domestic","Services","Residual",22.864118976364,NA
"1120",2013,"Big Five","Domestic","R&D","ARRA",0.00106678382664508,NA
"1121",2013,"Big Five","Domestic","R&D","Disaster",0,1
"1122",2013,"Big Five","Domestic","R&D","OCO",0.0250653953857176,5
"1123",2013,"Big Five","Domestic","R&D","Residual",18.2859016829072,NA
"1124",2013,"Big Five","Iraq","Products","OCO",0,2
"1125",2013,"Big Five","Iraq","Products","Residual",0.00642105735228261,421
"1126",2013,"Big Five","Iraq","Services","OCO",-0.000300039522884218,1
"1127",2013,"Big Five","Iraq","Services","Residual",0.163555243923376,659
"1128",2013,"Big Five","Iraq","R&D","Residual",2.12404780122838e-05,7
"1129",2013,"Big Five","Regional Support","Products","OCO",0.00127066678976819,8
"1130",2013,"Big Five","Regional Support","Products","Residual",0.0368929317343194,1530
"1131",2013,"Big Five","Regional Support","Services","OCO",0.000902204325970929,24
"1132",2013,"Big Five","Regional Support","Services","Residual",0.219343338575564,1628
"1133",2013,"Big Five","Regional Support","R&D","Residual",0.0331055720416185,68
"1134",2013,"Big Five","Rest of World","Products","Disaster",0.00173601984033061,7
"1135",2013,"Big Five","Rest of World","Products","OCO",0.00140649546195766,59
"1136",2013,"Big Five","Rest of World","Products","Residual",0.665555056516868,26102
"1137",2013,"Big Five","Rest of World","Services","ARRA",0.00413400021440118,26
"1138",2013,"Big Five","Rest of World","Services","Disaster",4.4370871257633e-05,12
"1139",2013,"Big Five","Rest of World","Services","OCO",0.00107502789535222,112
"1140",2013,"Big Five","Rest of World","Services","Residual",1.57793973759952,31391
"1141",2013,"Big Five","Rest of World","R&D","ARRA",0,1
"1142",2013,"Big Five","Rest of World","R&D","Residual",0.103649333457824,378
"1143",2013,"Large","Afghanistan","Products","OCO",0.00188492648838636,35
"1144",2013,"Large","Afghanistan","Products","Residual",0.116559519569435,45
"1145",2013,"Large","Afghanistan","Services","Disaster",4.24197579460168e-05,1
"1146",2013,"Large","Afghanistan","Services","OCO",0.681968617619144,206462
"1147",2013,"Large","Afghanistan","Services","Residual",6.73870382364648,36789
"1148",2013,"Large","Afghanistan","R&D","Residual",0.203627283448417,53
"1149",2013,"Large","Domestic","Products","ARRA",0.0282480136674309,NA
"1150",2013,"Large","Domestic","Products","Disaster",0.0214506548879873,145
"1151",2013,"Large","Domestic","Products","OCO",0.106198876225427,NA
"1152",2013,"Large","Domestic","Products","Residual",52.6242837790123,NA
"1153",2013,"Large","Domestic","Services","ARRA",0.071898212142495,NA
"1154",2013,"Large","Domestic","Services","Disaster",0.555496742662796,669
"1155",2013,"Large","Domestic","Services","OCO",0.20835112517371,NA
"1156",2013,"Large","Domestic","Services","Residual",63.2742193514023,NA
"1157",2013,"Large","Domestic","R&D","ARRA",-0.000302781991369667,31
"1158",2013,"Large","Domestic","R&D","Disaster",0.00112397074475773,12
"1159",2013,"Large","Domestic","R&D","OCO",0.00589759584099752,3
"1160",2013,"Large","Domestic","R&D","Residual",18.4851380522435,NA
"1161",2013,"Large","Iraq","Products","Residual",0.0442256388306448,41
"1162",2013,"Large","Iraq","Services","OCO",-0.00663546817577849,17
"1163",2013,"Large","Iraq","Services","Residual",0.488382403474605,324
"1164",2013,"Large","Iraq","R&D","Residual",-3.76391752478429e-05,5
"1165",2013,"Large","Regional Support","Products","OCO",0.00125192166186497,2
"1166",2013,"Large","Regional Support","Products","Residual",2.45560304584545,122
"1167",2013,"Large","Regional Support","Services","OCO",0.304068415645723,179
"1168",2013,"Large","Regional Support","Services","Residual",2.21815781182686,209684
"1169",2013,"Large","Regional Support","R&D","Residual",-0.00683490488132713,12
"1170",2013,"Large","Rest of World","Products","ARRA",0.0202137705800256,3
"1171",2013,"Large","Rest of World","Products","Disaster",1.36280484038143e-05,1
"1172",2013,"Large","Rest of World","Products","OCO",0.0292954680614103,12
"1173",2013,"Large","Rest of World","Products","Residual",4.71385196390851,3481
"1174",2013,"Large","Rest of World","Services","ARRA",-9.97149923349252e-05,2
"1175",2013,"Large","Rest of World","Services","Disaster",0.0143540309379362,4
"1176",2013,"Large","Rest of World","Services","OCO",0.0498830657250937,52
"1177",2013,"Large","Rest of World","Services","Residual",2.66403997002542,405063
"1178",2013,"Large","Rest of World","R&D","Residual",0.562099044825001,93
"1179",2013,"Medium","Afghanistan","Products","Disaster",3.08769316603301e-05,1
"1180",2013,"Medium","Afghanistan","Products","OCO",0.0151120041655204,428
"1181",2013,"Medium","Afghanistan","Products","Residual",1.66174592689941,520
"1182",2013,"Medium","Afghanistan","Services","ARRA",1.74969279408537e-05,3
"1183",2013,"Medium","Afghanistan","Services","Disaster",-1.02923105534434e-05,1
"1184",2013,"Medium","Afghanistan","Services","OCO",1.58041168694663,62802
"1185",2013,"Medium","Afghanistan","Services","Residual",2.11620906000357,9655
"1186",2013,"Medium","Afghanistan","R&D","OCO",0.0313920293827517,9
"1187",2013,"Medium","Afghanistan","R&D","Residual",0.0466633238305528,12
"1188",2013,"Medium","Domestic","Products","ARRA",0.00648230814804804,NA
"1189",2013,"Medium","Domestic","Products","Disaster",0.22741010826675,375
"1190",2013,"Medium","Domestic","Products","OCO",0.208609908782833,NA
"1191",2013,"Medium","Domestic","Products","Residual",24.1498352576853,NA
