,SourceFiscalYear,AccountDSI,AccountTitle,Organization,BudgetActivity,BudgetActivityTitle,BudgetSubActivity,BudgetSubActivityTitle,Classified,FiscalYear,OriginType,ActualTotal,EnactedTotal,PBtotal,PBtype
367,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,145,Separation Travel ,U,2010,Total,NA,63205,63205,NA
368,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,150,Travel Of Organized Units ,U,2010,Total,NA,1829,1829,NA
369,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,155,Non-Temporary Storage ,U,2010,Total,NA,6297,6297,NA
370,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,160,Temporary Lodging Expense ,U,2010,Total,NA,13477,13477,NA
371,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,165,Other ,U,2010,Total,NA,2654,2654,NA
372,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,170,Apprehension Of Military Deserters ,U,2010,Total,NA,1786,1786,NA
373,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,175,Interest On Uniformed Services Savings ,U,2010,Total,NA,18,18,NA
374,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,180,Death Gratuities ,U,2010,Total,NA,42300,42300,NA
375,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,185,Unemployment Benefits ,U,2010,Total,NA,104741,104741,NA
376,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,195,Education Benefits ,U,2010,Total,NA,3754,3754,NA
377,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,200,Adoption Expenses ,U,2010,Total,NA,154,154,NA
378,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,210,Transportation Subsidy ,U,2010,Total,NA,2285,2285,NA
379,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,215,Partial Dislocation Allowance ,U,2010,Total,NA,275,275,NA
380,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,216,SGLI Extra Hazard Payments,U,2010,Total,NA,44924,44924,NA
381,2011,1105N,"Military Personnel, Marine Corps",NAVY,6,Other Military Personnel Costs,218,Junior R.O.T.C,U,2010,Total,NA,5414,5414,NA
382,2011,1105N,"Military Personnel, Marine Corps",,,Less Reimbursables,,Less Reimbursables,U,2010,Total,NA,-20161,-20161,NA
383,2011,1001N,"MEDICARE - Retiree Health Care Contribution ,MC",NAVY,1,Pay And Allowances Of Officers,300,Marine Corps,U,2010,Total,NA,118171,118171,NA
384,2011,1001N,"MEDICARE - Retiree Health Care Contribution ,MC",NAVY,2,Pay And Allowances Of Enlisted,300,Marine Corps,U,2010,Total,NA,1017975,1017975,NA
385,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2010,Total,NA,623296,623296,NA
386,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,20,Pay Group B Training  (Backfill For Active Duty),U,2010,Total,NA,8727,8727,NA
387,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2010,Total,NA,41670,41670,NA
388,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,60,Mobilization Training,U,2010,Total,NA,8327,8327,NA
389,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,70,School Training,U,2010,Total,NA,48782,48782,NA
390,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,80,Special Training,U,2010,Total,NA,110356,110356,NA
391,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,90,Administration And Support,U,2010,Total,NA,1052699,1052699,NA
392,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,100,Education Benefits,U,2010,Total,NA,6390,6390,NA
393,2011,1405N,"Reserve Personnel, Navy",NAVY,1,Unit And Individual Training,120,Health Profession Scholarship,U,2010,Total,NA,48731,48731,NA
394,2011,1002N,"MEDICARE - Retiree Health Care Contribution , N RES",NAVY,1,Unit & Individual Training,300,"Reserve Personnel, Navy",U,2010,Total,NA,234278,234278,NA
395,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2010,Total,NA,180222,180222,NA
396,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,20,Pay Group B Training  (Backfill For Act Duty),U,2010,Total,NA,33570,33570,NA
397,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,30,Pay Group F Training  (Recruits),U,2010,Total,NA,115618,115618,NA
398,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,60,Mobilization Training,U,2010,Total,NA,3672,3672,NA
399,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,70,School Training,U,2010,Total,NA,22330,22330,NA
400,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,80,Special Training,U,2010,Total,NA,53759,53759,NA
401,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,90,Administration And Support,U,2010,Total,NA,204888,204888,NA
402,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,95,Platoon Leader Class,U,2010,Total,NA,11992,11992,NA
403,2011,1108N,"Reserve Personnel, Marine Corps",NAVY,1,Unit & Individual Training,100,Education Benefits,U,2010,Total,NA,20044,20044,NA
404,2011,1003N,"MEDICARE - Retiree Health Care Contribution , MC RES",NAVY,1,Unit & Individual Training,300,"Reserve Personnel, Marine Corps",U,2010,Total,NA,128897,128897,NA
405,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,5,Basic Pay ,U,2010,Total,NA,4866158,4866158,NA
406,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,10,Retired Pay Accrual ,U,2010,Total,NA,1546248,1546248,NA
407,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,25,Basic Allowance For Housing ,U,2010,Total,NA,1324391,1324391,NA
408,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,30,Basic Allowance For Subsistence ,U,2010,Total,NA,187841,187841,NA
409,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,35,Incentive Pays     ,U,2010,Total,NA,253729,253729,NA
410,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,40,Special Pays       ,U,2010,Total,NA,318690,318690,NA
411,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,45,Allowances          ,U,2010,Total,NA,132702,132702,NA
412,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,50,Separation Pay      ,U,2010,Total,NA,65103,65103,NA
413,2011,3500F,"Military Personnel, Air Force",AF,1,Pay And Allowances Of Officers,55,Social Security Tax  ,U,2010,Total,NA,369889,369889,NA
414,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,60,Basic Pay ,U,2010,Total,NA,8859244,8859244,NA
415,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,65,Retired Pay Accrual ,U,2010,Total,NA,2810872,2810872,NA
416,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,80,Basic Allowance For Housing ,U,2010,Total,NA,3029635,3029635,NA
417,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,85,Incentive Pays     ,U,2010,Total,NA,36875,36875,NA
418,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,90,Special Pays       ,U,2010,Total,NA,438333,438333,NA
419,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,95,Allowances         ,U,2010,Total,NA,583647,583647,NA
420,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,100,Separation Pay     ,U,2010,Total,NA,123474,123474,NA
421,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,105,Social Security Tax   ,U,2010,Total,NA,677733,677733,NA
422,2011,3500F,"Military Personnel, Air Force",AF,3,Pay And Allowances Of Cadets/Midshipmen,110,Academy Cadets ,U,2010,Total,NA,73661,73661,NA
423,2011,3500F,"Military Personnel, Air Force",AF,4,Subsistence Of Enlisted Personnel,115,Basic Allowance For Subsistence ,U,2010,Total,NA,894139,894139,NA
424,2011,3500F,"Military Personnel, Air Force",AF,4,Subsistence Of Enlisted Personnel,120,Subsistence-In-Kind ,U,2010,Total,NA,240657,240657,NA
425,2011,3500F,"Military Personnel, Air Force",AF,4,Subsistence Of Enlisted Personnel,121,Family Subsistence Supplemental Allowance ,U,2010,Total,NA,34,34,NA
426,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,125,Accession Travel ,U,2010,Total,NA,85833,85833,NA
427,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,130,Training Travel ,U,2010,Total,NA,71643,71643,NA
428,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,135,Operational Travel  ,U,2010,Total,NA,292879,292879,NA
429,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,140,Rotational Travel  ,U,2010,Total,NA,510329,510329,NA
430,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,145,Separation Travel ,U,2010,Total,NA,178416,178416,NA
431,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,150,Travel Of Organized Units ,U,2010,Total,NA,23286,23286,NA
432,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,155,Non-Temporary Storage ,U,2010,Total,NA,40921,40921,NA
433,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,160,Temporary Lodging Expense ,U,2010,Total,NA,28691,28691,NA
434,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,170,Apprehension Of Military Deserters ,U,2010,Total,NA,130,130,NA
435,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,175,Interest On Uniformed Services Savings ,U,2010,Total,NA,2155,2155,NA
436,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,180,Death Gratuities ,U,2010,Total,NA,21900,21900,NA
437,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,185,Unemployment Benefits ,U,2010,Total,NA,69968,69968,NA
438,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,190,Survivor Benefits ,U,2010,Total,NA,1693,1693,NA
439,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,195,Education Benefits ,U,2010,Total,NA,477,477,NA
440,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,200,Adoption Expenses ,U,2010,Total,NA,372,372,NA
441,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,210,Transportation Subsidy ,U,2010,Total,NA,8179,8179,NA
442,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,215,Partial Dislocation Allowance ,U,2010,Total,NA,1556,1556,NA
443,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,216,SGLI Extra Hazard Payments,U,2010,Total,NA,67057,67057,NA
444,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,217,Reserve Officers Training Corps (ROTC),U,2010,Total,NA,44973,44973,NA
445,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,218,Junior ROTC,U,2010,Total,NA,15920,15920,NA
446,2011,3500F,"Military Personnel, Air Force",,,Less Reimbursables,,Less Reimbursables,U,2010,Total,NA,-363853,-363853,NA
447,2011,1007F,"MEDICARE - Retiree Health Care Contribution , AF",AF,1,Pay And Allowances Of Officers,300,Air Force,U,2010,Total,NA,364834,364834,NA
448,2011,1007F,"MEDICARE - Retiree Health Care Contribution , AF",AF,2,Pay And Allowances Of Enlisted,300,Air Force,U,2010,Total,NA,1471377,1471377,NA
449,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2010,Total,NA,642374,642374,NA
450,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,20,Pay Group B Training  (Backfill For Act Duty),U,2010,Total,NA,97968,97968,NA
451,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2010,Total,NA,43934,43934,NA
452,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,40,Pay Group P Training  (Pipeline Recruits),U,2010,Total,NA,47,47,NA
453,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,60,Mobilization Training,U,2010,Total,NA,265,265,NA
454,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,70,School Training,U,2010,Total,NA,154608,154608,NA
455,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,80,Special Training,U,2010,Total,NA,247972,247972,NA
456,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,90,Administration And Support,U,2010,Total,NA,351621,351621,NA
457,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,100,Education Benefits,U,2010,Total,NA,18692,18692,NA
458,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,120,Health Profession Scholarship,U,2010,Total,NA,48839,48839,NA
459,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,130,Other Programs (Admin & Support),U,2010,Total,NA,4206,4206,NA
460,2011,1008F,"MEDICARE - Retiree Health Care Contribution , AF RES",AF,1,Unit & Individual Training,300,"Reserve Personnel, Air Force",U,2010,Total,NA,225191,225191,NA
461,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2010,Total,NA,895598,895598,NA
462,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2010,Total,NA,76768,76768,NA
463,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,40,Pay Group P Training  (Pipeline Recruits),U,2010,Total,NA,4129,4129,NA
464,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,70,School Training,U,2010,Total,NA,199699,199699,NA
465,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,80,Special Training,U,2010,Total,NA,127292,127292,NA
466,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,90,Administration And Support,U,2010,Total,NA,1606637,1606637,NA
467,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,100,Education Benefits,U,2010,Total,NA,39124,39124,NA
468,2011,1009F,"MEDICARE - Retiree Health Care Contribution , AF GUARD",AF,1,Unit & Individual Training,300,"National Guard Personnel, Air Force",U,2010,Total,NA,374928,374928,NA
469,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,5,Basic Pay,U,2011,Base,NA,NA,NA,6392861
470,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,10,Retired Pay Accrual,U,2011,Base,NA,NA,NA,2088308
471,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,25,Basic Allowance For Housing,U,2011,Base,NA,NA,NA,1854718
472,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,30,Basic Allowance For Subsistence,U,2011,Base,NA,NA,NA,255925
473,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,35,Incentive Pays     ,U,2011,Base,NA,NA,NA,97698
474,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,40,Special Pays       ,U,2011,Base,NA,NA,NA,300939
475,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,45,Allowances          ,U,2011,Base,NA,NA,NA,198601
476,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,50,Separation Pay      ,U,2011,Base,NA,NA,NA,61798
477,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,55,Social Security Tax  ,U,2011,Base,NA,NA,NA,487469
478,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,60,Basic Pay ,U,2011,Base,NA,NA,NA,13682488
479,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,65,Retired Pay Accrual ,U,2011,Base,NA,NA,NA,4470859
480,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,80,Basic Allowance For Housing ,U,2011,Base,NA,NA,NA,4395850
481,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,85,Incentive Pays     ,U,2011,Base,NA,NA,NA,102851
482,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,90,Special Pays       ,U,2011,Base,NA,NA,NA,1269047
483,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,95,Allowances         ,U,2011,Base,NA,NA,NA,806471
484,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,100,Separation Pay     ,U,2011,Base,NA,NA,NA,255127
485,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,105,Social Security Tax   ,U,2011,Base,NA,NA,NA,1046710
486,2011,2010A,"Military Personnel, Army",ARMY,3,Pay And Allowances Of Cadets/Midshipmen,110,Academy Cadets ,U,2011,Base,NA,NA,NA,74773
487,2011,2010A,"Military Personnel, Army",ARMY,4,Subsistence Of Enlisted Personnel,115,Basic Allowance For Subsistence ,U,2011,Base,NA,NA,NA,1313309
488,2011,2010A,"Military Personnel, Army",ARMY,4,Subsistence Of Enlisted Personnel,120,Subsistence-In-Kind ,U,2011,Base,NA,NA,NA,817691
489,2011,2010A,"Military Personnel, Army",ARMY,4,Subsistence Of Enlisted Personnel,121,Family Subsistence Supplemental Allowance ,U,2011,Base,NA,NA,NA,748
490,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,125,Accession Travel ,U,2011,Base,NA,NA,NA,202699
491,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,130,Training Travel ,U,2011,Base,NA,NA,NA,142749
492,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,135,Operational Travel  ,U,2011,Base,NA,NA,NA,494937
493,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,140,Rotational Travel  ,U,2011,Base,NA,NA,NA,674831
494,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,145,Separation Travel ,U,2011,Base,NA,NA,NA,198439
495,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,150,Travel Of Organized Units ,U,2011,Base,NA,NA,NA,12137
496,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,155,Non-Temporary Storage ,U,2011,Base,NA,NA,NA,12639
497,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,160,Temporary Lodging Expense ,U,2011,Base,NA,NA,NA,38931
498,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,170,Apprehension Of Military Deserters ,U,2011,Base,NA,NA,NA,2233
499,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,175,Interest On Uniformed Services Savings ,U,2011,Base,NA,NA,NA,648
500,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,180,Death Gratuities ,U,2011,Base,NA,NA,NA,45500
501,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,185,Unemployment Benefits ,U,2011,Base,NA,NA,NA,188778
502,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,195,Education Benefits ,U,2011,Base,NA,NA,NA,30879
503,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,200,Adoption Expenses ,U,2011,Base,NA,NA,NA,610
504,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,210,Transportation Subsidy ,U,2011,Base,NA,NA,NA,8007
505,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,212,Reserve Income Replacement Program,U,2011,Base,NA,NA,NA,0
506,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,215,Partial Dislocation Allowance ,U,2011,Base,NA,NA,NA,338
507,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,216,SGLI Extra Hazard Payments,U,2011,Base,NA,NA,NA,0
508,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,217,Reserve Officers Training Corps (ROTC),U,2011,Base,NA,NA,NA,138731
509,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,218,Junior ROTC,U,2011,Base,NA,NA,NA,50201
510,2011,2010A,"Military Personnel, Army",,,Less Reimbursables,,Less Reimbursables,U,2011,Base,NA,NA,NA,-245251
511,2011,1004A,"MEDICARE - Retiree Health Care Contribution , A",ARMY,1,Pay And Allowances Of Officers,300,"Military Personnel, Army",U,2011,Base,NA,NA,NA,526778
512,2011,1004A,"MEDICARE - Retiree Health Care Contribution , A",ARMY,2,Pay And Allowances Of Enlisted,300,"Military Personnel, Army",U,2011,Base,NA,NA,NA,2552147
513,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2011,Base,NA,NA,NA,1249133
514,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,20,Pay Group B Training  (Backfill For Act Duty),U,2011,Base,NA,NA,NA,44460
515,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2011,Base,NA,NA,NA,268215
516,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,40,Pay Group P Training  (Pipeline Recruits),U,2011,Base,NA,NA,NA,8830
517,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,60,Mobilization Training,U,2011,Base,NA,NA,NA,21460
518,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,70,School Training,U,2011,Base,NA,NA,NA,177121
519,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,80,Special Training,U,2011,Base,NA,NA,NA,293439
520,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,90,Administration And Support,U,2011,Base,NA,NA,NA,2129646
521,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,100,Education Benefits,U,2011,Base,NA,NA,NA,57633
522,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,120,Health Profession Scholarship,U,2011,Base,NA,NA,NA,66940
523,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,130,Other Programs,U,2011,Base,NA,NA,NA,80288
524,2011,1005A,"MEDICARE - Retiree Health Care Contribution , A RES",ARMY,1,Unit & Individual Training,300,"Reserve Personnel, Army",U,2011,Base,NA,NA,NA,715630
525,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2011,Base,NA,NA,NA,2010867
526,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2011,Base,NA,NA,NA,510859
527,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,40,Pay Group P Training  (Pipeline Recruits),U,2011,Base,NA,NA,NA,71222
528,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,70,School Training,U,2011,Base,NA,NA,NA,577600
529,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,80,Special Training,U,2011,Base,NA,NA,NA,534954
530,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,90,Administration And Support,U,2011,Base,NA,NA,NA,3788954
531,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,100,Education Benefits,U,2011,Base,NA,NA,NA,129840
532,2011,1006A,"MEDICARE - Retiree Health Care Contribution , A GUARD",ARMY,1,Unit & Individual Training,300,"National Guard Personnel, Army",U,2011,Base,NA,NA,NA,1262143
533,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,5,Basic Pay ,U,2011,Base,NA,NA,NA,3680703
534,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,10,Retired Pay Accrual ,U,2011,Base,NA,NA,NA,1202462
535,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,25,Basic Allowance For Housing,U,2011,Base,NA,NA,NA,1263675
536,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,30,Basic Allowance For Subsistence ,U,2011,Base,NA,NA,NA,143344
537,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,35,Incentive Pays     ,U,2011,Base,NA,NA,NA,155148
538,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,40,Special Pays       ,U,2011,Base,NA,NA,NA,355821
539,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,45,Allowances          ,U,2011,Base,NA,NA,NA,104291
540,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,50,Separation Pay      ,U,2011,Base,NA,NA,NA,25353
541,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,55,Social Security Tax  ,U,2011,Base,NA,NA,NA,278666
542,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,60,Basic Pay ,U,2011,Base,NA,NA,NA,8257803
543,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,65,Retired Pay Accrual ,U,2011,Base,NA,NA,NA,2700204
544,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,80,Basic Allowance For Housing ,U,2011,Base,NA,NA,NA,3682915
545,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,85,Incentive Pays     ,U,2011,Base,NA,NA,NA,100499
546,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,90,Special Pays       ,U,2011,Base,NA,NA,NA,839787
547,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,95,Allowances         ,U,2011,Base,NA,NA,NA,498621
548,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,100,Separation Pay     ,U,2011,Base,NA,NA,NA,127343
549,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,105,Social Security Tax   ,U,2011,Base,NA,NA,NA,631722
550,2011,1453N,"Military Personnel, Navy",NAVY,3,Pay And Allowances Of Cadets/Midshipmen,110,Midshipmen ,U,2011,Base,NA,NA,NA,74950
551,2011,1453N,"Military Personnel, Navy",NAVY,4,Subsistence Of Enlisted Personnel,115,Basic Allowance For Subsistence ,U,2011,Base,NA,NA,NA,685085
