fiscal_year,ContractingCustomer,ContractingSubCustomer,MajorCommandID,ContractingOfficeID,ContractingOfficeName,IsOCOcrisisFunding,obligatedAmount,numberOfActions
2014,Defense,DLA,ORG-2781,SPM8E5,DLA TROOP SUPPORT,NULL,992998.6400,55
2014,Defense,DLA,ORG-2781,SPM8E6,DLA TROOP SUPPORT,NULL,1143710.7500,7
2014,Defense,DLA,ORG-2781,SPM8E8,DLA TROOP SUPPORT,NULL,1047682.0200,42
2014,Defense,DLA,ORG-2781,SPM8EF,DLA TROOP SUPPORT,NULL,634642.2500,41
2014,Defense,DLA,ORG-2783,SP0750,DLA LAND AND MARITIME,NULL,169419.0700,13
2014,Defense,DLA,ORG-2783,SPM700,DLA LAND AND MARITIME,NULL,2714179.6900,333
2014,Defense,DLA,ORG-2783,SPM7L1,DLA LAND AND MARITIME,NULL,44034989.0200,3056
2014,Defense,DLA,ORG-2783,SPM7L6,DLA LAND AND MARITIME,NULL,1799027.1400,85
2014,Defense,DLA,ORG-2783,SPM7LX,DLA LAND AND MARITIME,NULL,66396753.1600,3166
2014,Defense,DLA,ORG-2784,SPE7M3,DLA LAND AND MARITIME,NULL,139691659.9500,8313
2014,Defense,DLA,ORG-2784,SPE7M9,DLA LAND AND MARITIME,NULL,60058674.2400,4116
2014,Defense,DLA,ORG-2784,SPE7MC,DLA LAND AND MARITIME,NULL,248162130.5500,11263
2014,Defense,DLA,ORG-2784,SPM7M0,DLA LAND AND MARITIME,NULL,221933.1900,18
2014,Defense,DLA,ORG-2784,SPRMM1,SPRMM1 DLA MECHANICSBURG,NULL,344616786.3200,6041
2014,Defense,DLA,ORG-2785,SPM2D1,DLA TROOP SUPPORT,NULL,56722112.0500,1438
2014,Defense,DLA,ORG-2785,SPM2DX,DLA TROOP SUPPORT,NULL,1786817025.5500,20959
2014,Defense,DLA,ORG-2786,SPE302,DLA TROOP SUPPORT PACIFIC,NULL,1033332.3400,50
2014,Defense,DLA,ORG-2787,SP0400,DLA AVIATION,NULL,5832.0700,4
2014,Defense,DLA,ORG-2787,SPE4A1,DLA AVIATION,NULL,56158526.8500,665
2014,Defense,DLA,ORG-2787,SPE4A6,DLA AVIATION,NULL,529929276.2900,26421
2014,Defense,DLA,ORG-2787,SPE4A7,DLA AVIATION,NULL,674020649.5100,21306
2014,Defense,DLA,ORG-2787,SPE4AC,DLA AVIATION,NULL,599485.3000,43
2014,Defense,DLA,ORG-2787,SPE4AX,DLA AVIATION,NULL,10528153.5000,186
2014,Defense,DLA,ORG-2787,SPEFA3,"DLA AVIATION AT JACKSONVILLE, FL",NULL,1897885.8300,234
2014,Defense,DLA,ORG-2787,SPM400,DLA AVIATION,NULL,8175527.6400,544
2014,Defense,DLA,ORG-2787,SPM4A6,DLA AVIATION,1,-3519.4500,1
2014,Defense,DLA,ORG-2787,SPM4A7,DLA AVIATION,NULL,-818782.4300,260
2014,Defense,DLA,ORG-2787,SPM4AL,DLA AVIATION,NULL,5500.0000,1
2014,Defense,DLA,ORG-2787,SPRPA1,"DLA AVIATION AT PHILADELPHIA, PA",NULL,930964246.7700,3312
2014,Defense,DLA,ORG-2791,SP4703,DLA CONTRACTING SERVICES OFFICE,0,461101.5800,6
2014,Defense,MDA,NULL,NULL,NULL,1,-109367.0400,2
2014,Defense,Navy,ORG-2936,N00019,NAVAL AIR SYSTEMS COMMAND,1,86125719.1500,24
2014,Defense,Navy,ORG-2936,N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,NULL,644575537.9200,3574
2014,Defense,Navy,ORG-2936,N68936,NAVAL AIR WARFARE CENTER,NULL,584362299.2800,3862
2014,Defense,Navy,ORG-2937,N00104,NAVSUP WEAPON SYSTEMS SUPPORT MECH,1,204211.8400,11
2014,Defense,Navy,ORG-2937,N00124,NAVAL WAR COLLEGE,0,68969.3000,4
2014,Defense,Navy,ORG-2937,N00189,NAVSUP FLT LOG CTR NORFOLK,0,36192656.8800,168
2014,Defense,Navy,ORG-2937,N00244,NAVSUP FLT LOG CTR  SAN DIEGO,0,3543245.6100,18
2014,Defense,Navy,ORG-2937,N00383,NAVSUP WEAPON SYSTEMS SUPPORT,NULL,1992520225.0400,7086
2014,Defense,Navy,ORG-2937,N00621,NAVOPSPTCEN WHDBY ISLAND,NULL,321734.0400,7
2014,Defense,Navy,ORG-2937,N00950,NAV COMPUTER AND TELECOMMUNICATIONS,NULL,694008.6600,52
2016,Other Agencies,Agriculture,NULL,NULL,NULL,1,5086139.5540,29
2016,Other Agencies,All other Customers,NULL,NULL,NULL,1,-561526.6875,6
2016,Other Agencies,Archives,NULL,NULL,NULL,NULL,159259103.3394,1169
2016,Other Agencies,BROADCASTING BOARD OF GOVERNORS,NULL,NULL,NULL,NULL,151917102.7727,7516
2016,Other Agencies,Commerce,NULL,NULL,NULL,NULL,3079474198.8166,26662
2016,Other Agencies,Comptroller,NULL,NULL,NULL,NULL,50979607.7410,608
2016,Other Agencies,FEDERAL HOUSING FINANCE AGENCY,NULL,NULL,NULL,NULL,950933.3751,3
2016,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,NULL,NULL,NULL,NULL,161853.4580,6
2016,Other Agencies,Justice,NULL,NULL,NULL,0,876704.4610,4
2016,Other Agencies,Labor,NULL,NULL,NULL,NULL,2111742763.8222,8653
2016,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,NULL,NULL,NULL,NULL,775935.1289,62
2016,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,NULL,NULL,NULL,NULL,2698904.0000,72
2016,Other Agencies,Transportation,NULL,NULL,NULL,1,1301870.2796,24
2016,Other Agencies,Treasury,NULL,NULL,NULL,NULL,6058896550.7986,20879
2016,State and IAP,MILLENNIUM CHALLENGE CORPORATION,NULL,NULL,NULL,NULL,99945823.5792,710
2016,State and IAP,PEACE CORPS,NULL,NULL,NULL,NULL,57613784.6619,691
2016,State and IAP,State,NULL,NULL,NULL,0,47288.9600,2
2014,Defense,Navy,ORG-2937,N09520,STRIKE FIGHTER WING US PAC FLEET,NULL,189194.1800,12
2014,Defense,Navy,ORG-2937,N09526,CARRIER AIRBORNE EARLY WARNING,NULL,5856.5000,1
2014,Defense,Navy,ORG-2937,N32398,NAVAL MEDICAL RESEARCH CENTER,NULL,8602839.4300,418
2014,Defense,Navy,ORG-2937,N32416,NAVAL STATION BREMERTON,NULL,39952.0700,4
2014,Defense,Navy,ORG-2937,N3582A,NROTCU EMBRY RIDDLE AERONAUTICAL UN,NULL,4610004.2800,8
2014,Defense,Navy,ORG-2937,N3596A,CENTER FOR SURFACE COMBAT SYSTEMS,NULL,44299.0000,9
2014,Defense,Navy,ORG-2937,N40345,NAVSUP FLT LOG CTR SINGAPORE OFFICE,0,-97567.4000,3
2014,Defense,Navy,ORG-2937,N57100,NAVAL SPECIAL WARFARE GROUP 1,NULL,89224.8400,6
2014,Defense,Navy,ORG-2937,N61929,NAVOPSPTCEN ORLANDO,NULL,112248.0000,25
2014,Defense,Navy,ORG-2937,N61963,NAVOPSPTCEN AUSTIN,NULL,14076.0000,4
2014,Defense,Navy,ORG-2937,N62038,NAVOPSPTCEN SPRINGFIELD,NULL,103292.1300,26
2014,Defense,Navy,ORG-2937,N62106,NAVOPSPTCEN SAN DIEGO,NULL,50893.8000,3
2014,Defense,Navy,ORG-2937,N62588,NAVAL SUPPORT ACTIVITY NAPLES,NULL,59322.1300,10
2014,Defense,Navy,ORG-2937,N62649,NAVSUP FLT LOG CTR  YOKOSUKA,NULL,131293170.1900,2732
2014,Defense,Navy,ORG-2937,N62936,NAVY INFORMATION OPS CMD MARYLAND,1,11632.8400,1
2014,Defense,Navy,ORG-2937,N63212,THE UNIVERSITY OF TEXAS AT AUSTIN,NULL,743782.0000,4
2014,Defense,Navy,ORG-2937,N63215,NROTCU  ILLINOIS INST OF TECHNOLOGY,NULL,1202563.4100,3
2014,Defense,Navy,ORG-2937,N63222,NROTCU UNIVERSITY OF KANSAS,NULL,370185.2000,2
2014,Defense,Navy,ORG-2937,N63224,NROTCU UNIV OF WISCONSIN,NULL,719561.7000,3
2014,Defense,Navy,ORG-2937,N63291,NROTCU CORNELL UNIVERSITY,NULL,11912.0000,1
2014,Defense,Navy,ORG-2937,N68072,NROTCU TEXAS A AND M UNIV,NULL,1740500.2900,12
2014,Defense,Navy,ORG-2937,N68095,NAVAL HOSPITAL,1,-4350.0000,1
2014,Defense,Navy,ORG-2937,N68096,U S NAVAL HOSPITAL   GUAM,NULL,6257401.5500,434
2014,Defense,Navy,ORG-2937,N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,0,1082628.2900,25
2014,Defense,Navy,ORG-2937,N68303,NROTC MARITIME COLLEGE BRONX,NULL,1160823.0000,3
2014,Defense,Navy,ORG-2937,N68306,NAVY REGION MID ATLANTIC RESERVE,NULL,24904.6400,2
2014,Defense,Navy,ORG-2937,N68728,NROTCU NORWICH UNIVERSITY,1,1215285.0000,1
2014,Defense,Navy,ORG-2937,N68836,NAVSUP FLT LOG CTR JACKSONVILLE,0,16345193.4600,14
2014,Defense,Navy,ORG-2937,N68846,NAVOPSPTCEN EARLE,NULL,30992.0000,9
2014,Defense,Navy,ORG-2937,N68895,NAVOPSPTCEN FORT CARSON,NULL,0.0000,1
2014,Defense,Navy,ORG-2937,N70272,NAV COMPUTER AND TELECOMMUNICATIONS,NULL,1162691.3800,45
2014,Defense,Navy,ORG-2937,N70294,NCTAMS EURCENT,1,352240.2200,18
2014,Defense,Navy,ORG-2937,R33011,JOINT POW MIA ACCOUNTING COMMAND,NULL,1953400.0500,98
2014,Defense,Navy,ORG-2937,V09303,FLEET LOGISTICS SUPPORT SQUADRON 40,NULL,11852.1500,2
2014,Defense,Navy,ORG-2937,V57092,COASTAL RIVERINE GROUP ONE,NULL,298443.8300,25
2014,Defense,Navy,ORG-2937,V63922,STRIKE FIGHTER SQUADRON 87   VFA 87,NULL,97310.8000,6
2014,Defense,Navy,ORG-2940,N33191,NAVAL FAC ENGINEEERING CMD EUR SWA,NULL,189872718.4500,1729
2014,Defense,Navy,ORG-2940,N40080,NAV FAC ENGINEERING CMD WASHINGTON,NULL,940891942.6300,4287
2014,Defense,Navy,ORG-2940,N40083,NAVAL FAC ENGINEEERING CMD MIDWEST,NULL,112050151.1700,1331
2014,Defense,Navy,ORG-2940,N40084,NAVAL FAC ENGINEERING CMD FAR EAST,1,29301.8100,3
2014,Defense,Navy,ORG-2940,N40085,NAVAL FAC ENGINEERING CMD MID LANT,1,955045.0000,6
2014,Defense,Navy,ORG-2940,N62473,NAVFAC SOUTHWEST,1,0.0000,3
2014,Defense,Navy,ORG-2940,N62478,NAVFAC ENGINEERING COMMAND HAWAII,0,541975.0000,2
2014,Defense,Navy,ORG-2940,N62742,NAVAL FAC ENGINEEERING CMD PACIFIC,0,5581.0000,2
2014,Defense,Navy,ORG-2941,N00174,NSWC INDIAN HEAD EOD TECH DIV,1,12837701.2600,37
2014,Defense,Navy,ORG-2941,N00178,NSWC DAHLGREN,0,246386132.6200,900
2014,Defense,Navy,ORG-2941,N55236,SOUTHWEST REGIONAL MAINT CENTER,0,991299.1200,10
2014,Defense,Navy,ORG-2941,N62793,SUP OF SHIPBUILDING CONV AND REPAIR,0,23860675.9100,1050
2014,Defense,Navy,ORG-2941,N63394,PORT HUENEME DIVISION,NULL,144589864.9900,1358
2014,Defense,Navy,ORG-2941,N64267,NAVAL SURFACE WARFARE CENTER,0,7237369.0500,15
2014,Defense,Navy,ORG-2941,N65726,NAVSEALOGCENKYPTDIVNUWC,1,-7500.0000,2
2014,Defense,Navy,ORG-2941,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,NULL,135029208.7700,531
2014,Defense,Navy,ORG-2943,M00681,COMMANDING GENERAL,NULL,83673211.3900,1118
2014,Defense,Navy,ORG-2943,M20364,COMMANDING OFFICER,NULL,449317.4300,15
2014,Defense,Navy,ORG-2943,M67854,COMMANDER,NULL,1176852907.4500,7555
2014,Defense,Navy,ORG-2944,N00039,SPACE AND NAVAL WARFARE SYSTEMS,NULL,1220025110.0300,2055
2014,Defense,Navy,ORG-2944,N66001,SPACE AND NAVAL WARFARE SYSTEMS,0,136291337.4800,369
2014,Defense,DLA,ORG-2781,SPE5EM,DLA TROOP SUPPORT,NULL,24494547.5800,1617
2014,Defense,DLA,ORG-2781,SPE8E3,DLA TROOP SUPPORT,NULL,16340163.9300,551
2014,Defense,DLA,ORG-2781,SPE8E7,DLA TROOP SUPPORT C&E (LGHTNG I),NULL,24120256.0500,959
2014,Defense,DLA,ORG-2781,SPE8E8,DLA TROOP SUPPORT C&E (LGTNG II),NULL,34982737.7800,1414
2014,Defense,DLA,ORG-2781,SPE8EC,DLA TROOP SUPPORT C&E,NULL,167760408.8900,431
2014,Defense,DLA,ORG-2781,SPE8EF,DLA TROOP SUPPORT C&E MANU&CON,NULL,30728225.1500,1137
2014,Defense,DLA,ORG-2781,SPE8ES,DLA DOCUMENT SERVICES,NULL,13650973.4000,887
2014,Defense,DLA,ORG-2781,SPM5A4,DLA TROP SUPPORT C&E HARDWARE,NULL,-28458.5900,5
2014,Defense,DLA,ORG-2781,SPM5A7,DLA TROP SUPPORT C&E HARDWARE,NULL,-72842.0000,2
2014,Defense,DLA,ORG-2781,SPM5AY,DLA TROP SUPPORT C&E HARDWARE,NULL,0.0000,0
2014,Defense,DLA,ORG-2781,SPM5AZ,DLA TROP SUPPORT C&E HARDWARE,NULL,-37150.7300,6
2014,Defense,DLA,ORG-2781,SPM5EC,DLA TROOP SUPPORT,NULL,1870465.3900,162
2014,Defense,DLA,ORG-2781,SPM5EN,DLA TROOP SUPPORT,NULL,-4163.4500,8
2014,Defense,DLA,ORG-2781,SPM5L1,DLA TROOP SUPPORT C&E HARDWARE,NULL,-27036.8000,8
2014,Defense,DLA,ORG-2781,SPM5M1,DLA TROOP SUPPORT C&E HARDWARE,NULL,-5283.2500,2
2014,Defense,DLA,ORG-2781,SPM8EN,DLA TROOP SUPPORT,NULL,562612.2800,10
2014,Defense,DLA,ORG-2783,SPM7L3,DLA LAND AND MARITIME,NULL,28676341.3700,693
2014,Defense,DLA,ORG-2784,SPE7M7,DLA LAND AND MARITIME,NULL,5248659.0800,302
2014,Defense,DLA,ORG-2784,SPM7M7,DLA LAND AND MARITIME SUPPLIER,NULL,-111000.0000,4
2014,Defense,DLA,ORG-2784,SPM7MC,DLA LAND AND MARITIME,1,1170750.0000,1
2014,Defense,DLA,ORG-2784,SPM7MX,DLA LAND AND MARITIME SUPPLIER,NULL,14542674.2500,870
2014,Defense,DLA,ORG-2784,SPMYM4,DLA MARITIME - PEARL HARBOR,NULL,20486477.6600,1299
2014,Defense,DLA,ORG-2785,SPE2DH,DLA TROOP SUPPORT,NULL,15272515.0600,547
2014,Defense,DLA,ORG-2785,SPM200,DLA TROOP SUPPORT,1,1052858.3900,9
2014,Defense,DLA,ORG-2786,SPE300,DLA TROOP SUPPORT,NULL,17606608.3800,220
2014,Defense,DLA,ORG-2786,SPM300,DLA TROOP SUPPORT,NULL,1760097339.2900,47698
2014,Defense,DLA,ORG-2786,SPM3SE,DLA TROOP SUPPORT,NULL,0.0000,4
2014,Defense,DLA,ORG-2787,SPEHA6,"DLA AVIATION AT OGDEN, UT",NULL,2808707.3100,170
2014,Defense,DLA,ORG-2787,SPM400,DLA AVIATION,1,-3394493.8900,15
2014,Defense,DLA,ORG-2787,SPM4A6,DLA AVIATION,NULL,-1947899.2200,88
2014,Defense,DLA,ORG-2787,SPRHA1,"DLA AVIATION AT OGDEN, UT",1,-1484.9100,1
2014,Defense,DLA,ORG-2787,SPRHA4,"DLA AVIATION AT OGDEN, UT",NULL,50826139.7500,123
2014,Defense,DLA,ORG-2787,SPRHA5,"DLA AVIATION AT OGDEN, UT",NULL,2693038.9400,36
2014,Defense,DLA,ORG-2787,SPRPA1,"DLA AVIATION AT PHILADELPHIA, PA",1,469098.0100,5
2014,Defense,DLA,ORG-2787,SPRRA2,"DLA AVIATION AT HUNTSVILLE, AL",NULL,21916629.1300,273
2014,Defense,DLA,ORG-2787,SPRWA1,"DLA AVIATION AT WARNER ROBINS, GA",0,51315979.3400,20
2014,Defense,DLA,ORG-2791,SP4701,DES DSCP CONTRACTING SERVICES OFC,0,2521723.5500,7
2014,Defense,DLA,ORG-2791,SP4703,DLA CONTRACTING SERVICES OFFICE,NULL,276946336.0600,688
2014,Defense,DLA,ORG-2791,SP4705,DLA CONTRACTING SERVICES OFFICE,1,1848800.0000,2
2014,Defense,DLA,ORG-4793,SPMLW1,DLA LOGISTICS INFORMATION SERVICE,NULL,7585071.5600,508
2014,Defense,Navy,ORG-2936,N00421,NAVAL AIR WARFARE CENTER AIR DIV,1,1475986.0500,7
2014,Defense,Navy,ORG-2937,N00015,OFFICE OF NAVAL INTELLIGENCE,NULL,18180199.6500,267
2014,Defense,Navy,ORG-2937,N00104,NAVSUP WEAPON SYSTEMS SUPPORT MECH,NULL,544460116.5400,15248
2014,Defense,Navy,ORG-2937,N00189,NAVSUP FLT LOG CTR NORFOLK,1,336030.7900,12
2014,Defense,Navy,ORG-2937,N00406,NAVSUP FLT LOG CTR PUGET SOUND,1,38022.8500,4
2014,Defense,Navy,ORG-2937,N0534A,PACIFIC MISSILE RANGE FACILITY,NULL,0.0000,36
2014,Defense,Navy,ORG-2937,N30178,NAVOPSPTCEN HELENA,NULL,6952.0000,2
2014,Defense,Navy,ORG-2937,N35949,NAVAL HOSPITAL TWENTYNINE PALMS CA,NULL,1293274.6500,65
2014,Defense,Navy,ORG-2937,N40582,NAVY INSTALLATIONS COMMAND,NULL,1694718.6500,50
2014,Defense,Navy,ORG-2937,N45582,SPECIAL OPERATIONS COMMAND PACIFIC,NULL,0.0000,17
2014,Defense,Navy,ORG-2937,N61054,COMMANDER FLEET ACT YOKOSUKA JAPAN,NULL,8947714.2100,819
2014,Defense,Navy,ORG-2937,N61809,NAVOPSPTCEN MANCHESTER,NULL,60535.6900,15
2014,Defense,Navy,ORG-2937,N61905,NAVOPSPTCEN ROANOKE,NULL,48158.0000,6
2014,Defense,Navy,ORG-2937,N61949,NAVOPSPTCEN PENSACOLA,NULL,24605.9200,2
2014,Defense,Navy,ORG-2937,N62062,NAVOPSPTCEN DECATUR,NULL,21089.6000,15
2014,Defense,Navy,ORG-2937,N62080,NAVOPSPTCEN DETROIT,NULL,64670.0000,48
2014,Defense,Navy,ORG-2937,N62107,NAVOPSPTCEN TUCSON,NULL,15548.3300,4
2014,Defense,Navy,ORG-2937,N62130,NAVOPSPTCEN DENVER,NULL,51775.0000,11
2014,Defense,Navy,ORG-2937,N62271,NAVAL POSTGRADUATE SCHOOL,1,20372.4500,1
2011,Defense,Army,ORG-2877,W91QVP,0413 AQ HQ     HQ PARC,NULL,6029547.3758,879
2011,Defense,Army,ORG-2877,W91WAW,W6QK ADAP SPT OFF,NULL,983757354.7581,2518
2011,Defense,Army,ORG-3960,W900KK,W6EC PEO STRI ORLANDO,0,485539776.7547,501
2011,Defense,Army,ORG-4774,W91B4M,W6GZ ELE    RCC KABUL,NULL,1256152280.6067,7173
2011,Defense,Army,ORG-4774,W91GF5,W6GZ ELE    RCC BALAD,NULL,13922099.5153,837
2011,Defense,Army,ORG-4774,W91GFB,W6GZ ELE    RCC MOSUL,NULL,1955054.2952,402
2011,Defense,DLA,ORG-2777,SP4500,DLA DISPOSITION SERVICES - EBS,NULL,59653044.6549,7312
2011,Defense,DLA,ORG-2781,SPM540,DLA TROOP SUPPORT,1,27300.0000,3
2011,Defense,DLA,ORG-2781,SPM5E8,DLA TROOP SUPPORT,NULL,2175373.8403,76
2011,Defense,DLA,ORG-2781,SPM8E9,DLA TROOP SUPPORT,NULL,5968476.8372,271
2011,Defense,DLA,ORG-2781,SPM8EC,DLA TROOP SUPPORT,NULL,92202925.8824,10053
2011,Defense,DLA,ORG-2781,SPM8EJ,DLA TROOP SUPPORT,NULL,745669437.7657,12865
2011,Defense,DLA,ORG-2783,SP0700,DLA LAND AND MARITIME,NULL,20982828.5011,1890
2011,Defense,DLA,ORG-2783,SPM700,DLA LAND AND MARITIME,NULL,59799441.3617,3716
2011,Defense,DLA,ORG-2783,SPM740,DLA LAND AND MARITIME,NULL,7416186.0000,445
2011,Defense,DLA,ORG-2783,SPRAL1,DLA LAND AND MARITIME - ALBANY,NULL,2505314.8438,25
2011,Defense,DLA,ORG-2783,SPRBL1,DLA LAND AT ABERDEEN,0,12424890.0000,3
2011,Defense,DLA,ORG-2783,SPRDL1,DLA LAND WARREN,NULL,358345903.0823,1091
2011,Defense,DLA,ORG-2784,SPM4M1,DLA AVIATION,NULL,478226.5400,18
2011,Defense,DLA,ORG-2784,SPM7M1,DLA LAND AND MARITIME,1,174596.0000,8
2011,Defense,DLA,ORG-2784,SPM7M3,DLA LAND AND MARITIME SUPPLIER,1,56917.1504,11
2011,Defense,DLA,ORG-2784,SPM7M4,DLA LAND AND MARITIME SUPPLIER,NULL,54802079.5216,3783
2011,Defense,DLA,ORG-2784,SPM7M6,DLA LAND AND MARITIME SUPPLIER,NULL,8441996.0172,373
2011,Defense,DLA,ORG-2784,SPM7M8,DLA LAND AND MARITIME SUPPLIER,1,89326.9004,4
2011,Defense,DLA,ORG-2784,SPM7M9,DLA LAND AND MARITIME SUPPLIER,NULL,128809415.7214,7057
2011,Defense,DLA,ORG-2784,SPRMM1,SPRMM1 DLA MECHANICSBURG,NULL,265747819.9813,5241
2011,Defense,DLA,ORG-2785,SPM2DV,DLA TROOP SUPPORT,NULL,0.0000,0
2011,Defense,DLA,ORG-2787,SPM4AG,DLA AVIATION,NULL,22029161.6120,1325
2011,Defense,DLA,ORG-2787,SPM4AL,DLA AVIATION,NULL,135296.1904,13
2011,Defense,DLA,ORG-2787,SPM4AR,DLA AVIATION,NULL,1503364.2100,78
2011,Defense,DLA,ORG-2787,SPMHA6,"DLA AVIATION AT OGDEN, UT",NULL,1274080.6802,122
2011,Defense,DLA,ORG-2790,SPM1C1,DLA TROOP SUPPORT,NULL,1424607859.2147,2432
2011,Defense,DLA,ORG-2791,SP4701,DES DSCP CONTRACTING SERVICES OFC,1,132559.3789,2
2011,Defense,DLA,ORG-2791,SP4703,DLA CONTRACTING SERVICES OFFICE,0,364547.4950,2
2011,Defense,DLA,ORG-2791,SP4705,DLA CONTRACTING SERVICES OFFICE,NULL,63453853.6107,602
2011,Defense,Navy,ORG-2936,N00421,NAVAL AIR WARFARE CENTER AIR DIV,NULL,1669839721.1363,5374
2011,Defense,Navy,ORG-2937,N00011,FIELD SUPPORT ACTIVITY BSO-11,NULL,0.0000,0
2011,Defense,Navy,ORG-2937,N00060,U S FLEET FORCES COMMAND,NULL,0.0000,0
2011,Defense,Navy,ORG-2937,N00070,U S PACIFIC FLEET,NULL,7815.0000,1
2011,Defense,Navy,ORG-2937,N00168,WALTER REED NATIONAL,1,76447.1401,5
2011,Defense,Navy,ORG-2937,N00203,NAVAL HOSPITAL PENSACOLA FL,NULL,4545426.4233,492
2011,Defense,Navy,ORG-2937,N00232,NAVAL HOSPITAL JACKSONVILLE FL,1,9483.0000,1
2011,Defense,Navy,ORG-2937,N00244,NAVSUP FLT LOG CTR  SAN DIEGO,0,8367014.1599,22
2011,Defense,Navy,ORG-2937,N00406,NAVSUP FLT LOG CTR PUGET SOUND,NULL,144789839.8652,11298
2011,Defense,Navy,ORG-2937,N3049B,COMNAVREG EURAFSWA NAPLES IT,NULL,38169.5198,5
2011,Defense,Navy,ORG-2937,N32398,NAVAL MEDICAL RESEARCH CENTER,0,4747.9700,2
2011,Defense,Navy,ORG-2937,N33011,JOINT POW MIA ACCOUNTING COMMAND,NULL,76704.4812,18
2011,Defense,Navy,ORG-2937,N3476B,CENTER FOR SERVICE SUPPORT,NULL,313042.3012,26
2011,Defense,Navy,ORG-2937,N3593A,CENTER FOR SEAL SWCC,NULL,8080.3799,1
2011,Defense,Navy,ORG-2937,N50045,NROTCU ARIZONA STATE UNIVERSITY,NULL,146451.9569,3
2011,Defense,Navy,ORG-2937,N57023,OPERATIONAL TEST AND EVALUATION,NULL,23959083.0222,558
2011,Defense,Navy,ORG-2937,N61034,NAVOPSPTCEN ATLANTA,NULL,94998.0000,43
2011,Defense,Navy,ORG-2937,N61036,NAVOPSPTCEN FORT WORTH,NULL,138820.1992,27
2011,Defense,Navy,ORG-2937,N61726,NAVAL BRANCH HEALTH CLINIC GROTON,NULL,1692999.2462,70
2011,Defense,Navy,ORG-2937,N61751,US NAVAL MEDICAL RESEARCH UNIT NO 3,NULL,0.0000,2
2011,Defense,Navy,ORG-2937,N61821,NAVOPSPTCEN NEWPORT RI,NULL,0.0000,0
2011,Defense,Navy,ORG-2937,N61876,NAVOPSPTCEN WILMINGTON DE,NULL,17454.1602,5
2011,Defense,Navy,ORG-2937,N61933,NAVOPSPTCEN TAMPA,NULL,186168.7998,25
2011,Defense,Navy,ORG-2937,N61935,NAVOPSPTCEN GULFPORT,NULL,26858.0000,7
2011,Defense,Navy,ORG-2937,N61962,NAVOPSPTCEN MEMPHIS,NULL,26201.0000,3
2010,Defense,Navy,ORG-2937,N83447,NAS JRB FORT WORTH,NULL,329550.6070,22
2010,Defense,Navy,ORG-2937,R55575,STRATEGIC COMMUNICATIONS WING 1,NULL,713059.0224,65
2010,Defense,Navy,ORG-2937,R57020,COMMANDER SUBMARINE FORCE,1,6000.0000,1
2010,Defense,Navy,ORG-2937,V09639,PATROL SQUADRON 10,NULL,29512.7305,4
2010,Defense,Navy,ORG-2937,V09846,HELIOCOPTER SEA COMBAT SQ HSC 22,NULL,3078.7800,1
2010,Defense,Navy,ORG-2939,N40442,MILITARY SEALIFT FLT SUPP CMD NORF,NULL,278803375.7788,3892
2010,Defense,Navy,ORG-2940,N62473,NAVFAC SOUTHWEST,NULL,2704196051.0802,7327
2010,Defense,Navy,ORG-2940,N69450,NAVFAC SOUTHEAST,1,290577.2500,5
2010,Defense,Navy,ORG-2941,N00024,NAVSEA HQ,NULL,15745635622.0002,6129
2010,Defense,Navy,ORG-2941,N00164,NSWC CRANE,1,253086.4531,2
2010,Defense,Navy,ORG-2941,N00167,NSWC CARDEROCK,NULL,236565195.3429,1693
2010,Defense,Navy,ORG-2941,N00174,NSWC INDIAN HEAD EOD TECH DIV,NULL,848986755.3383,2433
2010,Defense,Navy,ORG-2941,N50054,NORFOLK SHIP SUPPORT ACTIVITY,1,408078.8999,5
2010,Defense,Navy,ORG-2941,N61331,NAVAL SURFACE WARFARE CENTER,0,29700000.0000,1
2010,Defense,Navy,ORG-2943,M20060,SUPPLY OFFICER DSN 431-2453,NULL,291579.6193,25
2010,Defense,Navy,ORG-2943,M62974,COMMANDING OFFICER,NULL,4181286.7094,272
2010,Defense,Navy,ORG-2943,M67004,COMMANDER,1,2437.2802,5
2010,Defense,Navy,ORG-2943,M67013,FISCAL OFFICER,NULL,254895.9203,86
2010,Defense,Navy,ORG-2943,M67386,CONTRACTING OFFICER,NULL,2800504.3325,150
2010,Defense,Navy,ORG-2943,M68909,SUPPLY OFFICER,NULL,27381772.3946,208
2010,Defense,Navy,ORG-2944,N65236,SPAWAR SYSTEMS CENTER ATLANTIC,NULL,3264807730.0660,17285
2010,Defense,Navy,ORG-2944,N66001,SPACE AND NAVAL WARFARE SYSTEMS,1,2470824.9063,12
2010,DHS,COAST GUARD,NULL,NULL,NULL,1,62474606.9085,220
2010,DHS,TSA,NULL,NULL,NULL,NULL,1962799900.6392,3533
2010,GSA,GSA,NULL,NULL,NULL,NULL,18532080788.6431,881402
2010,Other Agencies,NULL,NULL,NULL,NULL,NULL,6203539940.9296,1943671
2010,Other Agencies,Agriculture,NULL,NULL,NULL,1,8646851.7516,30
