"SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","FiscalYear","Project.Title","BudgetMetric","OriginType","EnactedType","PBtotal","PBtype","EnactedTotal","Classified","ConstructionProjectTitle","ConstructionProject","ActualTotal"
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Ranges","Fort Irwin","2012",,"TOAamount","Base",,,15500,,"U","Qualification Training Range",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Ranges","Fort Irwin","2012",,"TOAamount","Base",,,7500,,"U","Infantry Squad Battle Course",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Presidio Monterey","2012",,"TOAamount","Base",,,3000,,"U","General Instruction Building",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Airfield Operational Buildings","Fort Carson, Colorado","2012",,"TOAamount","Base",,,14400,,"U","Brigade Headquarters",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Enlisted Personnel Unaccompanied Personnel Housing","Fort Carson, Colorado","2012",,"TOAamount","Base",,,113000,,"U","Barracks",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aviation Navigation & Traffic Aids Building","Fort Carson, Colorado","2012",,"TOAamount","Base",,,14200,,"U","Control Tower",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aircraft Maintenance Facilities","Fort Carson, Colorado","2012",,"TOAamount","Base",,,63000,,"U","Aircraft Maintenance Hangar",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Airfield Aprons","Fort Carson, Colorado","2012",,"TOAamount","Base",,,34000,,"U","Aircraft Loading Area",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Railroad Tracks","Fort Benning","2012",,"TOAamount","Base",,,13600,,"U","Rail Loading Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Benning","2012",,"TOAamount","Base",,,23000,,"U","Trainee Barracks Complex, Ph 3",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Gordon","2012",,"TOAamount","Base",,,1450,,"U","Hand Grenade Familiarization Range",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Airfield Operational Buildings","Fort Stewart, Georgia","2012",,"TOAamount","Base",,,2600,,"U","Dog Kennel",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Personnel Support Facilities","Fort Shafter","2012",,"TOAamount","Base",,,17500,,"U","Child Development Center",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Operational Support Facilities Other Than Buildings","Schofield Barracks","2012",,"TOAamount","Base",,,32000,,"U","Centralized Wash Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Potable Water Distribution System","Schofield Barracks","2012",,"TOAamount","Base",,,73000,,"U","Combat Aviation Brigade Complex, Ph 1",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Personnel Support Facilities","Fort Riley, Kansas","2012",,"TOAamount","Base",,,13000,,"U","Physical Fitness Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Religious Facilities","Fort Riley, Kansas","2012",,"TOAamount","Base",,,10400,,"U","Chapel",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Aircraft Maintenance Facilities","Fort Riley, Kansas","2012",,"TOAamount","Base",,,60000,,"U","Unmanned Aerial Vehicle Maintenance Hangar",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Airfield Operational Buildings","Forbes Air Field","2012",,"TOAamount","Base",,,5300,,"U","Deployment Support Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Tank and Automotive Maintenance Facilities","Fort Campbell, Kentucky","2012",,"TOAamount","Base",,,56000,,"U","Vehicle Maintenance Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Personnel Support Facilities","Fort Campbell, Kentucky","2012",,"TOAamount","Base",,,18500,,"U","Physical Fitness Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Aircraft Maintenance Facilities","Fort Campbell, Kentucky","2012",,"TOAamount","Base",,,67000,,"U","Unmanned Aerial Vehicle Maintenance Hangar",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Ranges","Fort Campbell, Kentucky","2012",,"TOAamount","Base",,,18000,,"U","Scout/Recce Gunnery Range",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Enlisted Personnel Unaccompanied Personnel Housing","Fort Campbell, Kentucky","2012",,"TOAamount","Base",,,65000,,"U","Barracks Complex",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Enlisted Personnel Unaccompanied Personnel Housing","Fort Campbell, Kentucky","2012",,"TOAamount","Base",,,23000,,"U","Barracks",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Ranges","Fort Knox","2012",,"TOAamount","Base",,,7000,,"U","Automated Infantry Platoon Battle Course",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Enlisted Personnel Unaccompanied Personnel Housing","Fort Knox","2012",,"TOAamount","Base",,,48000,,"U","Battalion Complex",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Safety, Disp, & Rehab Fac","Fort Polk, Louisiana","2012",,"TOAamount","Base",,,9200,,"U","Fire Station",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Airfield Operational Buildings","Fort Polk, Louisiana","2012",,"TOAamount","Base",,,2600,,"U","Military Working Dog Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Airfield Operational Buildings","Fort Polk, Louisiana","2012",,"TOAamount","Base",,,23000,,"U","Brigade Complex",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Training Ranges","Fort Polk, Louisiana","2012",,"TOAamount","Base",,,8300,,"U","Multipurpose Machine Gun Range",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","RDT&E Facilities Other Than Buildings","Aberdeen Proving Ground","2012",,"TOAamount","Base",,,15500,,"U","Auto Technology Evaluation Fac, Ph 3",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Airfield Operational Buildings","Aberdeen Proving Ground","2012",,"TOAamount","Base",,,63000,,"U","Command and Control Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Admin Bldgs","Fort Meade","2012",,"TOAamount","Base",,,43000,,"U","Applied Instruction Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Airfield Operational Buildings","Fort Meade","2012",,"TOAamount","Base",,,36000,,"U","Brigade Complex",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Tank and Automotive Maintenance Facilities","Fort Leonard Wood","2012",,"TOAamount","Base",,,49000,,"U","Vehicle Maintenance Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Install & Ready-Issue Ammunition Storage","Fort Drum, New York","2012",,"TOAamount","Base",,,5700,,"U","Ammunition Supply Point",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Religious Facilities","Fort Drum, New York","2012",,"TOAamount","Base",,,7600,,"U","Chapel",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","2012",,"TOAamount","Base",,,42000,,"U","NCO Academy",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Roads","Fort Bragg","2012",,"TOAamount","Base",,,18000,,"U","Access Roads, Ph 2",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Aircraft Maintenance Facilities","Fort Bragg","2012",,"TOAamount","Base",,,54000,,"U","Unmanned Aerial Vehicle Maintenance Hangar",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Sewage & Industrial Waste Collection Lines","Fort Bragg","2012",,"TOAamount","Base",,,49000,,"U","Brigade Complex Facilities",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Simulation Facilities","Fort Bragg","2012",,"TOAamount","Base",,,23000,,"U","Battle Command Training Center",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Personnel Support Facilities","Fort Sill","2012",,"TOAamount","Base",,,25000,,"U","Physical Fitness Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Religious Facilities","Fort Sill","2012",,"TOAamount","Base",,,13200,,"U","Chapel",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Admin Bldgs","Fort Sill","2012",,"TOAamount","Base",,,36000,,"U","Reception Station, Ph 1",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Railroad Fac Other Than Tracks","Fort Sill","2012",,"TOAamount","Base",,,3400,,"U","Rail Deployment Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Tank and Automotive Maintenance Facilities","Fort Sill","2012",,"TOAamount","Base",,,51000,,"U","Vehicle Maintenance Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Simulation Facilities","Fort Sill","2012",,"TOAamount","Base",,,23000,,"U","Battle Command Training Center",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Buildings","Fort Sill","2012",,"TOAamount","Base",,,33000,,"U","THAAD Instruction Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Railroad Tracks","Mcalester","2012",,"TOAamount","Base",,,6300,,"U","Railroad Tracks",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Install & Ready-Issue Ammunition Storage","Mcalester","2012",,"TOAamount","Base",,,1700,,"U","Ammunition Loading Pads",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Jackson","2012",,"TOAamount","Base",,,59000,,"U","Trainee Barracks Complex, Ph 2",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Training Ranges","Fort Jackson","2012",,"TOAamount","Base",,,4900,,"U","Modified Record Fire Range",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Bliss","2012",,"TOAamount","Base",,,14600,,"U","Electronics Maintenance Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Electric Power Transmission & Dist Lines","Fort Bliss","2012",,"TOAamount","Base",,,14600,,"U","Infrastructure",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Bliss","2012",,"TOAamount","Base",,,33600,,"U","Vehicle Maintenance Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Fort Bliss","2012",,"TOAamount","Base",,,13000,,"U","Barracks Complex",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Buildings","Fort Bliss","2012",,"TOAamount","Base",,,39000,,"U","JLENS Tactical Training Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Potable Water Supply, Treatment & Storage","Fort Bliss","2012",,"TOAamount","Base",,,2400,,"U","Water Well, Potable",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Buildings","Fort Bliss","2012",,"TOAamount","Base",,,8300,,"U","Applied Instruction Building",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Fort Hood, Texas","2012",,"TOAamount","Base",,,51000,,"U","Operational Readiness Training Complex",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Aircraft Maintenance Facilities","Fort Hood, Texas","2012",,"TOAamount","Base",,,47000,,"U","Unmanned Aerial Vehicle Maintenance Hangar",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Hood, Texas","2012",,"TOAamount","Base",,,34000,,"U","Vehicle Maintenance Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Red River Army Depot","2012",,"TOAamount","Base",,,44000,,"U","Maneuver Systems Sustainment Ctr, Ph 3",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Joint Base San Antonio","2012",,"TOAamount","Base",,,10400,,"U","Vehicle Maintenance Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Ammunition, Explosives, & Toxics RDT&E Buildings","Dugway Proving Ground","2012",,"TOAamount","Base",,,32000,,"U","Life Sciences Test Facility Addition",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Vehicle Facilities","Fort Belvoir","2012",,"TOAamount","Base",,,52000,,"U","Information Dominance Center, Ph 1",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Potable Water Distribution System","Fort Belvoir","2012",,"TOAamount","Base",,,25000,,"U","Road and Infrastucture Improvements",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Training Buildings","Joint Base Langley-Eustis","2012",,"TOAamount","Base",,,26000,,"U","Aviation Training Facility",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","2012",,"TOAamount","Base",,,56000,,"U","Brigade Complex, Ph 2",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","2012",,"TOAamount","Base",,,28000,,"U","Operational Readiness Training Cplx, Ph 1",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Training Buildings","Joint Base Lewis-Mcchord","2012",,"TOAamount","Base",,,7300,,"U","Air Support Operations Facilities",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","2012",,"TOAamount","Base",,,59000,,"U","Battalion Complex",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Roads","Joint Base Lewis-Mcchord","2012",,"TOAamount","Base",,,64000,,"U","Infrastructure, Ph 1",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","2012",,"TOAamount","Base",,,34000,,"U","Aviation Unit Complex, Ph 1A",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Misc Utilities-Gallons","Joint Base Lewis-Mcchord","2012",,"TOAamount","Base",,,48000,,"U","Aviation Complex, Ph 1B",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","Airfield Operational Buildings","Bagram Air Base, Afghanistan","2012",,"TOAamount","Base",,,0,,"U","Entry Control Point",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","Clearing, Grading, & Landscaping","Bagram Air Base, Afghanistan","2012",,"TOAamount","Base",,,21436,,"U","Construct Drainage System, Ph 3",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","Enlisted Personnel Unaccompanied Personnel Housing","Bagram Air Base, Afghanistan","2012",,"TOAamount","Base",,,21257,,"U","Barracks, Ph 5",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Religious Facilities","Grafenwoehr","2012",,"TOAamount","Base",,,15500,,"U","Chapel",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Training Facilities Other Than Buildings","Grafenwoehr","2012",,"TOAamount","Base",,,5000,,"U","Convoy Live Fire Range",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Enlisted Personnel Unaccompanied Personnel Housing","Grafenwoehr","2012",,"TOAamount","Base",,,17500,,"U","Barracks",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Communication Buildings","Landstuhl","2012",,"TOAamount","Base",,,63000,,"U","Satellite Communications Center",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Airfield Operational Buildings","Stuttgart","2012",,"TOAamount","Base",,,12200,,"U","Access Control Point",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Enlisted Personnel Unaccompanied Personnel Housing","Vilseck","2012",,"TOAamount","Base",,,20000,,"U","Barracks",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Training Ranges","Oberdachstetten","2012",,"TOAamount","Base",,,12200,,"U","Automated Record Fire Range",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Carroll","2012",,"TOAamount","Base",,,41000,,"U","Barracks",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Henry","2012",,"TOAamount","Base",,,48000,,"U","Barracks Complex",,
2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Other Operational","Unspecified Worldwide Locations","2012",,"TOAamount","Base",,,79863,,"U","Foreign Currency Fluctuation Account",,
2014,"2050A","2050","A","MILCON, Army","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","2012",,"TOAamount","Base",,,20000,,"U","Minor Construction",,
2014,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Host Nation Support (P&D)","Unspecified Worldwide Locations","2012",,"TOAamount","Base",,,25500,,"U","Host Nation Support",,
2014,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","2012",,"TOAamount","Base",,,229741,,"U","Planning & Design",,
2014,"2050A","2050","A","MILCON, Army","ARMY","04","SUPPORTING ACTIVITIES","GA","GEORGIA","Land Purchase, Condemnation, Donation or Transfer","Fort Benning","2012",,"TOAamount","Base",,,30100,,"U","Land Acquisition",,
2014,"2050A","2050","A","MILCON, Army","ARMY","04","SUPPORTING ACTIVITIES","LA","LOUISIANA","Land Purchase, Condemnation, Donation or Transfer","Fort Polk, Louisiana","2012",,"TOAamount","Base",,,27000,,"U","Land Acquisition",,
2014,"051001A","051001","A","BRAC - Army","ARMY","02","BASE CLOSURE II","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","2012",,"TOAamount","Base",,,105792,,"U","Base Realignment & Closure",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","Training Buildings","Fort Mc Clellan","2012",,"TOAamount","Base",,,16500,,"U","Readiness Center PH2",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Training Buildings","Papago Military Reservation","2012",,"TOAamount","Base",,,17800,,"U","Readiness Center",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Training Ranges","Fort Chaffee","2012",,"TOAamount","Base",,,3500,,"U","Convoy Live Fire/Entry Control Point Range",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Sewage & Industrial Waste Collection Lines","Camp Roberts","2012",,"TOAamount","Base",,,32000,,"U","Utilities Replacement Ph1",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Aircraft Maintenance Facilities","Camp Roberts","2012",,"TOAamount","Base",,,6160,,"U","Tactical Unmanned Aircraft System Facility",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Tank and Automotive Maintenance Facilities","Camp San Luis Obispo","2012",,"TOAamount","Base",,,8000,,"U","Field Maintenance Shop",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Enlisted Personnel Unaccompanied Personnel Housing","Fort Carson, Colorado","2012",,"TOAamount","Base",,,43000,,"U","Barracks Complex (ORTC)",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aircraft Maintenance Facilities","Aurora","2012",,"TOAamount","Base",,,3600,,"U","Tactical Unmanned Aircraft System Facility",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Training Buildings","Alamosa","2012",,"TOAamount","Base",,,6400,,"U","Readiness Center",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","DC","DISTRICT OF COLUMBIA","Admin Bldgs","Anacostia","2012",,"TOAamount","Base",,,5300,,"U","US Property & Fiscal Office Add/Alt",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Ranges","Camp Blanding","2012",,"TOAamount","Base",,,2400,,"U","Convoy Live Fire/Entry Control Point Range",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Ranges","Camp Blanding","2012",,"TOAamount","Base",,,3100,,"U","Live Fire Shoot House",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Buildings","Atlanta","2012",,"TOAamount","Base",,,11000,,"U","Readiness Center",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Tank and Automotive Maintenance Facilities","Hinesville","2012",,"TOAamount","Base",,,17500,,"U","Maneuver Area Training & Equipment Site Ph1",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Buildings","Macon","2012",,"TOAamount","Base",,,14500,,"U","Readiness Center Ph1",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Buildings","Kalaeloa","2012",,"TOAamount","Base",,,33000,,"U","Readiness Center Ph1",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Training Buildings","Normal","2012",,"TOAamount","Base",,,10000,,"U","Readiness Center",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Railroad Fac Other Than Tracks","Camp Atterbury","2012",,"TOAamount","Base",,,21000,,"U","Railhead Expansion & Container Facility",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Railroad Fac Other Than Tracks","Camp Atterbury","2012",,"TOAamount","Base",,,8900,,"U","Deployment Processing Facility",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Atterbury","2012",,"TOAamount","Base",,,25000,,"U","Operations Readiness Training Complex 1",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Atterbury","2012",,"TOAamount","Base",,,27000,,"U","Operations Readiness Training Cmplx 2",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Training Buildings","Indianapolis","2012",,"TOAamount","Base",,,25700,,"U","JFHQ Add/Alt",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","ME","MAINE","Training Buildings","Bangor","2012",,"TOAamount","Base",,,15600,,"U","Readiness Center",,
2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","ME","MAINE","Training Buildings","Brunswick","2012",,"TOAamount","Base",,,23000,,"U","Armed Forces Reserve Center",,
