"","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","IncludeInTOA","Classified","variable","value"
"1023","1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Y","U","FY.2016.Total.Enacted","30968"
"1024","1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Y","U","FY.2016.Total.Enacted","12159"
"1025","1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Y","U","FY.2016.Total.Enacted","15800"
"1026","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Y","U","FY.2016.Total.Enacted","59"
"1027","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Y","U","FY.2016.Total.Enacted","1370"
"1028","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Y","U","FY.2016.Total.Enacted","18300"
"1029","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Y","U","FY.2016.Total.Enacted","82603"
"1030","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Y","U","FY.2016.Total.Enacted","19364"
"1031","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Y","U","FY.2016.Total.Enacted","265"
"1032","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Y","U","FY.2016.Total.Enacted","4993"
"1033","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","Y","Y","U","FY.2016.Total.Enacted","0"
"1034","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Y","U","FY.2016.Total.Enacted","35"
"1035","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Y","U","FY.2016.Total.Enacted","6541"
"1036","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Y","U","FY.2016.Total.Enacted","21269"
"1037","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Y","U","FY.2016.Total.Enacted","14733"
"1038","1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","240","Cancelled Account Payment","Y","Y","U","FY.2016.Total.Enacted","0"
"1039","1453N","Military Personnel, Navy","NAVY",NA,"Less Reimbursables",NA,"Less Reimbursables","N","N","U","FY.2016.Total.Enacted","-366320"
"1040","1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","01","Health Care Contribution - Officers","300","Navy","Y","Y","U","FY.2016.Total.Enacted","217039"
"1041","1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","02","Health Care Contribution - Enlisted","300","Navy","Y","Y","U","FY.2016.Total.Enacted","1064429"
"1042","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Y","U","FY.2016.Total.Enacted","1539572"
"1043","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Y","U","FY.2016.Total.Enacted","481911"
"1044","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Y","U","FY.2016.Total.Enacted","500704"
"1045","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Y","U","FY.2016.Total.Enacted","65850"
"1046","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Y","U","FY.2016.Total.Enacted","36341"
"1047","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Y","U","FY.2016.Total.Enacted","8618"
"1048","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Y","U","FY.2016.Total.Enacted","38045"
"1049","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Y","U","FY.2016.Total.Enacted","15841"
"1050","1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Y","U","FY.2016.Total.Enacted","117659"
"1051","1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Y","U","FY.2016.Total.Enacted","4775861"
"1052","1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Y","U","FY.2016.Total.Enacted","1514207"
"1053","1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Y","U","FY.2016.Total.Enacted","1568477"
"1054","1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Y","U","FY.2016.Total.Enacted","9520"
"1055","1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Y","U","FY.2016.Total.Enacted","129292"
"1056","1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","Y","Y","U","FY.2016.Total.Enacted","304867"
"1057","1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","Y","Y","U","FY.2016.Total.Enacted","138951"
"1058","1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","Y","Y","U","FY.2016.Total.Enacted","370489"
"1059","1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Y","U","FY.2016.Total.Enacted","437470"
"1060","1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Y","U","FY.2016.Total.Enacted","379036"
"1061","1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Y","U","FY.2016.Total.Enacted","10"
"1062","1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Y","U","FY.2016.Total.Enacted","57955"
"1063","1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","130","Training Travel","Y","Y","U","FY.2016.Total.Enacted","16913"
"1064","1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Y","U","FY.2016.Total.Enacted","161285"
"1065","1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Y","U","FY.2016.Total.Enacted","121359"
"1066","1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Y","U","FY.2016.Total.Enacted","97940"
"1067","1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Y","U","FY.2016.Total.Enacted","797"
"1068","1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Y","U","FY.2016.Total.Enacted","5564"
"1069","1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Y","U","FY.2016.Total.Enacted","5734"
"1070","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Y","U","FY.2016.Total.Enacted","505"
"1071","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Y","U","FY.2016.Total.Enacted","299"
"1072","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Y","U","FY.2016.Total.Enacted","14000"
"1073","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Y","U","FY.2016.Total.Enacted","84138"
"1074","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Y","U","FY.2016.Total.Enacted","9655"
"1075","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Y","U","FY.2016.Total.Enacted","84"
"1076","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Y","U","FY.2016.Total.Enacted","1621"
"1077","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Y","U","FY.2016.Total.Enacted","67"
"1078","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Y","U","FY.2016.Total.Enacted","3167"
"1079","1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Y","U","FY.2016.Total.Enacted","3526"
"1080","1105N","Military Personnel, Marine Corps","NAVY",NA,"Less Reimbursables",NA,"Less Reimbursables","N","N","U","FY.2016.Total.Enacted","-28730"
"1081","1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","01","Health Care Contribution - Officers","300","Marine Corps","Y","Y","U","FY.2016.Total.Enacted","82904"
"1082","1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","02","Health Care Contribution - Enlisted","300","Marine Corps","Y","Y","U","FY.2016.Total.Enacted","643292"
"1083","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","FY.2016.Total.Enacted","603067"
"1084","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Y","U","FY.2016.Total.Enacted","7141"
"1085","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","FY.2016.Total.Enacted","62500"
"1086","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Y","U","FY.2016.Total.Enacted","8816"
"1087","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Y","U","FY.2016.Total.Enacted","45974"
"1088","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2016.Total.Enacted","115853"
"1089","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","FY.2016.Total.Enacted","984289"
"1090","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","FY.2016.Total.Enacted","107"
"1091","1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Y","U","FY.2016.Total.Enacted","51837"
"1092","1002N","MEDICARE - Retiree Health Care Contribution, N RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Navy","Y","Y","U","FY.2016.Total.Enacted","115519"
"1093","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","FY.2016.Total.Enacted","269298"
"1094","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Y","U","FY.2016.Total.Enacted","36573"
"1095","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","FY.2016.Total.Enacted","108034"
"1096","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Y","U","FY.2016.Total.Enacted","2529"
"1097","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Y","U","FY.2016.Total.Enacted","24160"
"1098","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2016.Total.Enacted","29622"
"1099","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","FY.2016.Total.Enacted","229431"
"1100","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","095","Platoon Leader Class","Y","Y","U","FY.2016.Total.Enacted","5585"
"1101","1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","FY.2016.Total.Enacted","642"
"1102","1003N","MEDICARE - Retiree Health Care Contribution, MC RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Marine Corps","Y","Y","U","FY.2016.Total.Enacted","67797"
"1103","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","005","Basic Pay","Y","Y","U","FY.2016.Total.Enacted","4731786"
"1104","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Y","U","FY.2016.Total.Enacted","1500391"
"1105","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Y","U","FY.2016.Total.Enacted","1506293"
"1106","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Y","U","FY.2016.Total.Enacted","202517"
"1107","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Y","U","FY.2016.Total.Enacted","235054"
"1108","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","040","Special Pays","Y","Y","U","FY.2016.Total.Enacted","359386"
"1109","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","045","Allowances","Y","Y","U","FY.2016.Total.Enacted","110208"
"1110","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","050","Separation Pay","Y","Y","U","FY.2016.Total.Enacted","57589"
"1111","3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Y","U","FY.2016.Total.Enacted","371978"
"1112","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Y","U","FY.2016.Total.Enacted","8852578"
"1113","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Y","U","FY.2016.Total.Enacted","2680377"
"1114","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Y","U","FY.2016.Total.Enacted","3625400"
"1115","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Y","U","FY.2016.Total.Enacted","36123"
"1116","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Y","U","FY.2016.Total.Enacted","325837"
"1117","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","095","Allowances","Y","Y","U","FY.2016.Total.Enacted","567493"
"1118","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Y","U","FY.2016.Total.Enacted","126959"
"1119","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Y","U","FY.2016.Total.Enacted","678615"
"1120","3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Y","U","FY.2016.Total.Enacted","71242"
"1121","3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Y","U","FY.2016.Total.Enacted","982750"
"1122","3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Y","U","FY.2016.Total.Enacted","218766"
"1123","3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Y","U","FY.2016.Total.Enacted","3"
"1124","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel","Y","Y","U","FY.2016.Total.Enacted","94021"
"1125","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel","Y","Y","U","FY.2016.Total.Enacted","71403"
"1126","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel","Y","Y","U","FY.2016.Total.Enacted","276627"
"1127","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Y","U","FY.2016.Total.Enacted","578894"
"1128","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel","Y","Y","U","FY.2016.Total.Enacted","145515"
"1129","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Y","U","FY.2016.Total.Enacted","8919"
"1130","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Y","U","FY.2016.Total.Enacted","23607"
"1131","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Y","U","FY.2016.Total.Enacted","35560"
"1132","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Y","U","FY.2016.Total.Enacted","18"
"1133","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Y","U","FY.2016.Total.Enacted","2691"
"1134","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities","Y","Y","U","FY.2016.Total.Enacted","16100"
"1135","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Y","U","FY.2016.Total.Enacted","77105"
"1136","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits","Y","Y","U","FY.2016.Total.Enacted","185"
"1137","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Y","U","FY.2016.Total.Enacted","305"
"1138","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Y","U","FY.2016.Total.Enacted","2262"
"1139","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Y","U","FY.2016.Total.Enacted","569"
"1140","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Y","U","FY.2016.Total.Enacted","10064"
"1141","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Y","U","FY.2016.Total.Enacted","25376"
"1142","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","Y","Y","U","FY.2016.Total.Enacted","13338"
"1143","3500F","Military Personnel, Air Force","AF",NA,"Less Reimbursables",NA,"Less Reimbursables","N","N","U","FY.2016.Total.Enacted","-451006"
"1144","1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","01","Health Care Contribution - Officers","300","Air Force","Y","Y","U","FY.2016.Total.Enacted","245971"
"1145","1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","02","Health Care Contribution - Enlisted","300","Air Force","Y","Y","U","FY.2016.Total.Enacted","993122"
"1146","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","FY.2016.Total.Enacted","656936"
"1147","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Y","U","FY.2016.Total.Enacted","109227"
"1148","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","FY.2016.Total.Enacted","56152"
"1149","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Y","U","FY.2016.Total.Enacted","1830"
"1150","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","060","Mobilization Training","Y","Y","U","FY.2016.Total.Enacted","576"
"1151","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Y","U","FY.2016.Total.Enacted","141835"
"1152","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2016.Total.Enacted","218330"
"1153","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","FY.2016.Total.Enacted","439536"
"1154","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","FY.2016.Total.Enacted","13248"
"1155","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Y","U","FY.2016.Total.Enacted","58952"
"1156","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Y","U","FY.2016.Total.Enacted","5030"
"1157","1008F","MEDICARE - Retiree Health Care Contribution, AF RES","AF","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Air Force","Y","Y","U","FY.2016.Total.Enacted","117541"
"1158","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","FY.2016.Total.Enacted","900442"
"1159","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","FY.2016.Total.Enacted","105653"
"1160","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Y","U","FY.2016.Total.Enacted","8596"
"1161","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Y","U","FY.2016.Total.Enacted","349988"
"1162","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2016.Total.Enacted","168039"
"1163","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","FY.2016.Total.Enacted","1657197"
"1164","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","FY.2016.Total.Enacted","14803"
"1165","1009F","MEDICARE - Retiree Health Care Contribution, AF GUARD","AF","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Air Force","Y","Y","U","FY.2016.Total.Enacted","203847"
"1166","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Y","U","FY.2017.Base","6846876"
"1167","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Y","U","FY.2017.Base","2015554"
"1168","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Y","U","FY.2017.Base","2241563"
"1169","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Y","U","FY.2017.Base","285488"
"1170","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Y","U","FY.2017.Base","85542"
"1171","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","040","Special Pays","Y","Y","U","FY.2017.Base","367175"
"1172","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","045","Allowances","Y","Y","U","FY.2017.Base","212392"
"1173","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Y","U","FY.2017.Base","201125"
"1174","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Y","U","FY.2017.Base","521218"
"1175","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Y","U","FY.2017.Base","12429886"
"1176","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Y","U","FY.2017.Base","3663328"
"1177","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Y","U","FY.2017.Base","4701364"
"1178","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Y","U","FY.2017.Base","90342"
"1179","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Y","U","FY.2017.Base","395840"
"1180","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","095","Allowances","Y","Y","U","FY.2017.Base","707120"
"1181","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Y","U","FY.2017.Base","523385"
"1182","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Y","U","FY.2017.Base","950887"
"1183","2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Y","U","FY.2017.Base","81184"
"1184","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Y","U","FY.2017.Base","1240112"
"1185","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Y","U","FY.2017.Base","594481"
"1186","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Y","U","FY.2017.Base","813"
"1187","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Y","U","FY.2017.Base","155211"
"1188","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","130","Training Travel","Y","Y","U","FY.2017.Base","149240"
"1189","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Y","U","FY.2017.Base","428891"
"1190","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Y","U","FY.2017.Base","710007"
"1191","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Y","U","FY.2017.Base","302576"
"1192","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Y","U","FY.2017.Base","4033"
"1193","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Y","U","FY.2017.Base","14073"
"1194","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Y","U","FY.2017.Base","47766"
"1195","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Y","U","FY.2017.Base","621"
"1196","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Y","U","FY.2017.Base","132"
"1197","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Y","U","FY.2017.Base","38000"
"1198","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Y","U","FY.2017.Base","168656"
"1199","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits","Y","Y","U","FY.2017.Base","634"
"1200","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Y","U","FY.2017.Base","576"
