"","ProductOrServiceArea","ProductOrServiceCode","ProductOrServiceCodeText","Total","OCO","MinOfTotalFiscalYear","MaxOfTotalFiscalYear","MinOfOCOfiscalYear","MaxOfOCOfiscalYear","OCOrate"
"2649","PAMS","T011","PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING",0.307265258320251,-0.000135258996103379,2000,2016,2004,2015,-0.000440202699266455
"2650","PAMS","T012","PHOTO/MAP/PRINT/PUBLICATION- REPRODUCTION",0.302119168330238,0.000115407465392717,2000,2016,2007,2016,0.000381993191728133
"2651","PAMS","T013","PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING",0.667953046768701,0.000363009233484695,2000,2016,2007,2016,0.000543465196005608
"2652","PAMS","T014","PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY",0.0584788465441863,0,2000,2016,2013,2013,0
"2653","PAMS","T015","PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: MOTION",0.254619383108947,1.83814205946656e-06,2000,2016,2007,2016,7.21917568498724e-06
"2654","PAMS","T016","AUDIO/VISUAL SERVICES",0.963018601988974,0.00236665367060658,2000,2016,2005,2014,0.0024575368177921
"2655","PAMS","T099","OTHER PHOTO MAPPING PRINTING SVC",1.32553845950907,0.00038523254717912,2000,2016,2005,2016,0.000290623440169209
"2656","PAMS","U","EDUCATION AND TRAINING",0.00021253594920154,0,2004,2005,NA,NA,0
"2657","PAMS","U001","EDUCATION/TRAINING- LECTURES",4.54822344627794,0.00264817274510536,2000,2016,2007,2016,0.000582243325637949
"2658","PAMS","U002","EDUCATION/TRAINING- PERSONNEL TESTING",0.225092908314526,4.74025081292262e-05,2000,2016,2006,2016,0.000210590855501276
"2659","PAMS","U003","EDUCATION/TRAINING- RESERVE TRAINING (MILITARY)",0.25806843012233,0,2000,2016,2011,2014,0
"2660","PAMS","U004","EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT",0.408638929036531,9.41506170335556e-05,2000,2016,2004,2014,0.000230400508477103
"2661","PAMS","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",2.858042882153,0.0109685055644095,2000,2016,2006,2016,0.00383776801702386
"2662","PAMS","U006","EDUCATION/TRAINING- VOCATIONAL/TECHNICAL",6.32779330339208,0.0394320952758606,2000,2016,2004,2016,0.00623157132119386
"2663","PAMS","U007","EDUCATION/TRAINING- FACULTY SALARIES FOR DEPENDENT SCHOOLS",0.00493360513229026,0,2001,2016,NA,NA,0
"2664","PAMS","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT",11.2442660153677,0.171897777388641,2000,2016,2004,2016,0.0152875943306309
"2665","PAMS","U009","EDUCATION SERVICES",11.1974107920325,0.148085395495036,2000,2016,2003,2016,0.0132249676505935
"2666","PAMS","U010","CERT & ACCREDIATIONS FOR EDUCATIONA",0.214508926296185,0.00354512746978636,2000,2016,2005,2016,0.0165267130417286
"2667","PAMS","U011","AIDS TRAINING",0.13795955498716,0.00903321957922108,2000,2016,2004,2015,0.0654773029679738
"2668","PAMS","U012","EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING",2.2083625088969,0.000491165143477632,2000,2016,2006,2016,0.000222411466187666
"2669","PAMS","U013","EDUCATION/TRAINING- COMBAT",0.297364769430677,6.08475508909444e-06,2012,2016,2012,2014,2.04622595364746e-05
"2670","PAMS","U014","EDUCATION/TRAINING- SECURITY",0.0982800535142609,0.00370461723432954,2012,2016,2014,2016,0.03769449752886
"2671","PAMS","U099","EDUCATION/TRAINING- OTHER",18.5092128199185,0.159065946203641,2000,2016,2003,2016,0.00859387958587113
"2672","PAMS","V211","AIR PASSENGER SERVICE",1.77091199321721,0.034035449361476,2000,2016,2004,2016,0.0192191647534353
"2673","PAMS","V212","MOTOR PASSENGER SERVICES",2.60968160465851,0.03482315224419,2000,2016,2004,2016,0.0133438317463815
"2674","PAMS","V213","RAIL PASSENGER SERVICE",0.672220621936716,0,2000,2016,2011,2011,0
"2675","PAMS","V214","MARINE PASSENGER SERVICE",0.105187887236706,0.00032095846580082,2000,2016,2010,2016,0.0030512873129447
"2676","PAMS","V221","PASSENGER AIR CHARTER SERVICE",29.8047304860508,3.51124319577929,2000,2016,2007,2016,0.117808251861986
"2677","PAMS","V222","PASSENGER MOTOR CHARTER SERVICE",0.471698592534415,0.00367475515056354,2000,2016,2005,2016,0.00779047300272669
"2678","PAMS","V223","PASSENGER RAIL CHARTER SERVICE",0.00115342300936744,2.62657556354311e-06,2001,2016,2010,2010,0.00227720059528167
"2679","PAMS","V224","PASSENGER MARINE CHARTER SERVICE",0.144967034577403,2.48759992123675e-05,2000,2016,2010,2012,0.000171597627590881
"2680","PAMS","V225","AMBULANCE SERVICE",1.66102850566114,0.0011437308248821,2000,2016,2005,2016,0.000688567848766002
"2681","PAMS","V226","TAXICAB SERVICES",0.312311723837743,0.000152293700649532,2000,2016,2006,2015,0.000487633633403574
"2682","PAMS","V227","NAVIGATIONAL AID & PILOTAGE SVCS",0.287105044476012,0.00043882872824947,2000,2016,2007,2016,0.00152846052931729
"2683","PAMS","V228","TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PORT OPERATIONS",0.0175023472412286,3.22289758798094e-05,2012,2016,2013,2016,0.00184140877995442
"2684","PAMS","V229","TRANSPORT/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUIT: PURCH OF TRANSIT/PUBLIC TRANSPORT FARE MEDIA",0.0834005277439187,0.000934264100724504,2012,2016,2014,2015,0.011202136557135
"2685","PAMS","V231","LODGING - HOTEL/MOTEL",4.74896392243136,0.0442298030696089,2000,2016,2003,2016,0.00931356897884461
"2686","PAMS","V241","MILITARY PERSONNEL RECRUITMENT",0.307681645054646,1.61915920048503e-05,2000,2016,2010,2010,5.26244976426025e-05
"2687","PAMS","V251","CIVILIAN PERSONNEL RECRUITMENT",0.13603947830489,7.17796240906421e-05,2000,2016,2007,2016,0.000527638189921387
"2688","PAMS","V301","RELOCATION SERVICES",2.22505821487957,0.00132389736832191,2000,2016,2007,2016,0.000594994485748125
"2689","PAMS","V302","TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: TRAVEL AGENT",0.60169248499089,0.00150542186616654,2000,2016,2008,2016,0.00250197884088469
"2690","PAMS","V999","OTHER TRAVEL SVCS",3.37648451876936,0.01459788903854,2000,2016,2004,2016,0.00432339877686172
"2691","R&D","A","RESEARCH AND DEVELOPMENT",4.4082934600251e-06,0,2004,2004,NA,NA,0
"2692","R&D","AA10","R&D-INSECT & DIS CONT",-3.42650353085665e-05,0,2004,2004,NA,NA,0
"2693","R&D","AA11","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (BASIC RESEARCH)",0.157545433352522,0.0248119262803248,2000,2016,2004,2015,0.157490609231471
"2694","R&D","AA12","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.0163986461318726,7.61859304881664e-05,2004,2016,2010,2010,0.00464586709631415
"2695","R&D","AA13","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ADVANCED DEVELOPMENT)",0.0977848556079507,0,2003,2016,NA,NA,0
"2696","R&D","AA14","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ENGINEERING DEVELOPMENT)",0.0162399160880029,3.80978635408242e-06,2002,2016,2010,2010,0.000234593967939087
"2697","R&D","AA15","R&D-INSECT & DIS CONT-OPSY DEV",0.00103053990627284,0,2004,2016,NA,NA,0
"2698","R&D","AA17","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (COMMERCIALIZED)",0.0020469053296818,0,2004,2015,NA,NA,0
"2699","R&D","AA21","AGRICULTURE MARKETING (BASIC)",0.0980983104057878,0,2000,2016,NA,NA,0
"2700","R&D","AA22","R&D- AGRICULTURE: MARKETING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.00443907686897275,0,2004,2016,NA,NA,0
"2701","R&D","AA23","AGRICULTURE MARKETING (ADVANCED)",0.0551035168540364,0,2001,2015,NA,NA,0
"2702","R&D","AA24","AGRICULTURE MARKETING (ENGINEERING)",0.00720452432472765,0,2002,2013,NA,NA,0
"2703","R&D","AA25","AGRICULTURE MARKETING (OPERATIONAL)",0.0335450101407986,0,2001,2016,NA,NA,0
"2704","R&D","AA27","R&D-AGRI MARKETING-COMERCLIZ",0.000284208186258116,0,2009,2016,NA,NA,0
"2705","R&D","AA31","AGRICULTURE PRODUCTION (BASIC)",0.141519652227565,3.4614630302806e-07,2001,2016,2010,2010,2.44592392349476e-06
"2706","R&D","AA32","R&D-AGRI PRODUCTION-A RES/EXPL DEV",0.00218907334273791,0,2002,2016,NA,NA,0
"2707","R&D","AA33","AGRICULTURE PRODUCTION (ADVANCED)",0.000933875714178812,0,2004,2016,NA,NA,0
"2708","R&D","AA34","R&D- AGRICULTURE: PRODUCTION (ENGINEERING DEVELOPMENT)",0.0150973589063421,0,2003,2015,NA,NA,0
"2709","R&D","AA35","R&D-AGRI PRODUCTION-OPSY DEV",0.00135250806497055,0,2003,2016,NA,NA,0
"2710","R&D","AA37","R&D- AGRICULTURE: PRODUCTION (COMMERCIALIZED)",0.00288365754200232,0,2001,2012,NA,NA,0
"2711","R&D","AA45","R&D-AQUACUL/HYDROPONICS-OPSY DEV",0.00051518194047767,0,2003,2003,NA,NA,0
"2712","R&D","AA47","RDTE/Aquaculture & Hydroponics-Op System Develop",0.00219708655967064,0,2003,2016,NA,NA,0
"2713","R&D","AA91","OTHER AGRICULTURE (BASIC)",0.0769126112225392,0,2001,2016,NA,NA,0
"2714","R&D","AA92","R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.0787268946215178,0,2000,2016,NA,NA,0
"2715","R&D","AA93","OTHER AGRICULTURE (ADVANCED)",0.0408218425727542,0,2002,2016,NA,NA,0
"2716","R&D","AA94","OTHER AGRICULTURE (ENGINEERING)",0.00117659703482905,0,2000,2015,NA,NA,0
"2717","R&D","AA95","OTHER AGRICULTURE (OPERATIONAL)",0.00703055768078778,0,2001,2016,NA,NA,0
"2718","R&D","AA97","R&D-OTHER AGRI-COMERCLIZ",0.000313317920250971,0,2009,2014,NA,NA,0
"2719","R&D","AB11","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH)",0.00728558469694246,0,2000,2016,NA,NA,0
"2720","R&D","AB12","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.00283183225478665,2.25774367786936e-05,2001,2016,2010,2011,0.0079727309908738
"2721","R&D","AB13","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ADVANCED DEVELOPMENT)",0.0074983092841576,-2.91962652016598e-06,2000,2016,2012,2012,-0.000389371311521459
"2722","R&D","AB14","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ENGINEERING DEVELOPMENT)",0.00424330970096435,1.53142526330244e-05,2000,2012,2010,2010,0.00360903486011028
"2723","R&D","AB15","R&D-CRIME PREVENT & CONT-OPSY DEV",0.00626016172404035,0,2000,2016,NA,NA,0
"2724","R&D","AB17","R&D-CRIME PREVENT & CONT-COMERCLIZ",0.00585688178246694,0,2001,2016,NA,NA,0
"2725","R&D","AB21","FIRE PREVENTION AND CONTROL (BASIC)",0.0518622733059947,0,2000,2016,NA,NA,0
"2726","R&D","AB22","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.0206413264803936,0,2000,2016,2016,2016,0
"2727","R&D","AB23","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ADVANCED DEVELOPMENT)",0.00332411294313426,0,2000,2016,NA,NA,0
"2728","R&D","AB24","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ENGINEERING DEVELOPMENT)",0.00306599314284811,0,2003,2016,NA,NA,0
"2729","R&D","AB25","R&D-FIRE PREVENT & CONT-OPSY DEV",0.000145288540344616,0,2004,2015,NA,NA,0
"2730","R&D","AB27","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (COMMERCIALIZED)",0.000879815704808428,0,2004,2016,NA,NA,0
"2731","R&D","AB31","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH)",0.00559707597878906,0,2004,2016,NA,NA,0
"2732","R&D","AB32","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.00107170782811995,0,2003,2016,NA,NA,0
"2733","R&D","AB33","R&D-RURAL SVCS & DEVELOP-ADV DEV",0.0320108839715671,0,2000,2014,NA,NA,0
"2734","R&D","AB34","R&D-RURAL SVCS & DEVELOP-ENG DEV",0.000834095728844212,0,2000,2015,NA,NA,0
"2735","R&D","AB35","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (OPERATIONAL SYSTEMS DEVELOPMENT)",0.00366353165842923,0,2010,2015,NA,NA,0
"2736","R&D","AB37","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (COMMERCIALIZED)",0.00112580071819204,-0.000294665050321392,2006,2013,2012,2013,-0.261738197142566
"2737","R&D","AB41","R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH)",0.014356067470575,0,2004,2016,NA,NA,0
"2738","R&D","AB42","R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.00187469864075735,0,2004,2015,NA,NA,0
"2739","R&D","AB43","R&D-URBAN SVCS & DEVELOP-ADV DEV",5.88398083792674e-05,0,2006,2006,NA,NA,0
"2740","R&D","AB44","R&D-URBAN SVCS & DEVELOP-ENG DEV",0.00195138445497845,0,2007,2016,NA,NA,0
"2741","R&D","AB45","R&D-URBAN SVCS & DEVELOP-OPSY DEV",0.000188210495597766,0,2003,2008,NA,NA,0
"2742","R&D","AB47","R&D-URBAN SVCS & DEVELOP-COMERCLIZ",0.000972444902786507,0,2004,2016,NA,NA,0
"2743","R&D","AB91","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH)",0.526654235811059,6.04779779177239e-06,2001,2016,2004,2012,1.14834314062976e-05
"2744","R&D","AB92","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.239550285033062,0,2000,2016,NA,NA,0
"2745","R&D","AB93","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT)",0.736369734632968,0.0117758830890055,2001,2016,2006,2007,0.0159918075596562
"2746","R&D","AB94","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT)",2.58436602059737,0.00032922867459516,2000,2016,2008,2010,0.00012739243279443
"2747","R&D","AB95","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)",0.1151298165741,0,2002,2016,NA,NA,0
"2748","R&D","AB97","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED)",0.0384106259323938,0,2000,2016,NA,NA,0
"2749","R&D","AC11","DEFENSE AIRCRAFT (BASIC)",4.15495847359512,0.00157351401217082,2000,2016,2004,2015,0.000378707518299051
"2750","R&D","AC12","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",5.91201223835493,0.00318893597555049,2000,2016,2007,2016,0.000539399420532634
"2751","R&D","AC13","DEFENSE AIRCRAFT (ADVANCED)",3.3627707708945,0.0174822694045028,2000,2016,2006,2015,0.00519876928746246
"2752","R&D","AC14","DEFENSE AIRCRAFT (ENGINEERING)",15.7511992724359,0.00497720355757373,2000,2016,2007,2014,0.000315988863545373
"2753","R&D","AC15","DEFENSE AIRCRAFT (OPERATIONAL)",82.5674286725892,0.000641177094646137,2000,2016,2011,2015,7.76549669711339e-06
"2754","R&D","AC17","R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED)",10.0723009064775,0.00240718701301295,2000,2016,2007,2016,0.000238990776324493
"2755","R&D","AC21","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH)",9.67345751396949,0.0447486576482787,2000,2016,2008,2016,0.00462592176413211
"2756","R&D","AC22","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",11.124936311023,0.00128945575588807,2000,2016,2007,2016,0.00011590679890998
"2757","R&D","AC23","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT)",45.6409887863563,0.749626842066086,2000,2016,2005,2016,0.0164244215999583
"2758","R&D","AC24","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT)",13.7327332074596,0.00394245233708753,2000,2016,2008,2016,0.000287084317268029
"2759","R&D","AC25","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT)",15.5748155483152,0.00603901693791956,2000,2016,2010,2013,0.000387742437089269
"2760","R&D","AC27","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED)",2.75361333318862,-0.00119966199,2000,2016,2015,2015,-0.000435668281940958
"2761","R&D","AC31","DEFENSE SHIPS (BASIC)",3.33196793889508,0.00858938168191035,2000,2016,2009,2012,0.0025778704475646
"2762","R&D","AC32","DEFENSE SHIPS (APPLIED/EXPLORATORY)",0.953564768716221,0.000147177848708627,2000,2016,2012,2016,0.000154344889342725
"2763","R&D","AC33","DEFENSE SHIPS (ADVANCED)",10.5993960822616,0.0449081853552595,2000,2016,2009,2014,0.00423686264827999
"2764","R&D","AC34","DEFENSE SHIPS (ENGINEERING)",1.30434479377005,0,2000,2016,2016,2016,0
"2765","R&D","AC35","DEFENSE SHIPS (OPERATIONAL)",0.634615660717794,0.000165839999964975,2000,2016,2009,2009,0.000261323522614299
"2766","R&D","AC37","R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED)",0.245393582177079,0,2000,2016,2008,2013,0
"2767","R&D","AC41","DEFENSE TANK - AUTOMOTIVE (BASIC)",1.72486675749091,0,2000,2016,NA,NA,0
"2768","R&D","AC42","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.448076006367271,0,2000,2016,NA,NA,0
"2769","R&D","AC43","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT)",3.08039155906897,0,2000,2016,2007,2007,0
"2770","R&D","AC44","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT)",0.711966641098581,0,2000,2016,NA,NA,0
"2771","R&D","AC45","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT)",0.207647448447456,0,2000,2016,NA,NA,0
"2772","R&D","AC47","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED)",0.276056151345052,0,2000,2016,NA,NA,0
"2773","R&D","AC51","R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH)",1.09016435172288,-2.94736780394736e-06,2000,2016,2013,2013,-2.70359950707374e-06
"2774","R&D","AC52","R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",2.3365772844334,0.00459886007918555,2000,2016,2006,2015,0.00196820370968415
"2775","R&D","AC53","R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT)",2.22100478846098,-1.29704829748654e-05,2000,2016,2013,2013,-5.83991670898338e-06
"2776","R&D","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)",7.54532665853588,0.000251366534894447,2000,2016,2016,2016,3.3314201792719e-05
"2777","R&D","AC55","R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT)",3.40241300397439,0,2000,2016,NA,NA,0
"2778","R&D","AC57","R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED)",1.17868598149654,0,2000,2016,NA,NA,0
"2779","R&D","AC61","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)",18.4896383482807,0.00495244236957654,2000,2016,2007,2016,0.000267849607238913
"2780","R&D","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",11.1249214632105,0.1010938685459,2000,2016,2004,2016,0.00908715345813558
"2781","R&D","AC63","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT)",14.483847499747,0.295430919317127,2000,2016,2006,2016,0.0203972680133706
"2782","R&D","AC64","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT)",14.483704570455,0.316641843951533,2000,2016,2006,2015,0.0218619374905951
"2783","R&D","AC65","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)",21.3166075736165,0.181027857202394,2000,2016,2006,2016,0.00849233896984865
"2784","R&D","AC67","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED)",8.26038807306744,0,2000,2016,NA,NA,0
"2785","R&D","AC91","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH)",0.153719355232846,0,2000,2016,NA,NA,0
"2786","R&D","AC92","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.202254654733719,0,2000,2016,2013,2013,0
"2787","R&D","AC93","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT)",0.691449603978797,7.80329108857863e-06,2000,2016,2006,2007,1.12854082838088e-05
"2788","R&D","AC94","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT)",0.116852399979615,0,2000,2016,NA,NA,0
"2789","R&D","AC95","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT)",0.478459492825166,0.00979659348192622,2000,2016,2010,2015,0.0204752829211939
"2790","R&D","AC97","R&D-MISC HARD GOODS-COMERCLIZ",0.0370313020621447,0,2000,2016,NA,NA,0
"2791","R&D","AD11","AMMUNITION (BASIC)",0.996662309843295,0.000219053812805529,2000,2016,2012,2016,0.00021978739503049
"2792","R&D","AD12","AMMUNITION (APPLIED/EXPLORATORY)",0.275028964373885,0.00132541444703494,2000,2016,2006,2008,0.00481918131805608
"2793","R&D","AD13","AMMUNITION (ADVANCED)",0.945998206016557,0,2000,2016,NA,NA,0
"2794","R&D","AD14","AMMUNITION (ENGINEERING)",0.50350262182606,0,2000,2016,NA,NA,0
"2795","R&D","AD15","AMMUNITION (OPERATIONAL)",0.791908542330296,0,2000,2016,2016,2016,0
"2796","R&D","AD17","R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED)",0.0482663554008898,0,2002,2016,NA,NA,0
"2797","R&D","AD20","R&D-SVCS",0.000842420952631064,0,2000,2005,NA,NA,0
"2798","R&D","AD21","R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)",14.506899069611,0.0118017773925797,2000,2016,2004,2016,0.000813528607040639
"2799","R&D","AD22","R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",3.22516432684939,0.00885662581631543,2000,2016,2006,2015,0.00274610063821688
"2800","R&D","AD23","R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT)",3.52248391781154,0.0818113441886345,2000,2016,2004,2016,0.0232254698949662
"2801","R&D","AD24","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)",10.6638517713032,0.0244953993347752,2000,2016,2005,2016,0.00229704987091935
"2802","R&D","AD25","R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)",11.1482625180139,0.0763135940226769,2000,2016,2004,2016,0.00684533521697803
"2803","R&D","AD27","R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED)",1.36973143165165,0.055370185365707,2000,2016,2013,2014,0.0404241182513717
"2804","R&D","AD31","R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH)",0.0124103697739624,-0.0036539083916002,2000,2016,2007,2010,-0.294423813161981
"2805","R&D","AD32","R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.0251941189409767,0,2000,2016,NA,NA,0
"2806","R&D","AD33","R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT)",0.0415009303543999,0,2000,2016,NA,NA,0
"2807","R&D","AD34","R&D- DEFENSE OTHER: SUBSISTENCE (ENGINEERING DEVELOPMENT)",0.0186071196816863,1.62732302838663e-05,2001,2016,2010,2010,0.00087457008727057
"2808","R&D","AD35","R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT)",0.0121559718496633,0.00011131701326251,2002,2016,2010,2011,0.00915739314299198
"2809","R&D","AD37","R&D- DEFENSE OTHER: SUBSISTENCE (COMMERCIALIZED)",0.0251370172106503,0,2002,2013,NA,NA,0
"2810","R&D","AD41","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH)",0.142005971895696,0,2000,2016,2009,2009,0
"2811","R&D","AD42","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.141335219794168,0,2000,2016,NA,NA,0
"2812","R&D","AD43","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT)",0.0905930935174721,0,2000,2016,NA,NA,0
"2813","R&D","AD44","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT)",0.138812049887762,0,2000,2016,NA,NA,0
"2814","R&D","AD45","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT)",0.132347508891582,0,2000,2016,NA,NA,0
"2815","R&D","AD47","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED)",0.00117736436454038,0,2000,2016,NA,NA,0
"2816","R&D","AD51","FUELS AND LUBRICANTS (BASIC)",0.0405890645321183,1.27910313484177e-05,2000,2016,2010,2010,0.00031513491369815
"2817","R&D","AD52","R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.151759296691335,0,2000,2016,NA,NA,0
"2818","R&D","AD53","FUELS AND LUBRICANTS (ADVANCED)",0.0288597339209554,0,2001,2016,NA,NA,0
"2819","R&D","AD54","FUELS AND LUBRICANTS (ENGINEERING)",0.0210801902359661,0,2000,2014,NA,NA,0
"2820","R&D","AD55","FUELS AND LUBRICANTS (OPERATIONAL)",0.0601563405231964,0,2000,2015,NA,NA,0
