"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"997",2014,"1003N","MEDICARE - Retiree Health Care Contribution, MC RES","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Total",NA,16971,NA,NA,NA
"998",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2013,"Total",NA,5100171,NA,NA,NA
"999",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2013,"Total",NA,1612718,NA,NA,NA
"1000",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2013,"Total",NA,1467347,NA,NA,NA
"1001",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2013,"Total",NA,204604,NA,NA,NA
"1002",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2013,"Total",NA,218362,NA,NA,NA
"1003",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","U",2013,"Total",NA,327221,NA,NA,NA
"1004",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","045","Allowances","Y","Add","U",2013,"Total",NA,152197,NA,NA,NA
"1005",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","U",2013,"Total",NA,61644,NA,NA,NA
"1006",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","U",2013,"Total",NA,388249,NA,NA,NA
"1007",2014,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Add","U",2013,"Total",NA,9048704,NA,NA,NA
"1008",2014,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Add","U",2013,"Total",NA,2871073,NA,NA,NA
"1009",2014,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Add","U",2013,"Total",NA,3507239,NA,NA,NA
"1010",2014,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Add","U",2013,"Total",NA,40899,NA,NA,NA
"1011",2014,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Add","U",2013,"Total",NA,439759,NA,NA,NA
"1012",2014,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","095","Allowances","Y","Add","U",2013,"Total",NA,620230,NA,NA,NA
"1013",2014,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Add","U",2013,"Total",NA,137532,NA,NA,NA
"1014",2014,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Add","U",2013,"Total",NA,692228,NA,NA,NA
"1015",2014,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Add","U",2013,"Total",NA,70369,NA,NA,NA
"1016",2014,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","U",2013,"Total",NA,1045059,NA,NA,NA
"1017",2014,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","U",2013,"Total",NA,206694,NA,NA,NA
"1018",2014,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","U",2013,"Total",NA,34,NA,NA,NA
"1019",2014,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","U",2013,"Total",NA,87255,NA,NA,NA
"1020",2014,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","U",2013,"Total",NA,75236,NA,NA,NA
"1021",2014,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","U",2013,"Total",NA,325360,NA,NA,NA
"1022",2014,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","U",2013,"Total",NA,530984,NA,NA,NA
"1023",2014,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","U",2013,"Total",NA,187760,NA,NA,NA
"1024",2014,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","U",2013,"Total",NA,15779,NA,NA,NA
"1025",2014,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","U",2013,"Total",NA,42843,NA,NA,NA
"1026",2014,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","U",2013,"Total",NA,30281,NA,NA,NA
"1027",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","U",2013,"Total",NA,149,NA,NA,NA
"1028",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","U",2013,"Total",NA,2514,NA,NA,NA
"1029",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","U",2013,"Total",NA,18000,NA,NA,NA
"1030",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","U",2013,"Total",NA,94857,NA,NA,NA
"1031",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits","Y","Add","U",2013,"Total",NA,0,NA,NA,NA
"1032",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","U",2013,"Total",NA,340,NA,NA,NA
"1033",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","U",2013,"Total",NA,519,NA,NA,NA
"1034",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","U",2013,"Total",NA,5326,NA,NA,NA
"1035",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","U",2013,"Total",NA,1975,NA,NA,NA
"1036",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","U",2013,"Total",NA,67132,NA,NA,NA
"1037",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","U",2013,"Total",NA,37228,NA,NA,NA
"1038",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2013,"Total",NA,16565,NA,NA,NA
"1039",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","U",2013,"Total",NA,0,NA,NA,NA
"1040",2014,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","Y","Add","U",2013,"Total",NA,0,NA,NA,NA
"1041",2014,"3500F","Military Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Total",NA,220121,NA,NA,NA
"1042",2014,"3500F","Military Personnel, Air Force","AF","","Less Reimbursables","","Less Reimbursables","N","Add","U",2013,"Total",NA,-417114,NA,NA,NA
"1043",2014,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","01","Health Care Contribution - Officers","300","Air Force","Y","Add","U",2013,"Total",NA,238926,NA,NA,NA
"1044",2014,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","02","Health Care Contribution - Enlisted","300","Air Force","Y","Add","U",2013,"Total",NA,972112,NA,NA,NA
"1045",2014,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Total",NA,230770,NA,NA,NA
"1046",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2013,"Total",NA,698550,NA,NA,NA
"1047",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","U",2013,"Total",NA,103514,NA,NA,NA
"1048",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2013,"Total",NA,64919,NA,NA,NA
"1049",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","U",2013,"Total",NA,50,NA,NA,NA
"1050",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","U",2013,"Total",NA,773,NA,NA,NA
"1051",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2013,"Total",NA,146738,NA,NA,NA
"1052",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2013,"Total",NA,302541,NA,NA,NA
"1053",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2013,"Total",NA,372149,NA,NA,NA
"1054",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2013,"Total",NA,17512,NA,NA,NA
"1055",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","U",2013,"Total",NA,55095,NA,NA,NA
"1056",2014,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Add","U",2013,"Total",NA,4872,NA,NA,NA
"1057",2014,"3700F","Reserve Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Total",NA,-18178,NA,NA,NA
"1058",2014,"1008F","MEDICARE - Retiree Health Care Contribution, AF RES","AF","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Air Force","Y","Add","U",2013,"Total",NA,143450,NA,NA,NA
"1059",2014,"1008F","MEDICARE - Retiree Health Care Contribution, AF RES","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Total",NA,30477,NA,NA,NA
"1060",2014,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2013,"Total",NA,910733,NA,NA,NA
"1061",2014,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2013,"Total",NA,122985,NA,NA,NA
"1062",2014,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","U",2013,"Total",NA,4811,NA,NA,NA
"1063",2014,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2013,"Total",NA,245857,NA,NA,NA
"1064",2014,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2013,"Total",NA,153064,NA,NA,NA
"1065",2014,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2013,"Total",NA,1648453,NA,NA,NA
"1066",2014,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2013,"Total",NA,34635,NA,NA,NA
"1067",2014,"3850F","National Guard Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Total",NA,-2232,NA,NA,NA
"1068",2014,"1009F","MEDICARE - Retiree Health Care Contribution, AF GUARD","AF","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Air Force","Y","Add","U",2013,"Total",NA,226800,NA,NA,NA
"1069",2014,"1009F","MEDICARE - Retiree Health Care Contribution, AF GUARD","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Total",NA,48158,NA,NA,NA
"1070",2014,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Total",NA,NA,NA,NA,NA
"1071",2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Total",NA,NA,NA,NA,NA
"1072",2014,"   by appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Total",NA,NA,NA,NA,NA
"1073",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2014,"Base",NA,NA,NA,NA,6751445
"1074",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2014,"Base",NA,NA,NA,NA,2182873
"1075",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2014,"Base",NA,NA,NA,NA,2110476
"1076",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2014,"Base",NA,NA,NA,NA,281099
"1077",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2014,"Base",NA,NA,NA,NA,89669
"1078",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","U",2014,"Base",NA,NA,NA,NA,374353
"1079",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","U",2014,"Base",NA,NA,NA,NA,225840
"1080",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","U",2014,"Base",NA,NA,NA,NA,107216
"1081",2014,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","U",2014,"Base",NA,NA,NA,NA,513274
"1082",2014,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Add","U",2014,"Base",NA,NA,NA,NA,12761868
"1083",2014,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Add","U",2014,"Base",NA,NA,NA,NA,4130751
"1084",2014,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Add","U",2014,"Base",NA,NA,NA,NA,4653429
"1085",2014,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Add","U",2014,"Base",NA,NA,NA,NA,95637
"1086",2014,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Add","U",2014,"Base",NA,NA,NA,NA,507912
"1087",2014,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","095","Allowances","Y","Add","U",2014,"Base",NA,NA,NA,NA,915101
"1088",2014,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Add","U",2014,"Base",NA,NA,NA,NA,287133
"1089",2014,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Add","U",2014,"Base",NA,NA,NA,NA,976224
"1090",2014,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Add","U",2014,"Base",NA,NA,NA,NA,77959
"1091",2014,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","U",2014,"Base",NA,NA,NA,NA,1252752
"1092",2014,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","U",2014,"Base",NA,NA,NA,NA,707647
"1093",2014,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","U",2014,"Base",NA,NA,NA,NA,2121
"1094",2014,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","U",2014,"Base",NA,NA,NA,NA,169697
"1095",2014,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","U",2014,"Base",NA,NA,NA,NA,126908
"1096",2014,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","U",2014,"Base",NA,NA,NA,NA,524098
"1097",2014,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","U",2014,"Base",NA,NA,NA,NA,693315
"1098",2014,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","U",2014,"Base",NA,NA,NA,NA,222146
"1099",2014,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","U",2014,"Base",NA,NA,NA,NA,9887
"1100",2014,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","U",2014,"Base",NA,NA,NA,NA,10160
"1101",2014,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","U",2014,"Base",NA,NA,NA,NA,40238
"1102",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","U",2014,"Base",NA,NA,NA,NA,960
"1103",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","U",2014,"Base",NA,NA,NA,NA,725
"1104",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","U",2014,"Base",NA,NA,NA,NA,61900
"1105",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","U",2014,"Base",NA,NA,NA,NA,282863
"1106",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1107",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","U",2014,"Base",NA,NA,NA,NA,636
"1108",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","U",2014,"Base",NA,NA,NA,NA,4326
"1109",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1110",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","U",2014,"Base",NA,NA,NA,NA,326
"1111",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1112",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","U",2014,"Base",NA,NA,NA,NA,117559
"1113",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2014,"Base",NA,NA,NA,NA,42407
"1114",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Traumatic Injury Protection Coverage (T-SGLI)","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1115",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1116",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1117",2014,"2010A","Military Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1118",2014,"2010A","Military Personnel, Army","ARMY","","Less Reimbursables","","Less Reimbursables","N","Add","U",2014,"Base",NA,NA,NA,NA,-275140
"1119",2014,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","01","Health Care Contribution - Officers","300","Military Personnel, Army","Y","Add","U",2014,"Base",NA,NA,NA,NA,348209
"1120",2014,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","02","Health Care Contribution - Enlisted","300","Military Personnel, Army","Y","Add","U",2014,"Base",NA,NA,NA,NA,1475889
"1121",2014,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1122",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2014,"Base",NA,NA,NA,NA,1578274
"1123",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","U",2014,"Base",NA,NA,NA,NA,39508
"1124",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2014,"Base",NA,NA,NA,NA,276721
"1125",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","U",2014,"Base",NA,NA,NA,NA,13225
"1126",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","U",2014,"Base",NA,NA,NA,NA,7629
"1127",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2014,"Base",NA,NA,NA,NA,206138
"1128",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2014,"Base",NA,NA,NA,NA,261954
"1129",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2014,"Base",NA,NA,NA,NA,2034705
"1130",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2014,"Base",NA,NA,NA,NA,22687
"1131",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","U",2014,"Base",NA,NA,NA,NA,63459
"1132",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Add","U",2014,"Base",NA,NA,NA,NA,60961
"1133",2014,"2070A","Reserve Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1134",2014,"1005A","MEDICARE - Retiree Health Care Contribution, A RES","ARMY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Army","Y","Add","U",2014,"Base",NA,NA,NA,NA,426728
"1135",2014,"1005A","MEDICARE - Retiree Health Care Contribution, A RES","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1136",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2014,"Base",NA,NA,NA,NA,2400466
"1137",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2014,"Base",NA,NA,NA,NA,557753
"1138",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","U",2014,"Base",NA,NA,NA,NA,35718
"1139",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2014,"Base",NA,NA,NA,NA,576399
"1140",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2014,"Base",NA,NA,NA,NA,665242
"1141",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2014,"Base",NA,NA,NA,NA,3779017
"1142",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2014,"Base",NA,NA,NA,NA,26673
"1143",2014,"2060A","National Guard Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1144",2014,"1006A","MEDICARE - Retiree Health Care Contribution, A GUARD","ARMY","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Army","Y","Add","U",2014,"Base",NA,NA,NA,NA,741919
"1145",2014,"1006A","MEDICARE - Retiree Health Care Contribution, A GUARD","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2014,"Base",NA,NA,NA,NA,0
"1146",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2014,"Base",NA,NA,NA,NA,3934736
"1147",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2014,"Base",NA,NA,NA,NA,1273217
"1148",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2014,"Base",NA,NA,NA,NA,1413796
"1149",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2014,"Base",NA,NA,NA,NA,160319
"1150",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2014,"Base",NA,NA,NA,NA,131293
"1151",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","U",2014,"Base",NA,NA,NA,NA,432843
"1152",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","U",2014,"Base",NA,NA,NA,NA,127172
"1153",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","U",2014,"Base",NA,NA,NA,NA,39244
"1154",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","U",2014,"Base",NA,NA,NA,NA,299218
"1155",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Add","U",2014,"Base",NA,NA,NA,NA,8610541
"1156",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Add","U",2014,"Base",NA,NA,NA,NA,2789555
