"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","EnactedTotal","PBtotal","PBtype"
"5828",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Training Buildings","Cannon AFB","SOF ADAL Simulator Facility","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5829",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Airfield Operational Buildings","Cannon AFB","SOF Squadron Operations Facility","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5830",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Camp Lejeune, North Carolina","SOF Armory Facility Expansion","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5831",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","SOF Communications Training Complex","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5832",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Squadron HQ Addition","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5833",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Operational Buildings","Fort Bragg","SOF Entry Control Point","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5834",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Battalion Operations Complex","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5835",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Brigade Headquarters","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5836",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Operational Buildings","Fort Bragg","SOF Group Headquarters","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5837",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Battalion Operations Facility","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5838",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Administrative Annex","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5839",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Pope AFB","SOF Training Facility","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5840",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Communication Buildings","Dam Neck","SOF Logistic Support Facility","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5841",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Ground Operational Buildings","Dam Neck","SOF Building Renovation","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5842",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Ground Operational Buildings","Dam Neck","SOF Military Working Dog Facility","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5843",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Ground Operational Buildings","Joint Expeditionary Base Little Creek - Story","SOF Seal Team Operations Facility","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5844",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Ground Operational Buildings","Joint Base Lewis-Mcchord","SOF Company Operations Facility","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5845",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","FL","FLORIDA","Dispensaries & Clinics","Eglin AFB","Medical Clinic","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5846",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","GA","GEORGIA","Medical Centers & Hospitals","Fort Stewart, Georgia","Hospital Addition/Alteration Phase 2","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5847",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Medical Centers & Hospitals","Great Lakes","Health Clinic Demolition","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5848",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Medical Centers & Hospitals","Fort Campbell, Kentucky","Hospital Addition/Alteration","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5849",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Rdt&E Science Laborartories","Aberdeen Proving Ground","USAMRICD Replacement, Inc 4","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5850",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Personnel Support Facilities","Bethesda Naval Hospital","Child Development Center Addition/Alteration","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5851",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Rdt&E Science Laborartories","Fort Detrick","USAMRIID Stage I, Inc 6","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5852",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Dental Clinics","Joint Base Andrews","Dental Clinic Replacement","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5853",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Dispensaries & Clinics","Joint Base Andrews","Ambulatory Care Center Inc 2","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5854",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Dispensaries & Clinics","Gulfport","Medical Clinic Replacement","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5855",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","NY","NEW YORK","Dispensaries & Clinics","Fort Drum, New York","Medical Clinic","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5856",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","NY","NEW YORK","Dental Clinics","Fort Drum, New York","Dental Clinic Addition/Alteration","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5857",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Medical Centers & Hospitals","Fort Bragg","Hospital Alteration","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5858",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","TX","TEXAS","Medical Centers & Hospitals","Fort Bliss","Hospital Replacement Incr 3","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5859",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","TX","TEXAS","Medical Centers & Hospitals","Joint Base San Antonio","Hospital Nutrition Care Department Add/Alt","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5860",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","TX","TEXAS","Medical Centers & Hospitals","Joint Base San Antonio","Ambulatory Care Center Phase 3 Incr","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5861",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","GY","GERMANY","Medical Centers & Hospitals","Rhine Ordnance Barracks","Medical Center Replacement Incr 1","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5862",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Foreign Currency","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5863",2014,"0500D","0500","D","Mil Con, Def-Wide","WHS","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Replace Firecrash/Rescue Station","Pentagon","Heliport Control Tower/Fire Station","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5864",2014,"0500D","0500","D","Mil Con, Def-Wide","WHS","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Sidewalks & Other Pavements","Pentagon","Pentagon Memorial Pedestrian Plaza","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5865",2014,"0500D","0500","D","Mil Con, Def-Wide","WHS","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5866",2014,"0500D","0500","D","Mil Con, Def-Wide","DEFW","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5867",2014,"0500D","0500","D","Mil Con, Def-Wide","DLA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Various Worldwide Locations","Unspecified Minor Construction","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5868",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5869",2014,"0500D","0500","D","Mil Con, Def-Wide","TJS","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Exercise Related Minor Construction","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5870",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Minor Construction","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5871",2014,"0500D","0500","D","Mil Con, Def-Wide","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5872",2014,"0500D","0500","D","Mil Con, Def-Wide","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5873",2014,"0500D","0500","D","Mil Con, Def-Wide","DEFW","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5874",2014,"0500D","0500","D","Mil Con, Def-Wide","DEFW","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design General Reduction","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5875",2014,"0500D","0500","D","Mil Con, Def-Wide","DFAS","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5876",2014,"0500D","0500","D","Mil Con, Def-Wide","DIA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5877",2014,"0500D","0500","D","Mil Con, Def-Wide","DISA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5878",2014,"0500D","0500","D","Mil Con, Def-Wide","DLA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5879",2014,"0500D","0500","D","Mil Con, Def-Wide","DODEA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5880",2014,"0500D","0500","D","Mil Con, Def-Wide","MDA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5881",2014,"0500D","0500","D","Mil Con, Def-Wide","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5882",2014,"0500D","0500","D","Mil Con, Def-Wide","NSA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5883",2014,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5884",2014,"0500D","0500","D","Mil Con, Def-Wide","TMA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5885",2014,"0500D","0500","D","Mil Con, Def-Wide","WHS","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5886",2014,"051004D","051004","D","BRAC - Defense","DLA","04","BASE CLOSURE IV","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure Acct Part IV","Brac - Closure Iv","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5887",2014,"0391D","0391","D","Chem Demil Const","ARMY","01","Chem/Demil Const","CO","COLORADO","Ammunition, Explosives, and Toxic Maintenance Facilities","Pueblo Depot","Ammunition Demilitarization Facility, Ph XIII","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5888",2014,"0391D","0391","D","Chem Demil Const","ARMY","01","Chem/Demil Const","KY","KENTUCKY","Ammunition, Explosives, and Toxic Maintenance Facilities","Blue Grass Army Depot","Ammunition Demilitarization  Ph XII","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5889",2014,"0765D","0765","D","Fam Hsg O&M, DW","DLA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","Utilities Account","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5890",2014,"0765D","0765","D","Fam Hsg O&M, DW","NSA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","Utilities Account","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5891",2014,"0765D","0765","D","Fam Hsg O&M, DW","DIA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5892",2014,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5893",2014,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","Services Account","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5894",2014,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Management Account","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5895",2014,"0765D","0765","D","Fam Hsg O&M, DW","NSA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5896",2014,"0765D","0765","D","Fam Hsg O&M, DW","DIA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5897",2014,"0765D","0765","D","Fam Hsg O&M, DW","NSA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5898",2014,"0765D","0765","D","Fam Hsg O&M, DW","DLA","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance of Real Property","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5899",2014,"0765D","0765","D","Fam Hsg O&M, DW","NSA","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance of Real Property","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5900",2014,"4090D","4090","D","Homeowners Asst Fund","ARMY","02","OTHER OPERATING COSTS","ZU","WORLDWIDE UNSPECIFIED","HAP - Other Operating Costs","Unspecified Worldwide Locations","Homeowers Assistance Program","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5901",2014,"051204D","051204","D","FY 2005 BRAC - DW","DCMA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","H&Sa-53: Misc Dod/Def Ags/Foa Leased Locs","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5902",2014,"051204D","051204","D","FY 2005 BRAC - DW","DFAS","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","H&Sa-18: Def Finance And Accounting Svs","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5903",2014,"051204D","051204","D","FY 2005 BRAC - DW","DISA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","H&Sa-45: Cons Disa/Est Jnt C4isr D&A","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5904",2014,"051204D","051204","D","FY 2005 BRAC - DW","DLA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","S&S-43: Commodity Management Privatization","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5905",2014,"051204D","051204","D","FY 2005 BRAC - DW","DMACT","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","H&Sa-71: New Defense Media Agency","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5906",2014,"051204D","051204","D","FY 2005 BRAC - DW","MDA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","H&Sa-47: Missile And Space Def Agencies","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5907",2014,"051204D","051204","D","FY 2005 BRAC - DW","NGA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Int-4: NGA Activities","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5908",2014,"051204D","051204","D","FY 2005 BRAC - DW","WHS","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","H&Sa-53: Misc Dod/Def Ags/Foa Leased Locs","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5909",2014,"0804D","0804","D","NATO Sec Inv Prgm","DEFW","01","Nato Sec Inv Ogm","ZU","WORLDWIDE UNSPECIFIED","Nato Security Investment Program","Nato Security Investment Program","Nato Security Investment Program","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5910",2014,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","01","DIRECT LOAN SUBSIDY","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","Family Housing Improvement Fund","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5911",2014,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","05","RE-EST DIR LOAN SUBSIDY","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","Family Housing Improvement Fund","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5912",2014,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","10","PROG EXPENSES","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","Family Housing Improvement Fund","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5913",2014,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","11","EQUITY INVESTMENT","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","Family Housing Improvement Fund","U","2012","X.........Auth.........Amount...","Base",NA,NA,0
"5914",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Training Ranges","Fort Wainwright","Modified Record Fire Range","U","2013","X.........Auth.........Amount...","Total",10400,NA,NA
"5915",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Training Ranges","Joint Base Elmendorf-Richardson","Modified Record Fire Range","U","2013","X.........Auth.........Amount...","Total",7900,NA,NA
"5916",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Misc Utilities-Each","Concord","Lightning Protection System","U","2013","X.........Auth.........Amount...","Total",5800,NA,NA
"5917",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Installation, Repair & Operation Maint Fac.","Concord","Engineering/Housing Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",3100,NA,NA
"5918",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Training Ranges","Fort Carson, Colorado","Digital Multipurpose Training Range","U","2013","X.........Auth.........Amount...","Total",18000,NA,NA
"5919",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","DC","DISTRICT OF COLUMBIA","Install & Org Covered Storage","Fort Mcnair","Vehicle Storage Building, Installation","U","2013","X.........Auth.........Amount...","Total",7200,NA,NA
"5920",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Refregeration (AC) Source","Fort Benning","Ground Source Heat Transfer System","U","2013","X.........Auth.........Amount...","Total",16000,NA,NA
"5921",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Gordon","Modified Record Fire Range","U","2013","X.........Auth.........Amount...","Total",4000,NA,NA
"5922",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Gordon","Multipurpose Machine Gun Range","U","2013","X.........Auth.........Amount...","Total",7100,NA,NA
"5923",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Refregeration (AC) Source","Fort Gordon","Ground Source Heat Transfer System","U","2013","X.........Auth.........Amount...","Total",12200,NA,NA
"5924",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Stewart, Georgia","Digital Multipurpose Training Range","U","2013","X.........Auth.........Amount...","Total",22000,NA,NA
"5925",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Stewart, Georgia","Automated Combat Pistol Qual Crse","U","2013","X.........Auth.........Amount...","Total",3650,NA,NA
"5926",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Airfield Operational Buildings","Fort Stewart, Georgia","Unmanned Aerial Vehicle Complex","U","2013","X.........Auth.........Amount...","Total",24000,NA,NA
"5927",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Ranges","Pohakuloa Training Area","Automated Infantry Platoon Battle Course","U","2013","X.........Auth.........Amount...","Total",29000,NA,NA
"5928",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Enlisted Personnel Unaccompanied Personnel Housing","Schofield Barracks","Barracks","U","2013","X.........Auth.........Amount...","Total",96000,NA,NA
"5929",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Enlisted Personnel Unaccompanied Personnel Housing","Wheeler Army Air Field","Combat Aviation Brigade Barracks","U","2013","X.........Auth.........Amount...","Total",85000,NA,NA
"5930",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Aircraft Maintenance Facilities","Fort Riley, Kansas","Unmanned Aerial Vehicle Complex","U","2013","X.........Auth.........Amount...","Total",12200,NA,NA
"5931",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Enlisted Personnel Unaccompanied Personnel Housing","Fort Campbell, Kentucky","Battalion Headquarters Complex","U","2013","X.........Auth.........Amount...","Total",55000,NA,NA
"5932",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Ranges","Fort Campbell, Kentucky","Live Fire Exercise Shoothouse","U","2013","X.........Auth.........Amount...","Total",3800,NA,NA
"5933",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Tank and Automotive Maintenance Facilities","Fort Campbell, Kentucky","Unmanned Aerial Vehicle Complex","U","2013","X.........Auth.........Amount...","Total",23000,NA,NA
