"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProject","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","ActualTotal","EnactedTotal","PBtype"
"1500",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Piers and Wharfs","Joint Base Langley-Eustis","16DLA019","Replace Fuel Pier and Distribution Facility","U","2016","AuthForAppnAmount","Total",NA,28000,NA
"1501",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","GY","GERMANY","POL Pipelines","Spangdahlem AB","16DLA061","Construct Fuel Pipeline","U","2016","AuthForAppnAmount","Total",NA,5500,NA
"1502",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","DJ","DJIBOUTI","Bulk Liquid Fuel Storage","Camp Lemonier, Djibouti","16DLA066","Construct Fuel Storage & Distrib. Facilities","U","2016","AuthForAppnAmount","Total",NA,43700,NA
"1503",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","AL","ALABAMA","Education Facilities","Fort Rucker","16FRAL01","Fort Rucker ES/PS Consolidation/Replacement","U","2016","AuthForAppnAmount","Total",NA,46787,NA
"1504",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","AL","ALABAMA","Education Facilities","Maxwell AFB","16MXAL01","Maxwell ES/MS Replacement/Renovation","U","2016","AuthForAppnAmount","Total",NA,32968,NA
"1505",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Education Facilities","Fort Knox","16FKKY01","Fort Knox HS Renovation/MS Addition","U","2016","AuthForAppnAmount","Total",NA,23279,NA
"1506",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","NY","NEW YORK","Education Facilities","West Point","14WENY01","West Point Elementary School Replacement","U","2016","AuthForAppnAmount","Total",NA,55778,NA
"1507",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Education Facilities","Fort Bragg","08280008","Butner Elementary School Replacement","U","2016","AuthForAppnAmount","Total",NA,32944,NA
"1508",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Education Facilities","Fort Jackson","15PBD004","Pierce Terrace Elementary School Replacement","U","2016","AuthForAppnAmount","Total",NA,26157,NA
"1509",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Garmisch","15GUGY02","Garmisch E/MS-Addition/Modernization","U","2016","AuthForAppnAmount","Total",NA,14676,NA
"1510",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Grafenwoehr","14PDM001","Grafenwoehr Elementary School Replacement","U","2016","AuthForAppnAmount","Total",NA,38138,NA
"1511",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Stuttgart-Patch Barracks","14PEGY01","Patch Elementary School Replacement","U","2016","AuthForAppnAmount","Total",NA,49413,NA
"1512",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","SP","SPAIN","Education Facilities","Rota","16RTSP01","Rota ES and HS Additions","U","2016","AuthForAppnAmount","Total",NA,13737,NA
"1513",2017,"0500D","0500","D","Mil Con, Def-Wide","MDA","01","MAJOR CONSTRUCTION","PL","POLAND","Other Operational","RedziKowo Base","D1600640","Aegis Ashore Missile Defense System Complex","U","2016","AuthForAppnAmount","Total",NA,169153,NA
"1514",2017,"0500D","0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Electric Power Transmission & Dist Lines","Fort Meade","D16G0007","NSAW Campus Feeders Phase 2","U","2016","AuthForAppnAmount","Total",NA,33745,NA
"1515",2017,"0500D","0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Other Operational","Fort Meade","D16G0008","NSAW Recapitalize Building #2 Incr 2","U","2016","AuthForAppnAmount","Total",NA,34897,NA
"1516",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Tank and Automotive Maintenance Facilities","Camp Pendleton, California","160P1126","SOF Combat Service Support Facility","U","2016","AuthForAppnAmount","Total",NA,10181,NA
"1517",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Camp Pendleton, California","160P1320","SOF Performance Resiliency Center-West","U","2016","AuthForAppnAmount","Total",NA,10371,NA
"1518",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Operational Support Buildings","Coronado","160P-920","SOF Logistics Support Unit One Ops Fac. #2","U","2016","AuthForAppnAmount","Total",NA,47218,NA
"1519",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CO","COLORADO","Training Buildings","Fort Carson, Colorado","16047942","SOF Language Training Facility","U","2016","AuthForAppnAmount","Total",NA,8243,NA
"1520",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","FL","FLORIDA","Aircraft Maintenance Facilities","Hurlburt Field","16073010","SOF Fuel Cell Maintenance Hangar","U","2016","AuthForAppnAmount","Total",NA,17989,NA
"1521",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","FL","FLORIDA","Util/Misc","Macdill AFB","16143703","SOF Operational Support Facility","U","2016","AuthForAppnAmount","Total",NA,39142,NA
"1522",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Support Facilities","Fort Campbell, Kentucky","16081897","SOF Company HQ/Classrooms","U","2016","AuthForAppnAmount","Total",NA,12553,NA
"1523",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Airfield Operational Buildings","Cannon AFB","16083021","SOF Squadron Operations Facility","U","2016","AuthForAppnAmount","Total",NA,11565,NA
"1524",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Ground Operational Buildings","Cannon AFB","16133003","SOF ST Operational Training Facilities","U","2016","AuthForAppnAmount","Total",NA,13146,NA
"1525",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Camp Lejeune, North Carolina","160P1219","SOF Marine Battalion Company/Team Facilities","U","2016","AuthForAppnAmount","Total",NA,54970,NA
"1526",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Tank and Automotive Maintenance Facilities","Camp Lejeune, North Carolina","160P1288","SOF Combat Service Support Facility","U","2016","AuthForAppnAmount","Total",NA,14036,NA
"1527",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","16003003","SOF 21 STS Operations Facility","U","2016","AuthForAppnAmount","Total",NA,16863,NA
"1528",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","16076513","SOF Special Tactics Facility (PH 2)","U","2016","AuthForAppnAmount","Total",NA,43887,NA
"1529",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","16076518","SOF Indoor Range","U","2016","AuthForAppnAmount","Total",NA,8303,NA
"1530",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","16079439","SOF Intelligence Training Center","U","2016","AuthForAppnAmount","Total",NA,28265,NA
"1531",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","16080773","SOF Battalion Operations Facility","U","2016","AuthForAppnAmount","Total",NA,38549,NA
"1532",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Training Buildings","Joint Expeditionary Base Little Creek - Story","160P-777","SOF Applied Instruction Facility","U","2016","AuthForAppnAmount","Total",NA,23916,NA
"1533",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","XC","CONUS CLASSIFIED","Aircraft Maintenance Facilities","Classified Location","16103016","Operations Support Facility","U","2016","AuthForAppnAmount","Total",NA,20065,NA
"1534",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","JA","JAPAN","Airfield Aprons","Kadena AB","16C03002","Airfield Pavements","U","2016","AuthForAppnAmount","Total",NA,37485,NA
"1535",2017,"0500D","0500","D","Mil Con, Def-Wide","DEFW","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D03D0003","Unspecified Minor Construction","U","2016","AuthForAppnAmount","Total",NA,3000,NA
"1536",2017,"0500D","0500","D","Mil Con, Def-Wide","DHA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D1678198","Unspecified Minor Construction","U","2016","AuthForAppnAmount","Total",NA,5000,NA
"1537",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","16999998","Unspecified Minor Construction","U","2016","AuthForAppnAmount","Total",NA,15676,NA
"1538",2017,"0500D","0500","D","Mil Con, Def-Wide","TJS","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D90J0001","Exercise Related Minor Construction","U","2016","AuthForAppnAmount","Total",NA,8687,NA
"1539",2017,"0500D","0500","D","Mil Con, Def-Wide","DEFW","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D03D0004","Planning and Design","U","2016","AuthForAppnAmount","Total",NA,13500,NA
"1540",2017,"0500D","0500","D","Mil Con, Def-Wide","DEFW","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D15ECIPPD","ECIP Design","U","2016","AuthForAppnAmount","Total",NA,10000,NA
"1541",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","16DLA000","Planning & Design","U","2016","AuthForAppnAmount","Total",NA,31772,NA
"1542",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","10DESIGN","Planning and Design","U","2016","AuthForAppnAmount","Total",NA,42183,NA
"1543",2017,"0500D","0500","D","Mil Con, Def-Wide","MDA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","16999903","Planning and Design","U","2016","AuthForAppnAmount","Total",NA,30000,NA
"1544",2017,"0500D","0500","D","Mil Con, Def-Wide","NGA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","117NGA99","Planning and Design","U","2016","AuthForAppnAmount","Total",NA,27202,NA
"1545",2017,"0500D","0500","D","Mil Con, Def-Wide","NSA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D16G0006","Planning and Design","U","2016","AuthForAppnAmount","Total",NA,1078,NA
"1546",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","16999999","Planning and Design","U","2016","AuthForAppnAmount","Total",NA,31628,NA
"1547",2017,"0500D","0500","D","Mil Con, Def-Wide","WHS","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D9999999","Planning and Design","U","2016","AuthForAppnAmount","Total",NA,3041,NA
"1548",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","D88S0026","Utilities","U","2016","AuthForAppnAmount","Total",NA,172,NA
"1549",2017,"0765D","0765","D","Fam Hsg O&M, DW","NSA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","D88G0017","Utilities","U","2016","AuthForAppnAmount","Total",NA,474,NA
"1550",2017,"0765D","0765","D","Fam Hsg O&M, DW","DIA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88L0003","Furnishings","U","2016","AuthForAppnAmount","Total",NA,3402,NA
"1551",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88S0024","Furnishings","U","2016","AuthForAppnAmount","Total",NA,20,NA
"1552",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","D88S0025","Services","U","2016","AuthForAppnAmount","Total",NA,31,NA
"1553",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","D92S0029","Management","U","2016","AuthForAppnAmount","Total",NA,388,NA
"1554",2017,"0765D","0765","D","Fam Hsg O&M, DW","NSA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88G0013","Furnishings","U","2016","AuthForAppnAmount","Total",NA,781,NA
"1555",2017,"0765D","0765","D","Fam Hsg O&M, DW","DIA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","D88L0004","Leasing","U","2016","AuthForAppnAmount","Total",NA,41273,NA
"1556",2017,"0765D","0765","D","Fam Hsg O&M, DW","NSA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","D88G0018","Leasing","U","2016","AuthForAppnAmount","Total",NA,10679,NA
"1557",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","D88S0027","Maintenance","U","2016","AuthForAppnAmount","Total",NA,344,NA
"1558",2017,"0765D","0765","D","Fam Hsg O&M, DW","NSA","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","D88G0019","Maintenance","U","2016","AuthForAppnAmount","Total",NA,1104,NA
"1559",2017,"0804D","0804","D","NATO Sec Inv Prgm","DEFW","01","Nato Sec Inv Pgm","ZU","WORLDWIDE UNSPECIFIED","Nato Security Investment Program","Nato Security Investment Program","D96D0005","Nato Security Investment Program","U","2016","AuthForAppnAmount","Total",NA,135000,NA
"1560",2017,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","05","RE-EST DIR LOAN SUBSIDY","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","D99D0004","Reestimate of Direct Loan Subsidy","U","2016","AuthForAppnAmount","Total",NA,924,NA
"1561",2017,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","06","INT ON RE-EST DIR LOAN","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","D99D0004","Intrest on Re-Estimate of Direct Loan Subsidy","U","2016","AuthForAppnAmount","Total",NA,278,NA
"1562",2017,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","07","RE-EST LOAN GUAR SUBSIDY","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","D99D0007","Re-Estimate of Loan Guarantee Subsidy","U","2016","AuthForAppnAmount","Total",NA,925,NA
"1563",2017,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","08","INT RE-EST LOAN GUAR SUB","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","D99D0008","Int Re-Est Loan Guar Subsidy","U","2016","AuthForAppnAmount","Total",NA,206,NA
"1564",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Aircraft Maintenance Facilities","Fort Wainwright","08134700","Unmanned Aerial Vehicle Hangar","U","2017","AuthForAppnAmount","Base",NA,NA,47000
"1565",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Airfield Operational Buildings","Concord","07487700","Access Control Point","U","2017","AuthForAppnAmount","Base",NA,NA,12600
"1566",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Training Ranges","Fort Carson, Colorado","07217600","Automated Infantry Platoon Battle Course","U","2017","AuthForAppnAmount","Base",NA,NA,8100
"1567",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aircraft Maintenance Facilities","Fort Carson, Colorado","07589300","Unmanned Aerial Vehicle Hangar","U","2017","AuthForAppnAmount","Base",NA,NA,5000
"1568",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Airfield Operational Buildings","Fort Gordon","08581800","Cyber Protection Team Ops Facility","U","2017","AuthForAppnAmount","Base",NA,NA,90000
"1569",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Stewart, Georgia","06702900","Automated Qualification/Training Range","U","2017","AuthForAppnAmount","Base",NA,NA,14800
"1570",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Airfield Operational Buildings","Fort Shafter","07659300","Command and Control Facility, Incr 2","U","2017","AuthForAppnAmount","Base",NA,NA,40000
"1571",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Ranges","Fort Hood, Texas","07177700","Automated Infantry Platoon Battle Course","U","2017","AuthForAppnAmount","Base",NA,NA,7600
"1572",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Training Ranges","Camp Williams","07753800","Live Fire Exercise Shoothouse","U","2017","AuthForAppnAmount","Base",NA,NA,7400
"1573",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Airfield Operational Buildings","Fort Belvoir","08628500","Secure Admin/Operations Facility, Incr 2","U","2017","AuthForAppnAmount","Base",NA,NA,64000
"1574",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Unaccom Personnel Housing Mess Fac","Garmisch","08696000","Dining Facility","U","2017","AuthForAppnAmount","Base",NA,NA,9600
"1575",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Install & Org Covered Storage","Wiesbaden Army Airfield","08674500","Controlled Humidity Warehouse","U","2017","AuthForAppnAmount","Base",NA,NA,16500
"1576",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Install & Org Covered Storage","Wiesbaden Army Airfield","08695800","Hazardous Material Storage Building","U","2017","AuthForAppnAmount","Base",NA,NA,2700
"1577",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Airfield Operational Buildings","East Camp Grafenwoehr","06238000","Training Support Center","U","2017","AuthForAppnAmount","Base",NA,NA,22000
"1578",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GB","GUANTANAMO BAY, CUBA","Emergency Unaccom Personnel Housing","Guantanamo Bay","06957900","Mass Migration Complex","U","2017","AuthForAppnAmount","Base",NA,NA,33000
"1579",2017,"2050A","2050","A","MILCON, Army","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","08016100","Minor Construction FY17","U","2017","AuthForAppnAmount","Base",NA,NA,25000
"1580",2017,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","08016200","Planning and Design FY17","U","2017","AuthForAppnAmount","Base",NA,NA,80159
"1581",2017,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Host Nation Support (P&D)","Unspecified Worldwide Locations","08016300","Host Nation Support FY17","U","2017","AuthForAppnAmount","Base",NA,NA,18000
"1582",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Tank and Automotive Maintenance Facilities","Hilo","15003500","Combined Support Maintenance Shop","U","2017","AuthForAppnAmount","Base",NA,NA,31000
"1583",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IA","IOWA","Training Buildings","Davenport","19002500","National Guard Readiness Center","U","2017","AuthForAppnAmount","Base",NA,NA,23000
"1584",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Training Buildings","Fort Leavenworth","20010100","National Guard Readiness Center","U","2017","AuthForAppnAmount","Base",NA,NA,29000
"1585",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NH","NEW HAMPSHIRE","Tank and Automotive Maintenance Facilities","Rochester","33042500","National Guard Vehicle Maintenance Shop","U","2017","AuthForAppnAmount","Base",NA,NA,8900
"1586",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NH","NEW HAMPSHIRE","Tank and Automotive Maintenance Facilities","Hooksett","33001900","National Guard Vehicle Maintenance Shop","U","2017","AuthForAppnAmount","Base",NA,NA,11000
"1587",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Buildings","Ardmore","40060100","National Guard Readiness Center","U","2017","AuthForAppnAmount","Base",NA,NA,22000
"1588",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","Training Buildings","York","42035400","National Guard Readiness Center","U","2017","AuthForAppnAmount","Base",NA,NA,9300
"1589",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","RI","RHODE ISLAND","Training Buildings","East Greenwich","44006400","National Guard/Reserve Center Building (JFHQ)","U","2017","AuthForAppnAmount","Base",NA,NA,20000
"1590",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Training Buildings","Camp Williams","49060100","National Guard Readiness Center","U","2017","AuthForAppnAmount","Base",NA,NA,37000
"1591",2017,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WY","WYOMING","Training Buildings","Laramie","56008400","National Guard Readiness Center","U","2017","AuthForAppnAmount","Base",NA,NA,21000
"1592",2017,"2085A","2085","A","MILCON, ARNG","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","99002200","Unspecified Minor Construction","U","2017","AuthForAppnAmount","Base",NA,NA,12001
"1593",2017,"2085A","2085","A","MILCON, ARNG","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","99003300","Planning and Design","U","2017","AuthForAppnAmount","Base",NA,NA,8729
"1594",2017,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Safety, Disp, & Rehab Fac","Fort Hunter Liggett","07103600","Emergency Services Center","U","2017","AuthForAppnAmount","Base",NA,NA,21500
"1595",2017,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Hunter Liggett","08652100","Transient Training Barracks","U","2017","AuthForAppnAmount","Base",NA,NA,19000
"1596",2017,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Tank and Automotive Maintenance Facilities","Dublin","08873300","Organizational Maintenance Shop/AMSA","U","2017","AuthForAppnAmount","Base",NA,NA,6000
"1597",2017,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Unaccom Personnel Housing Mess Fac","Fort Mccoy","08068400","AT/MOB Dining Facility","U","2017","AuthForAppnAmount","Base",NA,NA,11400
"1598",2017,"2086A","2086","A","MILCON, Army R","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","08083300","Unspecified Minor Construction","U","2017","AuthForAppnAmount","Base",NA,NA,2830
"1599",2017,"2086A","2086","A","MILCON, Army R","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","07779800","Planning and Design","U","2017","AuthForAppnAmount","Base",NA,NA,7500
"1600",2017,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","NEW CONSTRUCTION","KR","KOREA","Fam Hsg Dewellings","Camp Humphreys","08668900","Family Housing New Construction","U","2017","AuthForAppnAmount","Base",NA,NA,143563
"1601",2017,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","NEW CONSTRUCTION","KR","KOREA","Fam Hsg Dewellings","Camp Walker","08142800","Family Housing New Construction","U","2017","AuthForAppnAmount","Base",NA,NA,54554
"1602",2017,"0720A","0720","A","Fam Hsg Con, Army","ARMY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","07750000","Planning & Design","U","2017","AuthForAppnAmount","Base",NA,NA,2618
"1603",2017,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","19350000","Utilities","U","2017","AuthForAppnAmount","Base",NA,NA,55428
"1604",2017,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","19110000","Management","U","2017","AuthForAppnAmount","Base",NA,NA,40344
