"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","FiscalYear","Project.Title","BudgetMetric","OriginType","EnactedType","PBtotal","PBtype","EnactedTotal"
"8860",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT BLISS","2011","THAAD Battery Complex","TOAamount","Base",0,NA,NA,NA
"8861",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT HOOD, TEXAS","2011","Live Fire Exercise Shoothouse","TOAamount","Base",0,NA,NA,NA
"8862",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT HOOD, TEXAS","2011","Convoy Live Fire","TOAamount","Base",0,NA,NA,NA
"8863",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT HOOD, TEXAS","2011","Battalion Complex","TOAamount","Base",0,NA,NA,NA
"8864",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT HOOD, TEXAS","2011","Company Operations Facilities","TOAamount","Base",0,NA,NA,NA
"8865",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT HOOD, TEXAS","2011","Brigade Complex","TOAamount","Base",0,NA,NA,NA
"8866",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT HOOD, TEXAS","2011","Urban Assault Course","TOAamount","Base",0,NA,NA,NA
"8867",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRCRAFT MAINTENANCE FACILITIES","FORT HOOD, TEXAS","2011","Unmanned Aerial System (UAS) Hangar","TOAamount","Base",0,NA,NA,NA
"8868",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","SIMULATION FACILITIES","FORT SAM HOUSTON, TEXAS","2011","Simulations Center","TOAamount","Base",0,NA,NA,NA
"8869",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT SAM HOUSTON, TEXAS","2011","Training Aids Center","TOAamount","Base",0,NA,NA,NA
"8870",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT A.P. HILL","2011","MOUT Collective Training Fac","TOAamount","Base",0,NA,NA,NA
"8871",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING BUILDINGS","FORT A.P. HILL","2011","Indoor Firing Range","TOAamount","Base",0,NA,NA,NA
"8872",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING RANGES","FORT A.P. HILL","2011","Light Demolition Range","TOAamount","Base",0,NA,NA,NA
"8873",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING RANGES","FORT A.P. HILL","2011","1200 Meter Range","TOAamount","Base",0,NA,NA,NA
"8874",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING RANGES","FORT A.P. HILL","2011","Known Distance Range","TOAamount","Base",0,NA,NA,NA
"8875",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT EUSTIS","2011","Warrior in Transition Complex","TOAamount","Base",0,NA,NA,NA
"8876",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING RANGES","FORT LEE","2011","Automated Qualification Training Range","TOAamount","Base",0,NA,NA,NA
"8877",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","MUSEUMS & MEMORIALS","FORT LEE","2011","Museum Operations Support Building","TOAamount","Base",0,NA,NA,NA
"8878",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","AIRFIELD OPERATIONAL BUILDINGS","FORT LEE","2011","Training Aids Center","TOAamount","Base",0,NA,NA,NA
"8879",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT LEE","2011","Company Operations Facility","TOAamount","Base",0,NA,NA,NA
"8880",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEWIS","2011","Barracks Complex","TOAamount","Base",0,NA,NA,NA
"8881",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEWIS","2011","Barracks","TOAamount","Base",0,NA,NA,NA
"8882",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT LEWIS","2011","Rappelling Training Area","TOAamount","Base",0,NA,NA,NA
"8883",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT LEWIS","2011","Regional Logistic Spt Complex Warehouse","TOAamount","Base",0,NA,NA,NA
"8884",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT LEWIS","2011","Regional Logistic Support Complex","TOAamount","Base",0,NA,NA,NA
"8885",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","TRAINING RANGES","YAKIMA","2011","Sniper Field Fire Range","TOAamount","Base",0,NA,NA,NA
"8886",2012,"2050A","2050","A","Milcon, A","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","2011","Minor Construction FY 11","TOAamount","Base",0,NA,NA,NA
"8887",2012,"2050A","2050","A","Milcon, A","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2011","Planning and Design FY11","TOAamount","Base",0,NA,NA,NA
"8888",2012,"2050A","2050","A","Milcon, A","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","HOST NATION SUPPORT (P&D)","UNSPECIFIED WORLDWIDE LOCATIONS","2011","Host Nation Support FY 11","TOAamount","Base",0,NA,NA,NA
"8889",2012,"2050A","2050","A","Milcon, A","ARMY","04","SUPPORTING ACTIVITIES","GA","GEORGIA","LAND PURCHASE, CONDEMNATION, DONATION, OR TRANSFER","FORT BENNING","2011","Land Acquisition","TOAamount","Base",0,NA,NA,NA
"8890",2012,"2050A","2050","A","Milcon, A","ARMY","04","SUPPORTING ACTIVITIES","LA","LOUISIANA","LAND PURCHASE, CONDEMNATION, DONATION, OR TRANSFER","FORT POLK, LOUISIANA","2011","Land Acquisition","TOAamount","Base",0,NA,NA,NA
"8891",2012,"2050A","2050","A","Milcon, A","ARMY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","GENERAL","UNSPECIFIED WORLDWIDE LOCATIONS","2011","Adj to Match Continuing Resolution","TOAamount","Base",0,NA,NA,NA
"8892",2012,"051001A","051001","A","BRAC, A","ARMY","02","Base Closure II","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT IV","BASE REALIGNMENT & CLOSURE, ARMY","2011","Base Realignment & Closure","TOAamount","Base",0,NA,NA,NA
"8893",2012,"051001A","051001","A","BRAC, A","ARMY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","GENERAL","UNSPECIFIED WORLDWIDE LOCATIONS","2011","Adj to Match Continuing Resolution","TOAamount","Base",0,NA,NA,NA
"8894",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","CAMP ROBINSON","2011","Combined Support Maintenance Shop","TOAamount","Base",0,NA,NA,NA
"8895",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT CHAFFEE","2011","Combined Arms Collective Training Facility","TOAamount","Base",0,NA,NA,NA
"8896",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","TRAINING RANGES","FORT CHAFFEE","2011","Live Fire Shoot House","TOAamount","Base",0,NA,NA,NA
"8897",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","AZ","ARIZONA","TRAINING BUILDINGS","FLORENCE","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8898",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING FACILITIES OTHER THAN BUILDINGS","CAMP ROBERTS","2011","Combined Arms Collective Training Facility","TOAamount","Base",0,NA,NA,NA
"8899",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING BUILDINGS","FORT CARSON, COLORADO","2011","Regional Training Institute","TOAamount","Base",0,NA,NA,NA
"8900",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","AIRCRAFT MAINTENANCE FACILITIES","GYPSUM","2011","HAATS/AASF","TOAamount","Base",0,NA,NA,NA
"8901",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING BUILDINGS","COLORADO SPRINGS","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8902",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING BUILDINGS","WINDSOR","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8903",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CT","CONNECTICUT","TRAINING BUILDINGS","WINDSOR LOCKS","2011","Readiness Center (Aviation)","TOAamount","Base",0,NA,NA,NA
"8904",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","DE","DELAWARE","TRAINING BUILDINGS","NEW CASTLE","2011","Armed Forces Reserve Center(JFHQ)","TOAamount","Base",0,NA,NA,NA
"8905",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING BUILDINGS","DOBBINS ARB","2011","Readiness Center Add/Alt","TOAamount","Base",0,NA,NA,NA
"8906",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING BUILDINGS","CUMMING","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8907",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","GU","GUAM","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","BARRIGADA","2011","Combined Support Maint Shop Ph1","TOAamount","Base",0,NA,NA,NA
"8908",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","KALAELOA","2011","Combined Support Maintenance Shop","TOAamount","Base",0,NA,NA,NA
"8909",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","ID","IDAHO","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","GOWEN FIELD","2011","Barracks (ORTC)Ph1","TOAamount","Base",0,NA,NA,NA
"8910",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","ID","IDAHO","AIRCRAFT MAINTENANCE FACILITIES","MOUNTAIN HOME","2011","Tactical Unmanned Aircraft System Facility","TOAamount","Base",0,NA,NA,NA
"8911",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","SPRINGFIELD","2011","Combined Support Maintenance Shop Add/Alt","TOAamount","Base",0,NA,NA,NA
"8912",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","TRAINING BUILDINGS","WICHITA","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8913",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","WICHITA","2011","Field Maintenance Shop","TOAamount","Base",0,NA,NA,NA
"8914",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TRAINING BUILDINGS","BURLINGTON","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8915",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","AIRCRAFT MAINTENANCE FACILITIES","FORT POLK, LOUISIANA","2011","Tactical Unmanned Aircraft System Facility","TOAamount","Base",0,NA,NA,NA
"8916",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","TRAINING BUILDINGS","MINDEN","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8917",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","TRAINING BUILDINGS","HANSCOM AFB","2011","Armed Forces Reserve Center(JFHQ)Ph2","TOAamount","Base",0,NA,NA,NA
"8918",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","AIRCRAFT MAINTENANCE FACILITIES","ST INIGOES","2011","Tactical Unmanned Aircraft System Facility","TOAamount","Base",0,NA,NA,NA
"8919",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MI","MICHIGAN","TRAINING FACILITIES OTHER THAN BUILDINGS","CAMP GRAYLING RANGE","2011","Combined Arms Collective Training Facility","TOAamount","Base",0,NA,NA,NA
"8920",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","ARDEN HILLS","2011","Field Maintenance Shop","TOAamount","Base",0,NA,NA,NA
"8921",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","TRAINING RANGES","CAMP RIPLEY","2011","Infantry Squad Battle Course","TOAamount","Base",0,NA,NA,NA
"8922",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","AIRCRAFT MAINTENANCE FACILITIES","CAMP RIPLEY","2011","Tactical Unmanned Aircraft System Facility","TOAamount","Base",0,NA,NA,NA
"8923",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","TRAINING BUILDINGS","HIGH POINT","2011","Readiness Center Add/Alt","TOAamount","Base",0,NA,NA,NA
"8924",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","TRAINING BUILDINGS","CAMP GRAFTON","2011","Readiness Center Add/Alt","TOAamount","Base",0,NA,NA,NA
"8925",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NE","NEBRASKA","TRAINING BUILDINGS","LINCOLN","2011","Readiness Center Add/Alt","TOAamount","Base",0,NA,NA,NA
"8926",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NE","NEBRASKA","TRAINING BUILDINGS","MEAD","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8927",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NH","NEW HAMPSHIRE","TRAINING BUILDINGS","PEMBROKE","2011","Classroom Facility (Regional Training Institu","TOAamount","Base",0,NA,NA,NA
"8928",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NH","NEW HAMPSHIRE","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","PEMBROKE","2011","Barracks Facility (Regional Training Institut","TOAamount","Base",0,NA,NA,NA
"8929",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","TRAINING BUILDINGS","FARMINGTON","2011","Readiness Center Add/Alt","TOAamount","Base",0,NA,NA,NA
"8930",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","TRAINING RANGES","CAMP SANTIAGO","2011","Multipurpose Machine Gun Range","TOAamount","Base",0,NA,NA,NA
"8931",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","TRAINING RANGES","CAMP SANTIAGO","2011","Live Fire Shoot House","TOAamount","Base",0,NA,NA,NA
"8932",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","RI","RHODE ISLAND","ADMIN BLDGS","EAST GREENWICH","2011","United States Property & Fiscal Office","TOAamount","Base",0,NA,NA,NA
"8933",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","SD","SOUTH DAKOTA","TRAINING BUILDINGS","WATERTOWN","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8934",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","CAMP MAXEY","2011","Combat Pistol/Military Pistol Qualification C","TOAamount","Base",0,NA,NA,NA
"8935",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","CAMP SWIFT","2011","Urban Assault Course","TOAamount","Base",0,NA,NA,NA
"8936",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","VI","VIRGIN ISLANDS","TRAINING BUILDINGS","ST.  CROIX","2011","Readiness Center(JFHQ)","TOAamount","Base",0,NA,NA,NA
"8937",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","TACOMA","2011","Combined Support Maintenance Shop","TOAamount","Base",0,NA,NA,NA
"8938",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","AIRFIELD APRONS","MADISON","2011","Aircraft Parking","TOAamount","Base",0,NA,NA,NA
"8939",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WV","WEST VIRGINIA","TRAINING BUILDINGS","MORGANTOWN","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8940",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WV","WEST VIRGINIA","TRAINING BUILDINGS","MOOREFIELD","2011","Readiness Center","TOAamount","Base",0,NA,NA,NA
"8941",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WY","WYOMING","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","LARAMIE","2011","Field Maintenance Shop","TOAamount","Base",0,NA,NA,NA
"8942",2012,"2085A","2085","A","MCon,Army NG","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","2011","Unspecified Minor Construction","TOAamount","Base",0,NA,NA,NA
"8943",2012,"2085A","2085","A","MCon,Army NG","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2011","Planning and Design","TOAamount","Base",0,NA,NA,NA
"8944",2012,"2085A","2085","A","MCon,Army NG","ARMY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","GENERAL","UNSPECIFIED WORLDWIDE LOCATIONS","2011","Adj to Match Continuing Resolution","TOAamount","Base",0,NA,NA,NA
"8945",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","FAIRFIELD","2011","Army Reserve Center","TOAamount","Base",0,NA,NA,NA
"8946",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","IMPACT, MANEUVER, AND TRAINING AREAS","FORT HUNTER LIGGETT","2011","Grenade Launcher Range","TOAamount","Base",0,NA,NA,NA
"8947",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","IMPACT, MANEUVER, AND TRAINING AREAS","FORT HUNTER LIGGETT","2011","Hand Grenade Familiarization Range (Live)","TOAamount","Base",0,NA,NA,NA
"8948",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","IMPACT, MANEUVER, AND TRAINING AREAS","FORT HUNTER LIGGETT","2011","Light Demolition Range","TOAamount","Base",0,NA,NA,NA
"8949",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT HUNTER LIGGETT","2011","ECS Tactical Equipment Maint Facility","TOAamount","Base",0,NA,NA,NA
"8950",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT HUNTER LIGGETT","2011","Tactical Vehicle Wash Rack","TOAamount","Base",0,NA,NA,NA
"8951",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","INSTALL & ORG COVERED STORAGE","FORT HUNTER LIGGETT","2011","ECS Warehouse","TOAamount","Base",0,NA,NA,NA
"8952",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING BUILDINGS","MIAMI","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8953",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING BUILDINGS","ORLANDO","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8954",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING BUILDINGS","WEST PALM BEACH","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8955",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING BUILDINGS","MACON","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8956",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","IA","IOWA","TRAINING BUILDINGS","DES MOINES","2011","Army Reserve Center","TOAamount","Base",0,NA,NA,NA
"8957",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","TRAINING BUILDINGS","QUINCY","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8958",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","TRAINING BUILDINGS","MICHIGAN CITY","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8959",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","IMPACT, MANEUVER, AND TRAINING AREAS","DEVENS RESERVE FORCES TRAINING AREA","2011","Automated Record Fire Range","TOAamount","Base",0,NA,NA,NA
"8960",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING BUILDINGS","KANSAS CITY","2011","Army Reserve Center","TOAamount","Base",0,NA,NA,NA
"8961",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","TRAINING BUILDINGS","LAS CRUCES","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8962",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","TRAINING BUILDINGS","BINGHAMTON","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8963",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","DALLAS","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8964",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","SAN MARCOS","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8965",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","RIO GRANDE","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8966",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING BUILDINGS","FORT A.P. HILL","2011","Army Reserve Center","TOAamount","Base",0,NA,NA,NA
"8967",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING BUILDINGS","ROANOKE","2011","Army Reserve Center/Land","TOAamount","Base",0,NA,NA,NA
"8968",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING BUILDINGS","VIRGINIA BEACH","2011","Army Reserve Center","TOAamount","Base",0,NA,NA,NA
"8969",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","TRAINING BUILDINGS","FORT MCCOY","2011","NCO Academy Phase II","TOAamount","Base",0,NA,NA,NA
"8970",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT MCCOY","2011","AT/MOB Billeting Complex Phase I","TOAamount","Base",0,NA,NA,NA
