"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype"
"589",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"Base",NA,NA,NA,9158
"590",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"Base",NA,NA,NA,288654
"591",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"Base",NA,NA,NA,278060
"592",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"Base",NA,NA,NA,65101
"593",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"Base",NA,NA,NA,372411
"594",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"Base",NA,NA,NA,489789
"595",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"Base",NA,NA,NA,324565
"596",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"Base",NA,NA,NA,750
"597",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"Base",NA,NA,NA,79378
"598",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"Base",NA,NA,NA,10079
"599",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"Base",NA,NA,NA,239442
"600",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"Base",NA,NA,NA,115330
"601",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"Base",NA,NA,NA,55528
"602",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"Base",NA,NA,NA,742
"603",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"Base",NA,NA,NA,6305
"604",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"Base",NA,NA,NA,13818
"605",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"Base",NA,NA,NA,2683
"606",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"Base",NA,NA,NA,1823
"607",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"Base",NA,NA,NA,19
"608",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"Base",NA,NA,NA,17200
"609",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"Base",NA,NA,NA,69359
"610",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"Base",NA,NA,NA,4249
"611",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"Base",NA,NA,NA,159
"612",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"Base",NA,NA,NA,2853
"613",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"Base",NA,NA,NA,278
"614",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"Base",NA,NA,NA,0
"615",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2011,"Base",NA,NA,NA,5573
"616",2017,"1105N","Military Personnel, Marine Corps","","","Less Reimbursables","","Less Reimbursables","U",2011,"Base",NA,NA,NA,-20160
"617",2017,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","01","Pay And Allowances Of Officers","300","Marine Corps","U",2011,"Base",NA,NA,NA,119836
"618",2017,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","02","Pay And Allowances Of Enlisted","300","Marine Corps","U",2011,"Base",NA,NA,NA,1022485
"619",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Base",NA,NA,NA,626657
"620",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Active Duty)","U",2011,"Base",NA,NA,NA,9070
"621",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Base",NA,NA,NA,45603
"622",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","60","Mobilization Training","U",2011,"Base",NA,NA,NA,8434
"623",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","70","School Training","U",2011,"Base",NA,NA,NA,45930
"624",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","80","Special Training","U",2011,"Base",NA,NA,NA,89647
"625",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","90","Administration And Support","U",2011,"Base",NA,NA,NA,1061128
"626",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","100","Education Benefits","U",2011,"Base",NA,NA,NA,3780
"627",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","120","Health Profession Scholarship","U",2011,"Base",NA,NA,NA,53942
"628",2017,"1002N","MEDICARE - Retiree Health Care Contribution , N RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Navy","U",2011,"Base",NA,NA,NA,241584
"629",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Base",NA,NA,NA,196974
"630",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"Base",NA,NA,NA,36116
"631",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Base",NA,NA,NA,96138
"632",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","60","Mobilization Training","U",2011,"Base",NA,NA,NA,3724
"633",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","70","School Training","U",2011,"Base",NA,NA,NA,16810
"634",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","80","Special Training","U",2011,"Base",NA,NA,NA,27688
"635",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","90","Administration And Support","U",2011,"Base",NA,NA,NA,216537
"636",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","95","Platoon Leader Class","U",2011,"Base",NA,NA,NA,12256
"637",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","100","Education Benefits","U",2011,"Base",NA,NA,NA,11198
"638",2017,"1003N","MEDICARE - Retiree Health Care Contribution , MC RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Marine Corps","U",2011,"Base",NA,NA,NA,132115
"639",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"Base",NA,NA,NA,4687593
"640",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"Base",NA,NA,NA,1522644
"641",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2011,"Base",NA,NA,NA,1347403
"642",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"Base",NA,NA,NA,182253
"643",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"Base",NA,NA,NA,239121
"644",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"Base",NA,NA,NA,322642
"645",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"Base",NA,NA,NA,128157
"646",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"Base",NA,NA,NA,64974
"647",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"Base",NA,NA,NA,355711
"648",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"Base",NA,NA,NA,8540083
"649",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"Base",NA,NA,NA,2781402
"650",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"Base",NA,NA,NA,3038904
"651",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"Base",NA,NA,NA,36980
"652",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"Base",NA,NA,NA,396103
"653",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"Base",NA,NA,NA,570857
"654",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"Base",NA,NA,NA,124411
"655",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"Base",NA,NA,NA,653317
"656",2017,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2011,"Base",NA,NA,NA,75383
"657",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"Base",NA,NA,NA,872055
"658",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"Base",NA,NA,NA,169924
"659",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"Base",NA,NA,NA,37
"660",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"Base",NA,NA,NA,87377
"661",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"Base",NA,NA,NA,72521
"662",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"Base",NA,NA,NA,296604
"663",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"Base",NA,NA,NA,505198
"664",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"Base",NA,NA,NA,176549
"665",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"Base",NA,NA,NA,23561
"666",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"Base",NA,NA,NA,40772
"667",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"Base",NA,NA,NA,28936
"668",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"Base",NA,NA,NA,131
"669",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"Base",NA,NA,NA,2179
"670",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"Base",NA,NA,NA,19900
"671",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"Base",NA,NA,NA,49143
"672",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2011,"Base",NA,NA,NA,1760
"673",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"Base",NA,NA,NA,484
"674",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"Base",NA,NA,NA,395
"675",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"Base",NA,NA,NA,6903
"676",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"Base",NA,NA,NA,1578
"677",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"Base",NA,NA,NA,0
"678",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"Base",NA,NA,NA,45571
"679",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2011,"Base",NA,NA,NA,16185
"680",2017,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2011,"Base",NA,NA,NA,-363946
"681",2017,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay And Allowances Of Officers","300","Air Force","U",2011,"Base",NA,NA,NA,359828
"682",2017,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay And Allowances Of Enlisted","300","Air Force","U",2011,"Base",NA,NA,NA,1495219
"683",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Base",NA,NA,NA,670341
"684",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"Base",NA,NA,NA,101951
"685",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Base",NA,NA,NA,54850
"686",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"Base",NA,NA,NA,50
"687",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","60","Mobilization Training","U",2011,"Base",NA,NA,NA,447
"688",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2011,"Base",NA,NA,NA,163272
"689",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2011,"Base",NA,NA,NA,243233
"690",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2011,"Base",NA,NA,NA,378772
"691",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2011,"Base",NA,NA,NA,18295
"692",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","120","Health Profession Scholarship","U",2011,"Base",NA,NA,NA,51331
"693",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","130","Other Programs (Admin & Support)","U",2011,"Base",NA,NA,NA,4255
"694",2017,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2011,"Base",NA,NA,NA,240074
"695",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Base",NA,NA,NA,939636
"696",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Base",NA,NA,NA,99839
"697",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"Base",NA,NA,NA,298
"698",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2011,"Base",NA,NA,NA,209944
"699",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2011,"Base",NA,NA,NA,131226
"700",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2011,"Base",NA,NA,NA,1692112
"701",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2011,"Base",NA,NA,NA,30543
"702",2017,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","01","Unit & Individual Training","300","National Guard Personnel, Air Force","U",2011,"Base",NA,NA,NA,387696
"703",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","5","Basic Pay","U",2011,"OCO",NA,NA,NA,1237779
"704",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual","U",2011,"OCO",NA,NA,NA,313278
"705",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2011,"OCO",NA,NA,NA,349839
"706",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence","U",2011,"OCO",NA,NA,NA,44752
"707",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"OCO",NA,NA,NA,2835
"708",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"OCO",NA,NA,NA,159261
"709",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"OCO",NA,NA,NA,56632
"710",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"OCO",NA,NA,NA,1303
"711",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"OCO",NA,NA,NA,94650
"712",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"OCO",NA,NA,NA,2708271
"713",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"OCO",NA,NA,NA,693325
"714",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"OCO",NA,NA,NA,1113877
"715",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"OCO",NA,NA,NA,6714
"716",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"OCO",NA,NA,NA,574120
"717",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"OCO",NA,NA,NA,241921
"718",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"OCO",NA,NA,NA,26276
"719",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"OCO",NA,NA,NA,207174
"720",2017,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2011,"OCO",NA,NA,NA,0
"721",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"OCO",NA,NA,NA,329046
"722",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"OCO",NA,NA,NA,1871805
"723",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"OCO",NA,NA,NA,0
"724",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"OCO",NA,NA,NA,45512
"725",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"OCO",NA,NA,NA,0
"726",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"OCO",NA,NA,NA,107025
"727",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"OCO",NA,NA,NA,45514
"728",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"OCO",NA,NA,NA,0
"729",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"OCO",NA,NA,NA,0
"730",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"OCO",NA,NA,NA,0
"731",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"OCO",NA,NA,NA,0
"732",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"OCO",NA,NA,NA,0
"733",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"OCO",NA,NA,NA,16102
"734",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"OCO",NA,NA,NA,66220
"735",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"OCO",NA,NA,NA,192223
"736",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"OCO",NA,NA,NA,0
"737",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"OCO",NA,NA,NA,0
"738",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"OCO",NA,NA,NA,0
"739",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2011,"OCO",NA,NA,NA,1895
"740",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"OCO",NA,NA,NA,0
"741",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"OCO",NA,NA,NA,171060
"742",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"OCO",NA,NA,NA,0
"743",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","U",2011,"OCO",NA,NA,NA,0
"744",2017,"2010A","Military Personnel, Army","","","Less Reimbursables","","Less Reimbursables","U",2011,"OCO",NA,NA,NA,0
"745",2017,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","01","Pay And Allowances Of Officers","300","Military Personnel, Army","U",2011,"OCO",NA,NA,NA,8153
"746",2017,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","02","Pay And Allowances Of Enlisted","300","Military Personnel, Army","U",2011,"OCO",NA,NA,NA,108917
"747",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",NA,NA,NA,104230
"748",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"OCO",NA,NA,NA,0
"749",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"OCO",NA,NA,NA,0
"750",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"OCO",NA,NA,NA,0
"751",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","60","Mobilization Training","U",2011,"OCO",NA,NA,NA,0
"752",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","70","School Training","U",2011,"OCO",NA,NA,NA,9886
"753",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","80","Special Training","U",2011,"OCO",NA,NA,NA,153915
"754",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","90","Administration And Support","U",2011,"OCO",NA,NA,NA,0
"755",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","100","Education Benefits","U",2011,"OCO",NA,NA,NA,0
"756",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","120","Health Profession Scholarship","U",2011,"OCO",NA,NA,NA,0
"757",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","130","Other Programs","U",2011,"OCO",NA,NA,NA,0
"758",2017,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","01","Unit & Individual Training","300","Reserve Personnel, Army","U",2011,"OCO",NA,NA,NA,0
"759",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",NA,NA,NA,231547
"760",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"OCO",NA,NA,NA,0
"761",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"OCO",NA,NA,NA,0
"762",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","70","School Training","U",2011,"OCO",NA,NA,NA,0
"763",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","80","Special Training","U",2011,"OCO",NA,NA,NA,550090
"764",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","90","Administration And Support","U",2011,"OCO",NA,NA,NA,46485
"765",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","100","Education Benefits","U",2011,"OCO",NA,NA,NA,0
"766",2017,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","01","Unit & Individual Training","300","National Guard Personnel, Army","U",2011,"OCO",NA,NA,NA,0
"767",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"OCO",NA,NA,NA,213340
