"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","U",2015,"Total",,18100,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","U",2015,"Total",,106452,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","U",2015,"Total",,20495,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","U",2015,"Total",,277,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","U",2015,"Total",,4053,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","Y","Add","U",2015,"Total",,30,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","U",2015,"Total",,39,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","U",2015,"Total",,11147,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","U",2015,"Total",,21584,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2015,"Total",,12312,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","U",2015,"Total",,0,,,
2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","240","Cancelled Account Payment","Y","Add","U",2015,"Total",,0,,,
2016,"1453N","Military Personnel, Navy","NAVY","","Less Reimbursables","","Less Reimbursables","N","Add","U",2015,"Total",,-348782,,,
2016,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","01","Health Care Contribution - Officers","300","Navy","Y","Add","U",2015,"Total",,222352,,,
2016,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","02","Health Care Contribution - Enlisted","300","Navy","Y","Add","U",2015,"Total",,1090319,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2015,"Total",,1543113,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2015,"Total",,491767,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2015,"Total",,511498,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2015,"Total",,65343,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2015,"Total",,38223,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","U",2015,"Total",,8000,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","U",2015,"Total",,34767,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","U",2015,"Total",,39694,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","U",2015,"Total",,117255,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Add","U",2015,"Total",,4887170,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Add","U",2015,"Total",,1560967,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Add","U",2015,"Total",,1602398,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Add","U",2015,"Total",,9946,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Add","U",2015,"Total",,118973,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","Y","Add","U",2015,"Total",,299501,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","Y","Add","U",2015,"Total",,210660,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","Y","Add","U",2015,"Total",,372797,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","U",2015,"Total",,445802,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","U",2015,"Total",,353006,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","U",2015,"Total",,10,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","U",2015,"Total",,49622,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","U",2015,"Total",,18121,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","U",2015,"Total",,166732,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","U",2015,"Total",,87931,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","U",2015,"Total",,95174,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","U",2015,"Total",,785,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","U",2015,"Total",,5064,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","U",2015,"Total",,5841,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","165","Other","Y","Add","U",2015,"Total",,3056,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","U",2015,"Total",,614,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","U",2015,"Total",,321,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","U",2015,"Total",,11700,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","U",2015,"Total",,86039,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","U",2015,"Total",,7000,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","U",2015,"Total",,84,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","U",2015,"Total",,1527,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","U",2015,"Total",,67,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","U",2015,"Total",,3216,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2015,"Total",,3910,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","U",2015,"Total",,0,,,
2016,"1105N","Military Personnel, Marine Corps","NAVY","","Less Reimbursables","","Less Reimbursables","N","Add","U",2015,"Total",,-25452,,,
2016,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","01","Health Care Contribution - Officers","300","Marine Corps","Y","Add","U",2015,"Total",,86906,,,
2016,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","02","Health Care Contribution - Enlisted","300","Marine Corps","Y","Add","U",2015,"Total",,675187,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2015,"Total",,587372,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","U",2015,"Total",,7286,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2015,"Total",,57875,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","U",2015,"Total",,8670,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2015,"Total",,52874,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2015,"Total",,109318,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2015,"Total",,975112,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2015,"Total",,109,,,
2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","U",2015,"Total",,51261,,,
2016,"1002N","MEDICARE - Retiree Health Care Contribution, N RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Navy","Y","Add","U",2015,"Total",,124898,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2015,"Total",,237081,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","U",2015,"Total",,33463,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2015,"Total",,115450,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","U",2015,"Total",,2499,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2015,"Total",,22895,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2015,"Total",,18845,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2015,"Total",,229194,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","095","Platoon Leader Class","Y","Add","U",2015,"Total",,5424,,,
2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2015,"Total",,642,,,
2016,"1003N","MEDICARE - Retiree Health Care Contribution, MC RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Marine Corps","Y","Add","U",2015,"Total",,73966,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2015,"Total",,4759554,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2015,"Total",,1476517,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2015,"Total",,1420544,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2015,"Total",,194455,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2015,"Total",,212376,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","U",2015,"Total",,305533,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","045","Allowances","Y","Add","U",2015,"Total",,134472,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","U",2015,"Total",,173992,,,
2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","U",2015,"Total",,364224,,,
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Add","U",2015,"Total",,8635797,,,
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Add","U",2015,"Total",,2674607,,,
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Add","U",2015,"Total",,3484471,,,
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Add","U",2015,"Total",,42395,,,
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Add","U",2015,"Total",,286610,,,
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","095","Allowances","Y","Add","U",2015,"Total",,590853,,,
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Add","U",2015,"Total",,494207,,,
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Add","U",2015,"Total",,660636,,,
2016,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Add","U",2015,"Total",,70159,,,
2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","U",2015,"Total",,989866,,,
2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","U",2015,"Total",,227101,,,
2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","U",2015,"Total",,3,,,
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","U",2015,"Total",,87932,,,
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","U",2015,"Total",,92459,,,
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","U",2015,"Total",,286473,,,
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","U",2015,"Total",,485297,,,
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","U",2015,"Total",,181583,,,
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","U",2015,"Total",,6556,,,
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","U",2015,"Total",,22369,,,
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","U",2015,"Total",,30261,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","U",2015,"Total",,107,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","U",2015,"Total",,3073,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","U",2015,"Total",,17500,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","U",2015,"Total",,72859,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","U",2015,"Total",,189,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","U",2015,"Total",,546,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","U",2015,"Total",,2018,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","U",2015,"Total",,1883,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","U",2015,"Total",,10558,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","U",2015,"Total",,27669,,,
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2015,"Total",,15796,,,
2016,"3500F","Military Personnel, Air Force","AF","","Less Reimbursables","","Less Reimbursables","N","Add","U",2015,"Total",,-438704,,,
2016,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","01","Health Care Contribution - Officers","300","Air Force","Y","Add","U",2015,"Total",,252254,,,
2016,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","02","Health Care Contribution - Enlisted","300","Air Force","Y","Add","U",2015,"Total",,1021856,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2015,"Total",,655663,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","U",2015,"Total",,106876,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2015,"Total",,71429,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","U",2015,"Total",,1681,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","U",2015,"Total",,401,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2015,"Total",,125804,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2015,"Total",,239006,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2015,"Total",,393846,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2015,"Total",,13785,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","U",2015,"Total",,58794,,,
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Add","U",2015,"Total",,5038,,,
2016,"1008F","MEDICARE - Retiree Health Care Contribution, AF RES","AF","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Air Force","Y","Add","U",2015,"Total",,127214,,,
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2015,"Total",,913691,,,
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2015,"Total",,116178,,,
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","U",2015,"Total",,5384,,,
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2015,"Total",,243888,,,
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2015,"Total",,171116,,,
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2015,"Total",,1655552,,,
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2015,"Total",,17794,,,
2016,"1009F","MEDICARE - Retiree Health Care Contribution, AF GUARD","AF","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Air Force","Y","Add","U",2015,"Total",,216969,,,
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2016,"Base",,,,,6926625
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2016,"Base",,,,,2172454
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2016,"Base",,,,,2231910
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2016,"Base",,,,,293794
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2016,"Base",,,,,81079
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","U",2016,"Base",,,,,365582
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","U",2016,"Base",,,,,261520
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","U",2016,"Base",,,,,210860
2016,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","U",2016,"Base",,,,,527824
2016,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Add","U",2016,"Base",,,,,12668528
2016,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Add","U",2016,"Base",,,,,3973957
2016,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Add","U",2016,"Base",,,,,4811937
2016,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Add","U",2016,"Base",,,,,92964
2016,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Add","U",2016,"Base",,,,,435630
2016,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","095","Allowances","Y","Add","U",2016,"Base",,,,,849699
2016,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Add","U",2016,"Base",,,,,445315
2016,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Add","U",2016,"Base",,,,,969143
2016,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Add","U",2016,"Base",,,,,80323
2016,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","U",2016,"Base",,,,,1304526
2016,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","U",2016,"Base",,,,,514155
2016,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","U",2016,"Base",,,,,893
2016,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","U",2016,"Base",,,,,167227
2016,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","U",2016,"Base",,,,,143955
2016,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","U",2016,"Base",,,,,401690
2016,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","U",2016,"Base",,,,,714937
2016,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","U",2016,"Base",,,,,304443
2016,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","U",2016,"Base",,,,,4234
2016,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","U",2016,"Base",,,,,11333
2016,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","U",2016,"Base",,,,,39186
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","U",2016,"Base",,,,,717
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","U",2016,"Base",,,,,1301
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","U",2016,"Base",,,,,39000
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","U",2016,"Base",,,,,201052
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","U",2016,"Base",,,,,4620
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","U",2016,"Base",,,,,589
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","U",2016,"Base",,,,,4814
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","Y","Add","U",2016,"Base",,,,,0
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","U",2016,"Base",,,,,105
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","U",2016,"Base",,,,,0
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","U",2016,"Base",,,,,111929
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2016,"Base",,,,,28140
2016,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Traumatic Injury Protection Coverage (T-SGLI)","Y","Add","U",2016,"Base",,,,,0
2016,"2010A","Military Personnel, Army","ARMY","","Less Reimbursables","","Less Reimbursables","N","Add","U",2016,"Base",,,,,-267242
2016,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","01","Health Care Contribution - Officers","300","Military Personnel, Army","Y","Add","U",2016,"Base",,,,,350256
